,id,const,row_max,row_min,row_ever,row_fangcha,colum_max,colum_min,colum_ever,colum_fangcha,neg_max,neg_min,neg_ever,neg_fangcha,dianli_max,dianli_min,dianli_ever,dianli_fangcha,sur_row,sur_colum,sur_neg,sur_dianli,center_elec_num,sur_elec_num,plus1,plus2,plus3,plus4,plus5,plus6,plus7,plus8,plus9,plus10,plus11,plus12,is_daoti,bulk_gap,gap,efm
70,569005,1,5,5,5.0,0.0,6,6,6.0,0.0,2.16,2.0,2.16,0.0,684.3,684.3,684.3,0.0,3,17,3.16,1251.2,6,7,4.6656,2702.592,2702.592,4.6656,4.6656,1565501.44,25,7304003.517999999,7304003.517999999,13512.96,13512.96,7304003.517999999,1.0,0.0,0.35278699999999996,3.7957769999999997
71,569175,1,5,5,5.0,0.0,4,4,4.0,0.0,1.33,1.33,1.33,0.0,640.1,640.1,640.1,0.0,3,17,3.16,1251.2,4,7,1.7689,1664.096,1664.096,1.7689,1.7689,1565501.44,25,2769215.497,2769215.497,8320.48,8320.48,2769215.497,0.0,3.20343395,3.3710480000000005,1.110093
72,569436,1,5,5,5.0,0.0,6,6,6.0,0.0,2.16,2.0,2.16,0.0,684.3,684.3,684.3,0.0,3,17,3.16,1251.2,6,7,4.6656,2702.592,2702.592,4.6656,4.6656,1565501.44,25,7304003.517999999,7304003.517999999,13512.96,13512.96,7304003.517999999,0.0,2.422594288,0.0054600000000000004,3.063942
73,569578,1,5,5,5.0,0.0,5,5,5.0,0.0,1.6,1.6,1.6,0.0,652.1,652.1,652.1,0.0,5,17,2.66,1008.4,5,7,2.56,1613.44,1613.44,2.56,2.56,1016870.56,25,2603188.634,2603188.634,8067.2,8067.2,2603188.634,0.0,0.7762749940000001,0.6497850000000001,0.695086
74,569715,1,6,3,4.0,0.666667,16,15,15.666667000000002,0.22222199999999998,2.55,2.0,2.411111,0.040721,1011.8,703.0,930.288889,7292.9698769999995,4,11,1.9,745.5,5,11,6.14833305,1901.025,1797.483251,6.5025,5.813456254,555770.25,9,3613896.0510000004,3230946.0360000003,5703.075,5392.449752,3417060.5960000004,1.0,0.0,0.858676,0.903956
75,569756,1,4,4,4.0,0.0,4,4,4.0,0.0,1.54,1.54,1.54,0.0,658.8,658.8,658.8,0.0,3,17,3.16,1251.2,4,7,2.3716,1926.848,1926.848,2.3716,2.3716,1565501.44,16,3712743.215,3712743.215,7707.392,7707.392,3712743.215,1.0,0.0,0.77433,3.285073
76,569890,1,4,4,4.0,0.0,6,6,6.0,0.0,1.66,1.66,1.66,0.0,652.9,652.9,652.9,0.0,3,17,3.16,1251.2,6,7,2.7556,2076.992,2076.992,2.7556,2.7556,1565501.44,16,4313895.768,4313895.768,8307.968,8307.968,4313895.768,0.0,2.55951343,0.129171,5.8768080000000005
77,569960,1,4,4,4.0,0.0,12,12,12.0,0.0,1.65,1.65,1.65,0.0,906.4,906.4,906.4,0.0,4,17,2.96,1139.9,12,7,2.7225,1880.835,1880.835,2.7225,2.7225,1299372.01,16,3537540.297,3537540.297,7523.34,7523.34,3537540.297,1.0,0.0,2.936528,4.223573
78,569964,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261362,1.924914
79,569994,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.2602279999999997,1.917038
80,570019,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.2616240000000003,1.924162
81,570054,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.266041,0.725912
82,570082,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261714,1.9244119999999998
83,570089,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.728762004,2.2658869999999998,1.92176
84,570127,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261062,1.92788
85,570165,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.714845354,2.261721,1.925466
86,570172,1,6,5,5.5,0.25,17,12,14.5,6.25,2.66,2.0,2.33,0.1089,1008.4,1007.1,1007.75,0.4225,4,17,2.96,1139.9,12,7,6.1978,3032.134,2655.967,7.0756,5.4289,1299372.01,25,9193836.594,7054160.705,15160.67,13279.835,8053247.844,0.0,2.04263583,1.663311,1.046262
87,570219,1,5,5,5.0,0.0,13,13,13.0,0.0,1.78,1.78,1.78,0.0,558.3,558.3,558.3,0.0,4,17,2.96,1139.9,3,7,3.1684,2029.0220000000002,2029.0220000000002,3.1684,3.1684,1299372.01,25,4116930.276,4116930.276,10145.11,10145.11,4116930.276,0.0,2.11401684,2.8633189999999997,1.113779
88,570259,1,3,3,3.0,0.0,2,2,2.0,0.0,1.31,1.31,1.31,0.0,737.7,737.7,737.7,0.0,3,17,3.16,1251.2,2,7,1.7161,1639.0720000000001,1639.0720000000001,1.7161,1.7161,1565501.44,9,2686557.021,2686557.021,4917.215999999999,4917.215999999999,2686557.021,0.0,2.72570641,5.987821,4.296443
89,570263,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.717098294,2.2609529999999998,1.925717
90,570314,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260133,1.9175369999999998
91,570410,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261262,1.9196689999999998
92,570437,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260513,1.92176
93,570448,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.718673544,2.261607,1.9186189999999999
94,570472,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260811,1.919919
95,570492,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7398276340000001,2.261248,1.9239110000000001
96,570506,1,5,5,5.0,0.0,4,4,4.0,0.0,1.33,1.33,1.33,0.0,640.1,640.1,640.1,0.0,5,17,2.66,1008.4,4,7,1.7689,1341.172,1341.172,1.7689,1.7689,1016870.56,25,1798742.334,1798742.334,6705.86,6705.86,1798742.334,1.0,0.0,0.444142,0.9448700000000001
97,570511,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260764,1.924663
98,570552,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7437355440000001,2.260405,1.916238
99,570559,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.2608740000000003,1.9186189999999999
100,570610,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7398276340000001,2.261745,1.9220110000000001
101,570613,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261061,1.9270759999999998
102,570671,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261109,1.927327
103,570695,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260082,1.919118
104,570781,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.26078,1.933746
105,570882,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.2609,1.922812
106,570939,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261959,1.930002
107,570964,1,4,4,4.0,0.0,12,12,12.0,0.0,1.65,1.65,1.65,0.0,906.4,906.4,906.4,0.0,5,17,2.66,1008.4,12,7,2.7225,1663.86,1663.86,2.7225,2.7225,1016870.56,16,2768430.1,2768430.1,6655.44,6655.44,2768430.1,1.0,0.0,1.421109,0.944888
108,570997,1,5,5,5.0,0.0,8,8,8.0,0.0,2.2,2.0,2.2,0.0,710.2,710.2,710.2,0.0,3,17,3.16,1251.2,8,7,4.84,2752.64,2752.64,4.84,4.84,1565501.44,25,7577026.97,7577026.97,13763.2,13763.2,7577026.97,1.0,0.0,0.203294,3.3330269999999995
109,571037,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260839,1.92176
110,571065,1,4,4,4.0,0.0,4,4,4.0,0.0,1.54,1.54,1.54,0.0,658.8,658.8,658.8,0.0,4,17,2.96,1139.9,4,7,2.3716,1755.4460000000001,1755.4460000000001,2.3716,2.3716,1299372.01,16,3081590.659,3081590.659,7021.784000000001,7021.784000000001,3081590.659,0.0,2.15966853,0.732138,2.5347150000000003
111,571091,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260653,1.924663
112,571096,1,4,4,4.0,0.0,8,8,8.0,0.0,1.83,1.83,1.83,0.0,762.5,762.5,762.5,0.0,3,17,3.16,1251.2,8,7,3.3489,2289.696,2289.696,3.3489,3.3489,1565501.44,16,5242707.772,5242707.772,9158.784,9158.784,5242707.772,1.0,0.0,1.252423,5.216443
113,571122,1,4,4,4.0,0.0,8,8,8.0,0.0,1.83,1.83,1.83,0.0,762.5,762.5,762.5,0.0,5,17,2.66,1008.4,8,7,3.3489,1845.372,1845.372,3.3489,3.3489,1016870.56,16,3405397.818,3405397.818,7381.488,7381.488,3405397.818,1.0,0.0,0.9944299999999999,3.80315
114,571136,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.2603,1.9201689999999998
115,571197,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261154,1.924663
116,571225,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.724684944,2.261324,1.9244119999999998
117,571279,1,5,5,5.0,0.0,4,4,4.0,0.0,1.33,1.33,1.33,0.0,640.1,640.1,640.1,0.0,5,17,2.66,1008.4,4,7,1.7689,1341.172,1341.172,1.7689,1.7689,1016870.56,25,1798742.334,1798742.334,6705.86,6705.86,1798742.334,1.0,0.0,0.444701,0.94401
118,571442,1,5,5,5.0,0.0,3,3,3.0,0.0,1.22,1.22,1.22,0.0,600.0,600.0,600.0,0.0,5,17,2.66,1008.4,3,7,1.4884,1230.248,1230.248,1.4884,1.4884,1016870.56,25,1513510.142,1513510.142,6151.24,6151.24,1513510.142,1.0,0.0,2.594241,0.823649
119,571514,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260976,1.92176
120,571519,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260866,1.919118
121,571535,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260455,1.9270759999999998
122,571538,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.260826,1.914666
123,571539,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.261275,1.922061
124,571558,1,6,6,6.0,0.0,12,12,12.0,0.0,2.0,2.0,2.0,0.0,1007.1,1007.1,1007.1,0.0,4,17,2.96,1139.9,12,7,4.0,2279.8,2279.8,4.0,4.0,1299372.01,36,5197488.04,5197488.04,13678.8,13678.8,5197488.04,0.0,1.55225812,1.9417970000000002,3.056905
125,571559,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.25996,1.914168
126,571567,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.758635614,2.260863,1.9167880000000002
127,571568,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.260205,1.911558
128,571569,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.2616009999999998,1.924162
129,571578,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.2610959999999998,1.9175369999999998
130,571579,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7470201740000001,2.261404,1.9275779999999998
131,571583,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.261396,1.9212599999999997
132,571592,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7249647140000001,2.2610650000000003,1.924914
133,571593,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7019710440000001,2.262163,1.924914
134,571595,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.711755884,2.261261,1.9244119999999998
135,571603,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7222379440000001,2.261882,1.930807
136,571605,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.261186,1.925466
137,571607,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.26113,1.916538
138,571613,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7222379440000001,2.2613689999999997,1.92176
139,571615,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7120791940000001,2.261625,1.924663
140,571616,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.765022194,2.261132,1.924663
141,571635,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7524856240000001,2.260275,1.92176
142,571646,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.704560124,2.2613369999999997,1.926073
143,571654,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7222379440000001,2.26131,1.9244119999999998
144,571660,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7219581740000001,2.261232,1.924914
145,571667,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7189533140000001,2.261334,1.92176
146,571668,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,0.0,0.7222379440000001,2.261371,1.924663
147,573588,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.265326,1.9244119999999998
148,573608,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.262489,0.71765
149,574663,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.259626,0.723829
150,582619,1,5,5,5.0,0.0,12,12,12.0,0.0,1.69,1.69,1.69,0.0,867.8,867.8,867.8,0.0,5,17,2.66,1008.4,12,7,2.8561,1704.1960000000001,1704.1960000000001,2.8561,2.8561,1016870.56,25,2904284.006,2904284.006,8520.98,8520.98,2904284.006,1.0,0.0,2.274596,1.62678
