mp_id,spacegroup.number,delta_volume,density,full_formula,e_above_hull,structure.lattice.volume,band_gap.optimize_structure_gap,efermi,final_energy,encut,total_magnetization,gaps,is_daoti,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
mp-23067,225,18.15971381,2.648031276,K2Pd1Cl6,0,249.1623196,,-0.61553414,-28.74944313,520,0.0005577,2.319137953,0,K2 Pd1 Cl6,17,46,29,20.66666667,5.62962963,17,3,94,91,70.22222222,31.7037037,94,35.453,106.42,70.967,44.14828889,13.83815802,35.453,171.6,1828.05,1656.45,392.3011111,319.0553086,171.6,1,17,16,12.66666667,5.777777778,17,3,5,2,3.444444444,0.592592593,3,102,203,101,128.5555556,35.40740741,102,0.82,3.16,2.34,2.533333333,0.835555556,3.16,0,2,2,1.555555556,0.592592593,2,0,5,5,3.333333333,2.222222222,5,0,10,10,1.111111111,1.975308642,0,0,0,0,0,0,0,1,10,9,6,2.222222222,7,0,1,1,0.222222222,0.345679012,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.888888889,0.197530864,1,14.41,73.10666667,58.69666667,34.1787037,17.30131687,24.4975,0,2.493,2.493,1.662,1.108,2.493,0,0,0,0,0,0,64,229,165,118.5555556,72.74074074,64,K+2 Pd4+1 Cl-6,-1,4,5,2.323790008
mp-23153,64,7.969465118,4.074684639,I4,0,206.867373,,1.18831249,-6.07623696,520,6.50E-07,0,1,I4,53,53,0,53,0,53,96,96,0,96,0,96,126.90447,126.90447,0,126.90447,0,126.90447,386.85,386.85,0,386.85,0,386.85,17,17,0,17,0,17,5,5,0,5,0,5,139,139,0,139,0,139,2.66,2.66,0,2.66,0,2.66,2,2,0,2,0,2,5,5,0,5,0,5,10,10,0,10,0,10,0,0,0,0,0,0,17,17,0,17,0,17,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,43.015,43.015,0,43.015,0,43.015,1.062,1.062,0,1.062,0,1.062,0,0,0,0,0,0,64,64,0,64,0,64,I0+4,0,0,0,0
mp-23154,64,0.256284119,3.37261385,Br4,0,157.3660281,,-0.9947555,-6.51605912,520,0,0,1,Br4,35,35,0,35,0,35,95,95,0,95,0,95,79.904,79.904,0,79.904,0,79.904,265.8,265.8,0,265.8,0,265.8,17,17,0,17,0,17,4,4,0,4,0,4,120,120,0,120,0,120,2.96,2.96,0,2.96,0,2.96,2,2,0,2,0,2,5,5,0,5,0,5,10,10,0,10,0,10,0,0,0,0,0,0,17,17,0,17,0,17,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,29.48,29.48,0,29.48,0,29.48,1.457,1.457,0,1.457,0,1.457,0,0,0,0,0,0,64,64,0,64,0,64,Br0+4,0,0,0,0
mp-23162,160,5.840415452,3.855973688,Zr1Cl2,0,69.81976962,,4.41201859,-17.17601633,520,1.13E-05,0,1,Zr1 Cl2,17,40,23,24.66666667,10.22222222,17,44,94,50,77.33333333,22.22222222,94,35.453,91.224,55.771,54.04333333,24.78711111,35.453,171.6,2128,1956.4,823.7333333,869.5111111,171.6,4,17,13,12.66666667,5.777777778,17,3,5,2,3.666666667,0.888888889,3,102,175,73,126.3333333,32.44444444,102,1.33,3.16,1.83,2.55,0.813333333,3.16,2,2,0,2,0,2,0,5,5,3.333333333,2.222222222,5,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,4,7,3,6,1.333333333,7,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,8,8,2.666666667,3.555555556,0,0,0,0,0,0,0,1,8,7,3.333333333,3.111111111,1,23.195,24.4975,1.3025,24.06333333,0.578888889,24.4975,0,2.493,2.493,1.662,1.108,2.493,0,0,0,0,0,0,64,194,130,107.3333333,57.77777778,64,Zr2+1 Cl-2,-1,2,3,2.121320344
mp-23173,36,49.5214044,5.169870788,Hg2I4,0.021952886,291.9017556,,-0.32462486,-8.44624062,520,6.31E-05,0,1,Hg2 I4,53,80,27,62,12,53,71,96,25,87.66666667,11.11111111,96,126.90447,200.59,73.68553,151.4663133,32.74912444,126.90447,234.32,386.85,152.53,336.0066667,67.79111111,386.85,12,17,5,15.33333333,2.222222222,17,5,6,1,5.333333333,0.444444444,5,132,139,7,136.6666667,3.111111111,139,2,2.66,0.66,2.44,0.293333333,2.66,2,2,0,2,0,2,0,5,5,3.333333333,2.222222222,5,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,17,26,9,20,4,17,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,25.23758621,43.015,17.77741379,37.0891954,7.901072797,43.015,0,1.062,1.062,0.708,0.472,1.062,0,0,0,0,0,0,64,166,102,98,45.33333333,64,Hg2+2 I-4,-1,2,3,2.121320344
mp-23177,139,18.74234463,6.678629621,Hg2Br2,0,139.4810804,,-0.97078286,-5.57497289,520,0.00019025,0,1,Hg2 Br2,35,80,45,57.5,22.5,35,71,95,24,83,12,71,79.904,200.59,120.686,140.247,60.343,79.904,234.32,265.8,31.48,250.06,15.74,234.32,12,17,5,14.5,2.5,12,4,6,2,5,1,4,120,132,12,126,6,120,2,2.96,0.96,2.48,0.48,2,2,2,0,2,0,2,0,5,5,2.5,2.5,0,10,10,0,10,0,10,0,14,14,7,7,0,17,26,9,21.5,4.5,17,0,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0,25.23758621,29.48,4.242413793,27.3587931,2.121206897,25.23758621,0,1.457,1.457,0.7285,0.7285,0,0,0,0,0,0,0,64,166,102,115,51,64,Hg+2 Br-2,-1,1,2,1.414213562
mp-23184,176,68.52376331,1.398671971,B2Cl6,0,278.2144252,,-2.93936134,-32.21331236,520,0,2.5933543,0,B2 Cl6,5,17,12,14,4.5,17,72,94,22,88.5,8.25,94,10.811,35.453,24.642,29.2925,9.24075,35.453,171.6,2348,2176.4,715.7,816.15,171.6,13,17,4,16,1.5,17,2,3,1,2.75,0.375,3,84,102,18,97.5,6.75,102,2.04,3.16,1.12,2.88,0.42,3.16,2,2,0,2,0,2,1,5,4,4,1.5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,6,1.5,7,0,0,0,0,0,0,1,5,4,2,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,1.5,1,7.1725,24.4975,17.325,20.16625,6.496875,24.4975,1.524,2.493,0.969,2.25075,0.363375,2.493,0,0,0,0,0,0,64,166,102,89.5,38.25,64,B3+2 Cl-6,-1,3,4,2.828427125
mp-23189,176,102.6816056,3.101461394,B2I6,0,419.2485318,,-0.67688839,-22.98268316,520,0,1.35606647,0,B2 I6,5,53,48,41,18,53,72,96,24,90,9,96,10.811,126.90447,116.09347,97.8811025,43.53505125,126.90447,386.85,2348,1961.15,877.1375,735.43125,386.85,13,17,4,16,1.5,17,2,5,3,4.25,1.125,5,84,139,55,125.25,20.625,139,2.04,2.66,0.62,2.505,0.2325,2.66,2,2,0,2,0,2,1,5,4,4,1.5,5,0,10,10,7.5,3.75,10,0,0,0,0,0,0,3,17,14,13.5,5.25,17,0,0,0,0,0,0,1,5,4,2,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,1.5,1,7.1725,43.015,35.8425,34.054375,13.4409375,43.015,1.062,1.524,0.462,1.1775,0.17325,1.062,0,0,0,0,0,0,64,166,102,89.5,38.25,64,B3+2 I-6,-1,3,4,2.828427125
mp-23193,225,17.05313549,1.903571109,K1Cl1,0,65.03321234,,-1.98665199,-6.86146851,520,0,0,1,K1 Cl1,17,19,2,18,1,17,3,94,91,48.5,45.5,3,35.453,39.0983,3.6453,37.27565,1.82265,35.453,171.6,336.53,164.93,254.065,82.465,171.6,1,17,16,9,8,1,3,4,1,3.5,0.5,3,102,203,101,152.5,50.5,102,0.82,3.16,2.34,1.99,1.17,0.82,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4,3,1,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,24.4975,73.10666667,48.60916667,48.80208333,24.30458333,24.4975,0,2.493,2.493,1.2465,1.2465,0,0,0,0,0,0,0,64,229,165,146.5,82.5,64,K+1 Cl-1,-1,1,2,1.414213562
mp-23205,164,15.80333274,3.892506557,Mg1I2,0,118.6431026,,1.18215154,-7.8306205,520,7.32E-05,1.4965116,0,Mg1 I2,12,53,41,39.33333333,18.22222222,53,68,96,28,86.66666667,12.44444444,96,24.305,126.90447,102.59947,92.70464667,45.59976444,126.90447,386.85,923,536.15,565.5666667,238.2888889,386.85,2,17,15,12,6.666666667,17,3,5,2,4.333333333,0.888888889,5,139,141,2,139.6666667,0.888888889,139,1.31,2.66,1.35,2.21,0.6,2.66,2,2,0,2,0,2,0,5,5,3.333333333,2.222222222,5,0,10,10,6.666666667,4.444444444,10,0,0,0,0,0,0,2,17,15,12,6.666666667,17,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,22.89,43.015,20.125,36.30666667,8.944444444,43.015,0,1.062,1.062,0.708,0.472,1.062,0,0,0,0,0,0,64,194,130,107.3333333,57.77777778,64,Mg2+1 I-2,-1,2,3,2.121320344
mp-23210,166,11.30425128,2.055140716,Mg1Cl2,0,76.92980888,,-0.78157398,-10.8650338,520,0.0002269,3.02422814,0,Mg1 Cl2,12,17,5,15.33333333,2.222222222,17,68,94,26,85.33333333,11.55555556,94,24.305,35.453,11.148,31.737,4.954666667,35.453,171.6,923,751.4,422.0666667,333.9555556,171.6,2,17,15,12,6.666666667,17,3,3,0,3,0,3,102,141,39,115,17.33333333,102,1.31,3.16,1.85,2.543333333,0.822222222,3.16,2,2,0,2,0,2,0,5,5,3.333333333,2.222222222,5,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,5.333333333,2.222222222,7,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,22.89,24.4975,1.6075,23.96166667,0.714444444,24.4975,0,2.493,2.493,1.662,1.108,2.493,0,0,0,0,0,0,64,194,130,107.3333333,57.77777778,64,Mg2+1 Cl-2,-1,2,3,2.121320344
mp-23225,176,104.653933,2.37830305,B2Br6,0,349.831971,,-2.83249303,-27.37668176,520,0,3.34413655,0,B2 Br6,5,35,30,27.5,11.25,35,72,95,23,89.25,8.625,95,10.811,79.904,69.093,62.63075,25.909875,79.904,265.8,2348,2082.2,786.35,780.825,265.8,13,17,4,16,1.5,17,2,4,2,3.5,0.75,4,84,120,36,111,13.5,120,2.04,2.96,0.92,2.73,0.345,2.96,2,2,0,2,0,2,1,5,4,4,1.5,5,0,10,10,7.5,3.75,10,0,0,0,0,0,0,3,17,14,13.5,5.25,17,0,0,0,0,0,0,1,5,4,2,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,1.5,1,7.1725,29.48,22.3075,23.903125,8.3653125,29.48,1.457,1.524,0.067,1.47375,0.025125,1.457,0,0,0,0,0,0,64,166,102,89.5,38.25,64,B3+2 Br-6,-1,3,4,2.828427125
mp-23227,194,1.151728114,4.865375526,Cu2Br2,0.041426565,97.91816644,,2.40424908,-12.30707324,520,2.31E-05,0,1,Cu2 Br2,29,35,6,32,3,29,64,95,31,79.5,15.5,64,63.546,79.904,16.358,71.725,8.179,63.546,265.8,1357.77,1091.97,811.785,545.985,265.8,11,17,6,14,3,11,4,4,0,4,0,4,120,132,12,126,6,120,1.9,2.96,1.06,2.43,0.53,1.9,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,10,10,0,10,0,10,0,0,0,0,0,0,11,17,6,14,3,11,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,11.07,29.48,18.41,20.275,9.205,11.07,0,1.457,1.457,0.7285,0.7285,0,0,0,0,0,0,0,64,225,161,144.5,80.5,64,Cu+2 Br-2,-1,1,2,1.414213562
mp-23229,166,6.868821623,2.932922246,Fe1Cl2,0,71.7628925,,1.85176295,-14.29619327,520,0.6544804,0,1,Fe1 Cl2,17,26,9,20,4,17,55,94,39,81,17.33333333,94,35.453,55.845,20.392,42.25033333,9.063111111,35.453,171.6,1811,1639.4,718.0666667,728.6222222,171.6,8,17,9,14,4,17,3,4,1,3.333333333,0.444444444,3,102,132,30,112,13.33333333,102,1.83,3.16,1.33,2.716666667,0.591111111,3.16,2,2,0,2,0,2,0,5,5,3.333333333,2.222222222,5,0,6,6,2,2.666666667,0,0,0,0,0,0,0,7,8,1,7.333333333,0.444444444,7,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0,0,1,4,3,2,1.333333333,1,10.73,24.4975,13.7675,19.90833333,6.118888889,24.4975,0,2.493,2.493,1.662,1.108,2.493,0,2.1106628,2.1106628,0.703554267,0.938072356,0,64,229,165,119,73.33333333,64,Fe2+1 Cl-2,-1,2,3,2.121320344
mp-23231,225,2.805009111,6.224579675,Ag1Br1,0.037009185,50.09222872,,1.26020975,-5.12984269,520,2.00E-07,0,1,Ag1 Br1,35,47,12,41,6,35,65,95,30,80,15,65,79.904,107.8682,27.9642,93.8861,13.9821,79.904,265.8,1234.93,969.13,750.365,484.565,265.8,11,17,6,14,3,11,4,5,1,4.5,0.5,4,120,145,25,132.5,12.5,120,1.93,2.96,1.03,2.445,0.515,1.93,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,10,10,0,10,0,10,0,0,0,0,0,0,11,17,6,14,3,11,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16.33,29.48,13.15,22.905,6.575,16.33,0,1.457,1.457,0.7285,0.7285,0,0,0,0,0,0,0,64,225,161,144.5,80.5,64,Ag+1 Br-1,-1,1,2,1.414213562
mp-23251,225,18.78027586,2.624471793,K1Br1,0,75.29437563,,-1.89269854,-6.27069812,520,0,3.27128406,0,K1 Br1,19,35,16,27,8,19,3,95,92,49,46,3,39.0983,79.904,40.8057,59.50115,20.40285,39.0983,265.8,336.53,70.73,301.165,35.365,265.8,1,17,16,9,8,1,4,4,0,4,0,4,120,203,83,161.5,41.5,120,0.82,2.96,2.14,1.89,1.07,0.82,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,10,10,5,5,0,0,0,0,0,0,0,1,17,16,9,8,1,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,29.48,73.10666667,43.62666667,51.29333333,21.81333333,29.48,0,1.457,1.457,0.7285,0.7285,0,0,0,0,0,0,0,64,229,165,146.5,82.5,64,K+1 Br-1,-1,1,2,1.414213562
mp-23259,225,0.305370786,3.441826701,Li1Br1,0.02549247,41.89912086,,-0.13465721,-6.63267599,520,0,0,1,Li1 Br1,3,35,32,19,16,3,1,95,94,48,47,1,6.941,79.904,72.963,43.4225,36.4815,6.941,265.8,453.69,187.89,359.745,93.945,265.8,1,17,16,9,8,1,2,4,2,3,1,2,120,128,8,124,4,120,0.98,2.96,1.98,1.97,0.99,0.98,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,10,10,5,5,0,0,0,0,0,0,0,1,17,16,9,8,1,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16.59333333,29.48,12.88666667,23.03666667,6.443333333,16.59333333,0,1.457,1.457,0.7285,0.7285,0,0,0,0,0,0,0,64,229,165,146.5,82.5,64,Li+1 Br-1,-1,1,2,1.414213562
mp-23267,72,21.05495194,1.658328757,Be2Cl4,0,160.0493999,,-2.00823734,-23.43551118,520,0,3.60175693,0,Be2 Cl4,4,17,13,12.66666667,5.777777778,17,67,94,27,85,12,94,9.012182,35.453,26.440818,26.639394,11.75147467,35.453,171.6,1560,1388.4,634.4,617.0666667,171.6,2,17,15,12,6.666666667,17,2,3,1,2.666666667,0.444444444,3,96,102,6,100,2.666666667,102,1.57,3.16,1.59,2.63,0.706666667,3.16,2,2,0,2,0,2,0,5,5,3.333333333,2.222222222,5,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,5.333333333,2.222222222,7,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,7.89,24.4975,16.6075,18.96166667,7.381111111,24.4975,0,2.493,2.493,1.662,1.108,2.493,0,0,0,0,0,0,64,194,130,107.3333333,57.77777778,64,Be2+2 Cl-4,-1,2,3,2.121320344
mp-23268,225,1.650648283,3.572370188,Na1I1,0,69.67509612,,0.7467165,-5.38684399,520,4.80E-06,0,1,Na1 I1,11,53,42,32,21,11,2,96,94,49,47,2,22.98976928,126.90447,103.9147007,74.94711964,51.95735036,22.98976928,370.87,386.85,15.98,378.86,7.99,370.87,1,17,16,9,8,1,3,5,2,4,1,3,139,166,27,152.5,13.5,139,0.93,2.66,1.73,1.795,0.865,0.93,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,10,10,5,5,0,0,0,0,0,0,0,1,17,16,9,8,1,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,29.24333333,43.015,13.77166667,36.12916667,6.885833333,29.24333333,0,1.062,1.062,0.531,0.531,0,0,0,0,0,0,0,64,229,165,146.5,82.5,64,Na+1 I-1,-1,1,2,1.414213562
mp-23275,148,11.70746094,2.510174947,Ti2Cl6,0.027029716,204.0481635,,2.59610395,-39.53760223,520,0.0010552,0,1,Ti2 Cl6,17,22,5,18.25,1.875,17,43,94,51,81.25,19.125,94,35.453,47.867,12.414,38.5565,4.65525,35.453,171.6,1941,1769.4,613.95,663.525,171.6,4,17,13,13.75,4.875,17,3,4,1,3.25,0.375,3,102,160,58,116.5,21.75,102,1.54,3.16,1.62,2.755,0.6075,3.16,2,2,0,2,0,2,0,5,5,3.75,1.875,5,0,2,2,0.5,0.75,0,0,0,0,0,0,0,4,7,3,6.25,1.125,7,0,0,0,0,0,0,0,1,1,0.75,0.375,1,0,8,8,2,3,0,0,0,0,0,0,0,1,8,7,2.75,2.625,1,16.69,24.4975,7.8075,22.545625,2.9278125,24.4975,0,2.493,2.493,1.86975,0.934875,2.493,0,2.25E-05,2.25E-05,5.63E-06,8.45E-06,0,64,194,130,96.5,48.75,64,Ti2+1 Ti4+1 Cl-6,-1,4,5,2.828427125
mp-23281,148,80.60953845,4.293227602,Sb2I6,0,388.694377,,1.24341962,-20.26892144,520,0,0.703842916,0,Sb2 I6,51,53,2,52.5,0.75,53,85,96,11,93.25,4.125,96,121.76,126.90447,5.14447,125.6183525,1.92917625,126.90447,386.85,903.78,516.93,516.0825,193.84875,386.85,15,17,2,16.5,0.75,17,5,5,0,5,0,5,139,139,0,139,0,139,2.05,2.66,0.61,2.5075,0.22875,2.66,2,2,0,2,0,2,3,5,2,4.5,0.75,5,10,10,0,10,0,10,0,0,0,0,0,0,15,17,2,16.5,0.75,17,0,0,0,0,0,0,1,3,2,1.5,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.5,0.75,1,31.56,43.015,11.455,40.15125,4.295625,43.015,0,1.062,1.062,0.7965,0.39825,1.062,0,0,0,0,0,0,64,166,102,89.5,38.25,64,Sb3+2 I-6,-1,3,4,2.828427125
mp-23292,36,34.86298446,5.199394272,Hg2Br4,0,230.2017957,,-1.77767272,-9.98783407,520,7.26E-05,2.33081835,0,Hg2 Br4,35,80,45,50,20,35,71,95,24,87,10.66666667,95,79.904,200.59,120.686,120.1326667,53.63822222,79.904,234.32,265.8,31.48,255.3066667,13.99111111,265.8,12,17,5,15.33333333,2.222222222,17,4,6,2,4.666666667,0.888888889,4,120,132,12,124,5.333333333,120,2,2.96,0.96,2.64,0.426666667,2.96,2,2,0,2,0,2,0,5,5,3.333333333,2.222222222,5,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,17,26,9,20,4,17,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,25.23758621,29.48,4.242413793,28.06586207,1.885517241,29.48,0,1.457,1.457,0.971333333,0.647555556,1.457,0,0,0,0,0,0,64,166,102,98,45.33333333,64,Hg2+2 Br-4,-1,2,3,2.121320344
mp-23297,36,11.6572281,3.215932147,Br2F6,0,141.3751732,,-1.46239923,-21.81285996,520,2.48E-05,2.46441426,0,Br2 F6,9,35,26,15.5,9.75,9,93,95,2,93.5,0.75,93,18.9984032,79.904,60.9055968,34.2248024,22.8395988,18.9984032,53.5,265.8,212.3,106.575,79.6125,53.5,17,17,0,17,0,17,2,4,2,2.5,0.75,2,57,120,63,72.75,23.625,57,2.96,3.98,1.02,3.725,0.3825,3.98,2,2,0,2,0,2,5,5,0,5,0,5,0,10,10,2.5,3.75,0,0,0,0,0,0,0,7,17,10,9.5,3.75,7,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9.7075,29.48,19.7725,14.650625,7.4146875,9.7075,1.457,1.97,0.513,1.84175,0.192375,1.97,0,0,0,0,0,0,15,64,49,27.25,18.375,15,Br0+2 F0+6,0,0,0,0
mp-23309,148,26.02114178,2.136561523,Sc2Cl6,0,235.2043842,,-1.34564753,-40.69549273,520,4.29E-05,0,1,Sc2 Cl6,17,21,4,18,1.5,17,11,94,83,73.25,31.125,94,35.453,44.955912,9.502912,37.828728,3.563592,35.453,171.6,1814,1642.4,582.2,615.9,171.6,3,17,14,13.5,5.25,17,3,4,1,3.25,0.375,3,102,170,68,119,25.5,102,1.36,3.16,1.8,2.71,0.675,3.16,2,2,0,2,0,2,0,5,5,3.75,1.875,5,0,1,1,0.25,0.375,0,0,0,0,0,0,0,3,7,4,6,1.5,7,0,0,0,0,0,0,0,1,1,0.75,0.375,1,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3,3,1,22.235,24.4975,2.2625,23.931875,0.8484375,24.4975,0,2.493,2.493,1.86975,0.934875,2.493,0,6.35E-06,6.35E-06,1.59E-06,2.38E-06,0,64,194,130,96.5,48.75,64,Sc3+2 Cl-6,-1,3,4,2.828427125
mp-23316,61,150.3409595,1.497065077,B8Cl16,0.116380283,725.1215505,,-2.18333575,-100.9184437,520,7.62E-05,2.65902823,0,B8 Cl16,5,17,12,13,5.333333333,17,72,94,22,86.66666667,9.777777778,94,10.811,35.453,24.642,27.239,10.952,35.453,171.6,2348,2176.4,897.0666667,967.2888889,171.6,13,17,4,15.66666667,1.777777778,17,2,3,1,2.666666667,0.444444444,3,84,102,18,96,8,102,2.04,3.16,1.12,2.786666667,0.497777778,3.16,2,2,0,2,0,2,1,5,4,3.666666667,1.777777778,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5.666666667,1.777777778,7,0,0,0,0,0,0,1,5,4,2.333333333,1.777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.333333333,1.777777778,1,7.1725,24.4975,17.325,18.7225,7.7,24.4975,1.524,2.493,0.969,2.17,0.430666667,2.493,0,0,0,0,0,0,64,166,102,98,45.33333333,64,B0+8 Cl0+16,0,0,0,0
mp-23317,19,150.9805224,3.024080987,As4Br12,0,691.0679685,,-2.03586426,-45.63013136,520,0,2.645389655,0,As4 Br12,33,35,2,34.5,0.75,35,84,95,11,92.25,4.125,95,74.9216,79.904,4.9824,78.6584,1.8684,79.904,265.8,1090,824.2,471.85,309.075,265.8,15,17,2,16.5,0.75,17,4,4,0,4,0,4,119,120,1,119.75,0.375,120,2.18,2.96,0.78,2.765,0.2925,2.96,2,2,0,2,0,2,3,5,2,4.5,0.75,5,10,10,0,10,0,10,0,0,0,0,0,0,15,17,2,16.5,0.75,17,0,0,0,0,0,0,1,3,2,1.5,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.5,0.75,1,22.175,29.48,7.305,27.65375,2.739375,29.48,0,1.457,1.457,1.09275,0.546375,1.457,0,0,0,0,0,0,64,166,102,89.5,38.25,64,As5+3 As3-1 Br-12,-3,5,8,3.880570001
