id,hse,pbe,diff
11018,3.825499,2.140501,1.684998
11019,2.1993,0.823425,1.375875
11020,1.704383,0.575223,1.12916
11021,0.649668,0,0.649668
11022,3.409952,2.123601,1.286351
11023,2.92337,1.740116,1.183254
11038,0,0,0
11073,0,0,0
11086,0,0,0
11101,0,0,0
11108,0.318043,0,0.318043
11114,0,1.050729,-1.050729
11115,0,1.019238,-1.019238
11131,2.379282,1.513625,0.865657
11147,2.864111,1.540032,1.324079
11165,6.588251,4.851575,1.736677
11168,0.573386,0.47652,0.096866
11174,0.813634,0,0.813634
11175,3.863418,2.738204,1.125214
11176,0,0,0
11190,0,0,0
11191,1.22148,0.343328,0.878152
11192,0,0,0
11193,0.258892,0,0.258892
11209,0,0,0
11212,0,0,0
11213,0,0,0
11214,0.669823,0,0.669823
11217,0,0,0
11220,0,0,0
11227,0,0,0
11229,0,0,0
11230,0,0,0
11231,0,0,0
11232,0,0,0
11236,0,0,0
11237,0,0,0
11239,0,0,0
11247,0,0,0
11248,0,0,0
11249,0,0,0
11250,0,0,0
11251,0,0,0
11253,0,0,0
11256,0,0,0
11259,0,0,0
11260,0,0,0
11261,0,0,0
11263,0,0,0
11265,0.697831,0.249816,0.448015
11270,0,0,0
11271,0,0,0
11272,0,0,0
11274,0,0,0
11275,0,0,0
11276,0,0,0
11277,0,0,0
11278,0,0,0
11279,0,0,0
11280,0,0,0
11281,0,0,0
11282,0,0,0
11283,0,0,0
11284,0,0,0
11285,0,0,0
11286,0,0,0
11287,0,0,0
11288,0,0,0
11290,0,0,0
11293,0,0,0
11300,0,0,0
11304,0,0,0
11305,0,0,0
11307,0,0,0
11309,0,0,0
11312,0,0,0
11313,0,0,0
11324,0,0,0
11327,2.581255,1.817716,0.763539
11334,0,0,0
11335,0.613018,0,0.613018
11342,1.723321,0.986116,0.737205
11345,0,0,0
11350,0,0,0
11358,0,0,0
11359,0,0,0
11360,0,0,0
11361,0,0,0
11364,0,0,0
11365,0,0,0
11366,0,0,0
11385,0,0,0
11388,0,0,0
11390,0.607937,0.093448,0.514489
11393,0,0,0
11397,0,0,0
11398,0,0,0
11400,0,0,0
11407,0,0,0
11431,0,0,0
11445,0,0,0
11449,0,0,0
11452,0,0,0
11453,0,0,0
11456,0,0,0
11457,0,0,0
11460,0,0,0
11462,0,0,0
11463,0,0,0
11465,0,0,0
11466,0,0,0
11470,0,0,0
11471,0,0,0
11472,0,0,0
11473,0,0,0
11474,0,0,0
11478,0,0,0
11481,0,0,0
11482,0,0,0
11487,0,0,0
11488,0,0,0
11489,0,0,0
11490,0,0,0
11492,0,0,0
11494,0,0,0
11495,0,0,0
11498,0,0,0
11499,0,0,0
11500,0,0,0
11503,0,0,0
11504,0,0,0
11506,0,0,0
11512,0,0,0
11515,0,0,0
11516,0,0,0
11517,0,0,0
11519,0,0,0
11520,0.482216,0.289434,0.192782
11521,0,0,0
11522,0,0,0
11523,0,0,0
11524,0,0,0
11533,0,0,0
11537,0,0,0
11540,0,0,0
11541,0,0,0
11546,0,0,0
11547,0,0,0
11550,0,0,0
11552,0,0,0
11553,0,0,0
11554,0,0,0
11557,0,0,0
11563,0,0,0
11565,0,0,0
11566,0,0,0
11571,0,0,0
11572,0,0,0
11573,0,0,0
11575,0,0,0
11576,0,0,0
11577,0,0,0
11578,0,0,0
11580,0,0,0
11582,0,1.902551,-1.902551
11583,1.459268,0.642695,0.816573
11584,0,0,0
11585,5.959649,4.404321,1.555328
11607,5.474101,4.070048,1.404053
11609,0,0,0
11620,0,0,0
11621,0,0,0
11644,0,0,0
11658,0.058669,0,0.058669
11659,4.156698,2.503252,1.653446
11660,2.114367,1.120226,0.994141
11661,1.630111,0.744421,0.88569
11674,2.686393,1.813237,0.873156
11693,0,0,0
11703,2.257755,1.581679,0.676076
11713,2.799897,1.883137,0.91676
11714,2.637483,1.670057,0.967426
11715,5.146754,3.567114,1.57964
11718,7.280025,5.317683,1.962342
11719,1.506044,0.831529,0.674515
11725,7.970964,6.231694,1.73927
11733,0,0,0
11734,0,0,0
11738,0,2.849523,-2.849523
11739,2.186588,1.365811,0.820776
11743,0,0,0
11750,0,0,0
11754,0,0,0
11755,0,0,0
11770,0.830014,0,0.830014
11794,0,0.860983,-0.860983
11801,0,0,0
11806,0,0,0
11808,0,0,0
11811,0,0,0
11815,0,0,0
11816,0,0,0
11822,0,0,0
11824,1.651241,0.801053,0.850188
11826,0,0,0
11832,0,0,0
11834,0,0,0
11840,0,0,0
11869,0.621506,0.468218,0.153288
11870,0,0,0
11872,0,0,0
11873,0,0,0
11875,8.145229,6.133645,2.011584
11883,0,0,0
11902,2.134868,1.388705,0.746163
11917,5.381137,4.096583,1.284554
11918,3.640923,2.411656,1.229267
11919,2.960902,1.870385,1.090517
11947,0,0,0
11977,0,0,0
11984,0,0,0
11985,0,0,0
12015,1.662865,0.244429,1.418436
12029,0,0,0
12046,2.544531,0.715977,1.828554
12047,2.52814,0.697778,1.830362
12062,0,0,0
12065,0,0,0
12067,0,0,0
12070,0,0,0
12071,0,0,0
12083,0,0,0
12086,0,0,0
12087,0.474953,0,0.474953
12093,0,0,0
12094,0,0,0
12103,5.907858,3.363267,2.544591
12104,0,0,0
12105,0,0,0
12107,0,0,0
12109,0,0,0
12110,0,0,0
12118,0,0,0
12120,0,0,0
12128,0,0,0
12170,0,0,0
12177,2.601387,1.659671,0.941716
12181,2.241156,1.691815,0.549341
12262,8.332812,6.228431,2.104381
12263,3.970865,1.93929,2.031575
12274,0,0,0
12275,0,0,0
12277,0.075052,0,0.075052
12317,4.256458,3.202101,1.054357
12324,1.31302,0,1.31302
12359,0,0,0
12360,0,0,0
12364,0,0.464076,-0.464076
12378,0,0,0
12385,4.992823,3.552055,1.440768
12398,0,0,0
12411,0.512532,0,0.512532
12418,0.968502,0.452946,0.515556
12427,5.661697,4.134336,1.527361
12433,1.627031,0.909639,0.717392
12442,3.945153,1.930588,2.014565
12444,2.907597,1.64153,1.266067
12459,0,0.990404,-0.990404
12480,0,0,0
12481,0,0,0
12505,0,0,0
12509,2.043004,1.358059,0.684945
12510,0,0,0
12515,0.76112,0,0.76112
12520,0,0,0
12521,0,0,0
12524,0,0,0
12525,2.984479,1.778364,1.206115
12531,0,0,0
12532,2.318448,1.244281,1.074167
12537,0,0,0
12546,0,0,0
12549,0,0,0
12550,0,0,0
12557,0.675095,0.06789,0.607205
12558,1.945971,1.378763,0.567208
12559,0,0,0
12564,0,0,0
12571,0,0,0
12572,0,0,0
12580,0,0,0
12581,0,0,0
12593,0,0,0
12594,0,0,0
12595,0,0,0
12603,0,0,0
12608,0,0,0
12609,0,0,0
12612,0,0,0
12613,0,0,0
12623,3.408506,1.200772,2.207734
12626,9.257564,7.113421,2.144143
12627,0,0,0
12628,0,0,0
12630,4.707771,2.86348,1.844291
12631,0,0,0
12636,0,0,0
12644,4.136477,2.863938,1.272539
12651,0,0,0
12657,0,0,0
12659,0,0,0
12661,0,0,0
12673,4.271801,3.251669,1.020132
12678,0,0,0
12681,0,0,0
12682,0,0,0
12684,0,0,0
12695,0,0,0
12696,0,0,0
12697,0,0,0
12699,0,0,0
12700,0,0,0
12712,0,0,0
12724,0,0,0
12725,2.572988,1.373898,1.19909
12735,0,0,0
12743,0.099463,0,0.099463
12752,0,0,0
12759,0,0,0
12760,0,0,0
12771,0,0,0
12772,0,0,0
12773,0,0,0
12777,0,0,0
12778,0,0,0
12779,1.292143,0.555446,0.736697
12780,0,0,0
12794,0,0,0
12798,0,0,0
12801,0,0,0
12802,0,0,0
12807,0,3.809918,-3.809918
12814,1.463407,0.740979,0.722428
12815,0,0,0
12832,0,0,0
12843,0,1.712164,-1.712164
12860,0,0,0
12866,2.694883,1.552331,1.142552
12867,2.668729,1.490638,1.178091
12874,0,0,0
12875,0,0,0
12883,4.440197,3.544078,0.896119
12885,4.516741,3.406244,1.110497
12892,0,0,0
12894,4.424503,3.405798,1.018705
12903,1.704601,0.913998,0.790603
12905,0,0,0
12906,0,0,0
12908,1.878594,0.992268,0.886326
12911,2.404428,0.476273,1.928155
12923,0,0,0
12924,3.553677,2.578279,0.975398
12927,2.230347,1.20602,1.024327
12947,0,0,0
12951,0,0,0
12952,0,0,0
12957,2.182863,1.257598,0.925265
12958,4.815049,3.126204,1.688845
12961,0,0,0
12962,0,0,0
12972,0,0,0
12978,2.22157,0.890228,1.331342
12979,0.696421,0,0.696421
12981,0,0,0
12982,0,0,0
12983,0,0,0
12990,0,0,0
12992,3.198217,1.788127,1.41009
13005,0,0,0
13024,7.072457,5.184935,1.887522
13031,3.452032,2.563552,0.88848
13032,4.419067,3.38694,1.032126
13033,3.180287,2.264226,0.916061
13034,0,0,0
13035,0,0,0
13036,0,0,0
13051,0,0,0
13053,0,0,0
13055,5.005827,3.568551,1.437276
13056,5.032165,3.602576,1.429589
13060,5.422665,3.732314,1.690351
13061,5.770808,4.361566,1.409242
13068,5.047105,3.717798,1.329307
13070,0,0,0
13071,0,0,0
13076,0,0,0
13079,0,0,0
13082,0,0,0
13085,0,0,0
13090,0,0,0
13092,0,0,0
13095,0,0,0
13097,0.940547,0.370845,0.569702
13098,0,0,0
13099,3.066594,2.152955,0.913639
13100,0,0,0
13108,5.382087,3.857889,1.524198
13109,5.743133,4.186379,1.556754
13116,0,0,0
13117,0,0,0
13119,0.891268,0,0.891268
13126,0,0,0
13132,0,0,0
13133,5.089914,3.488244,1.60167
13136,0,0,0
13137,0,0,0
13138,0,0,0
13141,0,0,0
13146,2.393064,1.491177,0.901887
13148,2.12432,1.379573,0.744747
13149,0,0,0
13150,5.658289,4.412337,1.245952
13152,0,0,0
13154,0,0,0
13156,0,0,0
13160,0,0,0
13161,0.256007,0,0.256007
13166,0,0,0
13171,0,0,0
13172,0,0,0
13173,0,0,0
13174,0,0,0
13175,0,0,0
13178,4.501562,3.249186,1.252376
13181,8.342442,6.305571,2.036871
13190,7.766334,5.607189,2.159145
13200,0,0,0
13202,0,0,0
13203,0,0,0
13208,0,0,0
13240,0,0,0
13250,0,0,0
13272,0,0,0
13274,3.611318,2.088354,1.522964
13275,1.946999,1.231478,0.715521
13276,2.115859,1.36945,0.746409
13277,1.639902,0.989136,0.650766
13285,0,0,0
13286,0,0,0
13287,2.139095,1.03361,1.105485
13288,0,0,0
13302,0,0,0
13306,0,0,0
13311,0,0,0
13313,0.982707,0.624182,0.358525
13314,0.858707,0,0.858707
13322,0,0,0
13334,2.409485,1.06209,1.347395
13356,4.647479,3.131169,1.51631
13361,3.294938,1.049385,2.245553
13363,0,0,0
13364,0,0,0
13365,0,0,0
13369,0,0,0
13383,2.57941,1.663366,0.916044
13396,0,0,0
13406,0,0,0
13415,0,0,0
13416,0,0,0
13427,0,0,0
13429,0,0,0
13434,0,0,0
13445,1.19386,0.407202,0.786658
13446,0,0,0
13447,0,0,0
13459,0.481979,0,0.481979
13463,0,0,0
13472,0,0,0
13480,0,0,0
13496,0,0,0
13503,0,0,0
13520,0.10073,0,0.10073
13541,6.256123,4.636573,1.61955
13545,0.734679,0,0.734679
13548,2.480574,1.658123,0.822451
13554,0.695926,0,0.695926
13560,0,0,0
13570,0,0,0
13580,0,0,0
13589,4.93983,3.316147,1.623683
13590,7.910167,6.353467,1.5567
13610,3.34499,1.809339,1.535651
13630,8.574171,6.452817,2.121354
13658,5.114667,3.154592,1.960075
13675,0,0,0
13676,1.89724,0.641471,1.255769
13682,1.551201,0.56168,0.989521
13687,2.791361,0.808654,1.982707
13688,0,0,0
13725,7.761694,5.972794,1.7889
13743,3.855044,2.311138,1.543906
13744,3.598557,2.156915,1.441642
13798,5.069983,3.592205,1.477778
13799,8.189226,6.12176,2.067466
13800,5.0163,3.575342,1.440958
13841,0.987125,0,0.987125
13852,3.131615,1.897947,1.233668
13853,0.794085,0.121629,0.672456
13854,0,0,0
13861,0,0,0
13868,1.743665,0.663789,1.079876
13870,0,0,0
13871,0,0,0
13898,7.210315,5.245134,1.965181
13900,3.423771,1.927052,1.496719
13903,5.724666,3.7091,2.015566
13907,5.598434,3.720024,1.87841
13914,0,0,0
13915,0,0,0
13920,0,0,0
13922,0.345501,0,0.345501
13925,8.830037,6.777839,2.052198
13926,8.379975,6.339736,2.040239
13946,8.824315,6.664731,2.159584
13947,9.052135,6.928159,2.123976
13948,9.120349,7.032803,2.087546
13962,0,0,0
13963,0,0,0
13964,0,0,0
13982,0,0.435481,-0.435481
13983,3.44339,1.462282,1.981108
13984,3.65794,1.645954,2.011986
13993,0,0,0
13995,2.173152,1.016268,1.156884
14017,0.948585,0.414506,0.534079
14018,0.593492,0.131715,0.461777
14024,0,0,0
14025,0,0,0
14036,4.311933,1.969681,2.342252
14037,3.765317,1.609709,2.155608
14038,4.102175,1.768524,2.333651
14039,4.150442,1.811044,2.339398
14069,5.796324,4.305843,1.490481
14070,4.840091,3.468825,1.371266
14088,4.228814,2.086179,2.142635
14099,3.788435,1.731652,2.056783
14100,2.475719,0.708797,1.766922
14105,3.092116,2.200916,0.8912
14115,3.150179,1.398462,1.751717
14116,2.484094,0.924226,1.559868
14142,4.819306,3.225232,1.594074
14172,0,0,0
14175,4.419211,2.695102,1.724109
14205,2.173056,1.462494,0.710562
14206,1.836554,1.251615,0.584939
14208,0,0,0
14209,0,0,0
14222,3.107176,2.141166,0.96601
14226,0,0,0
14285,0.817205,0.457367,0.359838
14305,2.122043,1.056975,1.065068
14307,2.6555,1.587388,1.068112
14395,0,3.443617,-3.443617
14398,5.193893,3.663682,1.530211
14433,3.553692,2.348941,1.204751
14434,3.314917,2.434035,0.880882
14435,2.603744,1.846096,0.757648
14437,5.127345,3.713742,1.413603
14445,0.244855,0,0.244855
14447,3.116893,2.269099,0.847794
14448,1.900158,1.103001,0.797157
14476,0,1.252264,-1.252264
14549,0,0,0
14622,0,0,0
14623,0.830613,0.265663,0.56495
14624,1.102816,0.506979,0.595837
14628,2.719946,1.314089,1.405857
14651,2.967229,0.697971,2.269258
14653,2.733987,0.659833,2.074154
14659,0,1.588202,-1.588202
14696,0,0,0
14763,1.425616,0,1.425616
14791,0.747481,0.403209,0.344272
14793,0,0,0
14796,1.580619,0.908573,0.672046
14797,1.647978,0.979335,0.668643
14928,1.383971,0.405127,0.978844
14951,3.997854,2.655197,1.342657
14983,2.286706,1.432944,0.853762
15056,0.902291,0,0.902291
15065,0,0,0
15074,0.472952,0.378218,0.094734
15120,0,0,0
15141,8.149616,5.953018,2.196598
15144,0,0.307984,-0.307984
15208,0.454446,0,0.454446
15226,0,0,0
15252,0.959536,0.120372,0.839164
15297,0,0,0
15322,0,0,0
15325,0,0,0
15349,5.333577,3.676323,1.657254
15567,3.33138,2.299462,1.031918
15571,2.929622,2.055668,0.873954
15607,0,0,0
15613,0,0,0
15614,0,0,0
15622,1.028354,0.332442,0.695912
15626,0,0,0
15635,0,0,0
15637,0.274605,0,0.274605
15638,1.124562,0,1.124562
15639,0.75308,0,0.75308
15641,0.46548,0,0.46548
15642,0.350867,0,0.350867
15643,0.532902,0,0.532902
15649,1.38444,0.805289,0.579151
15650,0,0,0
15651,0,0,0
15652,0,0,0
15657,0,0,0
15660,0,0,0
15661,0.982994,0.332912,0.650082
15668,1.355783,0.494035,0.861748
15679,0,0,0
15683,0,0,0
15684,1.767627,1.117395,0.650232
15685,1.439435,0.809264,0.630171
15686,0,0,0
15687,0.788517,0.171909,0.616608
15695,0,0,0
15698,0,0,0
15724,1.37625,0.669934,0.706316
15733,0,4.031026,-4.031026
15776,2.106867,1.281395,0.825472
15778,0,0,0
15779,0,0,0
15780,0,0,0
15781,3.285735,2.384304,0.901431
15788,2.884542,1.95592,0.928622
15794,2.347961,1.54022,0.807741
15798,0,0,0
15799,0,0,0
15801,0,0,0
15803,2.168888,1.303423,0.865465
15805,0,0,0
15844,5.467984,3.921461,1.546523
15862,0,0,0
15896,1.140622,0.314119,0.826503
15939,6.020972,4.426125,1.594847
15951,10.188844,7.832329,2.356515
15953,0.816454,0.367135,0.449319
15954,0.562837,0.208447,0.35439
15955,0,0,0
15963,0,0,0
15973,0.923856,0,0.923856
15974,1.709189,0.633003,1.076186
15985,0,0,0
15986,0,0,0
15987,0,0,0
15988,1.359726,0.562017,0.797709
16031,0.909319,0.202812,0.706507
16044,0,0,0
16045,0,0,0
16052,0,0,0
16096,0,0,0
16220,1.088601,0.511028,0.577573
16228,0,0,0
16236,1.297359,0.490897,0.806462
16238,0.872472,0.116979,0.755493
16240,0,0,0
16245,0,0,0
16246,0,0,0
16252,0.715292,0.200494,0.514798
16253,0.612484,0.181494,0.43099
16254,0.095331,0,0.095331
16258,0,0,0
16263,0.131054,0,0.131054
16264,1.494181,0.618097,0.876084
16266,0,0,0
16268,0,0,0
16271,0,0,0
16290,0,0,0
16291,4.26316,1.491823,2.771337
16297,0,0,0
16304,0,0,0
16305,0,0,0
16307,1.41495,0,1.41495
16315,0,0,0
16318,1.613669,0,1.613669
16319,0.557061,0.077608,0.479453
16320,0,0,0
16321,0.535647,0,0.535647
16334,0,0,0
16336,0,0,0
16338,0,0,0
16341,0,0,0
16343,0,0,0
16349,0,0,0
16356,0,0,0
16358,0,0,0
16364,0.459295,0,0.459295
16365,0,0,0
16366,0.058568,0,0.058568
16421,0,0,0
16481,0,0,0
16482,0,0,0
16483,0,0,0
16490,0,0,0
16491,0,0,0
16494,0,0,0
16495,0,0,0
16497,0,0,0
16501,0,0,0
16506,0,0,0
16514,0,0,0
16522,0,0,0
16523,0,0,0
16524,0,0,0
16526,0,0,0
16528,0,0,0
16529,0,0,0
16577,9.449939,7.192568,2.257371
16613,1.521304,0.535258,0.986046
16648,0,0,0
16718,0,0,0
16719,0,0,0
16726,0.157995,0,0.157995
16728,0,0,0
16731,0,0,0
16732,0,0,0
16733,0,0,0
16735,0,0,0
16742,2.407819,1.523416,0.884403
16747,0,0,0
16753,0,0,0
16756,0,0,0
16763,2.214371,1.328508,0.885863
16764,2.286209,1.386892,0.899317
16765,0,0,0
16766,0,0,0
16775,0,0,0
17013,0,0,0
17045,0,0,0
17112,0,0.817582,-0.817582
17383,0,0,0
17413,0,0,0
17706,0,0,0
17751,0,0,0
17757,0,0,0
17830,0,0.913496,-0.913496
17910,0,0,0
17942,0,0,0
18063,0,0,0
18090,1.607539,1.100223,0.507316
18177,1.589056,1.084196,0.50486
18199,1.899371,1.337312,0.562059
18561,0,0,0
18591,5.683007,3.912147,1.77086
18614,0,0,0
18640,4.304908,2.642767,1.662141
18673,5.556916,3.824008,1.732909
18717,0,0,0
18721,4.474343,2.382218,2.092125
18726,2.817583,0.559375,2.258208
18728,0,0,0
18730,2.962264,1.083784,1.87848
18733,5.068873,3.682407,1.386466
18740,3.835251,2.488947,1.346304
18741,4.278924,2.870521,1.408403
18745,0,0,0
18747,0,0,0
18748,0.485387,0.322705,0.162682
18749,3.911524,0.857962,3.053562
18750,1.808874,0,1.808874
18753,5.171026,3.707044,1.463982
18757,4.425003,3.055723,1.36928
18761,2.61922,0,2.61922
18762,0,0.315721,-0.315721
18764,4.264317,2.900296,1.364021
18766,3.84462,0.952824,2.891796
18767,2.19422,0.240035,1.954185
18770,2.511529,0.240051,2.271478
18771,2.280455,0,2.280455
18775,3.100082,0.476859,2.623223
18779,4.160211,2.73364,1.426571
18780,5.917469,4.447302,1.470167
18781,3.458375,2.17262,1.285755
18782,1.750097,0,1.750097
18788,2.251872,0,2.251872
18793,4.132604,1.590557,2.542047
18803,6.305127,4.83065,1.474477
18807,3.626154,2.185969,1.440185
18814,4.884755,2.302291,2.582464
18817,3.46852,0.578175,2.890345
18819,4.09777,0.995663,3.102107
18828,1.463175,0,1.463175
18829,3.387092,2.082066,1.305026
18834,4.955937,3.529874,1.426063
18835,2.791415,0.0369,2.754515
18837,4.91869,3.469001,1.449689
18840,2.232485,0.847939,1.384546
18841,2.663876,0.246581,2.417295
18847,0,0,0
18848,4.139966,2.773991,1.365975
18850,0,0,0
18852,5.626274,4.153624,1.47265
18864,5.814659,4.364843,1.449816
18868,3.380731,0,3.380731
18873,0,1.308921,-1.308921
18875,4.605111,3.177754,1.427357
18878,3.579614,0.899626,2.679988
18879,2.311189,0,2.311189
18901,2.562205,1.250275,1.31193
18903,4.485402,3.072766,1.412636
18905,0,0,0
18906,3.134253,0.737112,2.397141
18908,2.98029,0.569351,2.410939
18909,4.221514,1.205515,3.015999
18912,2.302404,0.114756,2.187648
18913,0,0,0
18914,5.623205,4.156082,1.467123
18915,3.871363,0.32295,3.548413
18918,4.29239,2.864722,1.427668
18934,0,0.361919,-0.361919
18937,1.134203,0,1.134203
18938,4.373569,3.36684,1.006729
18939,5.368479,4.032584,1.335895
18940,2.893275,0.737063,2.156212
18943,1.071536,0.19026,0.881276
18946,2.64704,0,2.64704
18949,2.55852,0.217307,2.341213
18950,2.878711,0.387338,2.491373
18953,3.466438,2.028444,1.437994
18957,2.618789,0.846509,1.77228
18962,3.263877,2.010546,1.253331
18965,0,0,0
18966,2.139552,0.056433,2.083119
18971,1.073489,0,1.073489
18977,4.119634,2.761373,1.358261
18981,4.148886,2.780747,1.368139
18986,4.154911,2.78238,1.372531
18988,3.374721,1.740794,1.633927
18992,1.683479,0.095738,1.587741
18997,4.98247,2.574662,2.407808
19000,2.962968,1.500732,1.462236
19006,1.470321,0,1.470321
19009,2.244729,0,2.244729
19019,2.612554,0.430464,2.18209
19021,3.49368,0,3.49368
19025,0,0,0
19026,0,0.454925,-0.454925
19027,2.082639,0.563709,1.51893
19029,0.875548,0,0.875548
19039,3.525927,2.230984,1.294943
19044,2.675476,0.751938,1.923538
19048,6.022002,4.515627,1.506375
19053,0,0,0
19054,0,2.71664,-2.71664
19059,0,0,0
19066,0,0,0
19078,4.313631,2.957263,1.356368
19082,3.571827,1.493926,2.077901
19085,2.750365,0.76341,1.986955
19091,0,0,0
19092,2.79808,0.30521,2.49287
19094,1.732446,0,1.732446
19097,2.648351,0.05846,2.589891
19098,4.22039,2.865905,1.354485
19105,0,3.475935,-3.475935
19107,3.083857,1.135321,1.948536
19111,0,0.417949,-0.417949
19120,3.663098,2.305251,1.357847
19127,0,0.179127,-0.179127
19137,4.740342,2.224059,2.516283
19138,0,1.063127,-1.063127
19142,2.098485,0.685074,1.413411
19143,3.120189,0.149007,2.971182
19147,3.991229,0.952725,3.038504
19148,1.399525,0,1.399525
19156,3.023661,0.677747,2.345914
19157,0.635127,0,0.635127
19159,2.285502,0,2.285502
19163,5.722458,4.216945,1.505513
19168,0,0,0
19174,3.470147,1.713904,1.756243
19175,0,1.712453,-1.712453
19177,0,0,0
19182,4.197674,2.85365,1.344024
19184,1.876193,0,1.876193
19188,2.995074,1.117196,1.877878
19189,4.212648,0.714987,3.497661
19198,4.098097,0.568166,3.529931
19202,3.916266,1.446909,2.469357
19206,3.048702,0.109646,2.939056
19212,5.669864,4.21537,1.454494
19213,0.657774,0,0.657774
19225,2.084389,0,2.084389
19227,0.351885,0,0.351885
19230,4.373527,2.938615,1.434912
19239,3.790585,2.422543,1.368042
19241,0,1.067176,-1.067176
19245,0,0,0
19251,4.265614,2.852369,1.413245
19260,4.834656,3.404106,1.43055
19262,3.460484,1.174538,2.285946
19270,2.149367,0,2.149367
19277,3.127793,0.627551,2.500242
19279,3.703741,1.602974,2.100767
19280,2.716428,0.76743,1.948998
19282,4.342667,2.96823,1.374437
19285,2.733139,0.079968,2.653171
19290,2.341123,0.368428,1.972695
19292,3.009162,0.654707,2.354455
19299,3.622432,1.289223,2.333209
19302,5.085691,3.520878,1.564813
19303,0,0,0
19308,4.200277,1.388514,2.811763
19311,2.881896,0.519003,2.362893
19313,2.388127,0,2.388127
19318,3.414989,1.953013,1.461976
19322,0,0,0
19326,2.246757,0.789249,1.457508
19328,0,0,0
19329,3.97849,1.253073,2.725417
19330,4.634125,3.219989,1.414136
19331,2.455501,0.499906,1.955595
19335,2.721357,0.786343,1.935014
19338,1.919175,0,1.919175
19339,0,0,0
19340,0,0,0
19341,4.301713,3.350407,0.951306
19344,2.508988,0,2.508988
19352,5.106153,3.675282,1.430871
19357,3.200916,0.776033,2.424883
19359,2.621159,0.097047,2.524112
19363,3.490025,2.214693,1.275332
19365,5.113999,3.575425,1.538574
19370,0,0,0
19372,0,0,0
19376,3.089594,1.177701,1.911893
19378,2.614172,0.687972,1.9262
19380,2.547515,1.369976,1.177539
19383,4.230711,2.148529,2.082182
19384,3.524599,1.113607,2.410992
19386,4.972182,3.479508,1.492674
19387,4.202434,2.878586,1.323848
19388,3.990288,1.243418,2.74687
19390,1.625875,0.596023,1.029852
19391,0,0,0
19394,0.00272,0,0.00272
19395,2.570564,1.098727,1.471837
19399,3.529097,1.01304,2.516057
19400,3.984592,1.172657,2.811935
19403,3.273646,2.040092,1.233554
19406,3.481529,2.071448,1.410081
19407,2.971225,1.183068,1.788157
19409,2.702658,0.788993,1.913665
19410,3.69666,1.259619,2.437041
19413,2.267751,1.056781,1.21097
19417,2.079889,0,2.079889
19418,2.878995,0.677287,2.201708
19419,2.193573,0,2.193573
19420,4.299391,2.956203,1.343188
19424,3.266384,0.171635,3.094749
19426,5.373326,3.876109,1.497217
19435,2.263462,0.092479,2.170983
19438,2.642896,1.508382,1.134514
19442,2.38793,0,2.38793
19443,1.697462,0.630521,1.066941
19448,2.479269,0.53244,1.946829
19449,4.360002,2.936378,1.423624
19450,4.940898,3.489161,1.451737
19455,2.087625,0.714591,1.373034
19456,0,0,0
19619,4.625415,2.109253,2.516162
19713,0,0,0
19717,1.126464,0.734279,0.392185
19723,0.591142,0,0.591142
19724,0,0,0
19725,0,0,0
19726,0,0,0
19727,2.285007,1.624175,0.660832
19728,0,0,0
19734,4.562067,2.862192,1.699875
19740,0,0,0
19744,0,0,0
19746,0,0,0
19747,0,0,0
19755,0,0,0
19768,0,0,0
19789,0,0,0
19792,0,0,0
19795,2.076489,1.399436,0.677053
19797,0,0,0
19799,4.425961,2.721148,1.704813
19803,1.983181,0.88915,1.094031
19804,0,0,0
19807,0,0,0
19809,0,0,0
19814,0,0,0
19817,0,0,0
19821,0,0,0
19835,0,0,0
19839,0,0,0
19845,2.962187,1.779624,1.182563
19850,0,0,0
19856,0,0,0
19858,0,0,0
19870,0,0,0
19871,0,0,0
19877,0,0,0
19887,0,0,0
19895,0,0,0
19898,0,0,0
19904,0,0,0
19905,0,0,0
19906,0,0,0
19907,0,0,0
19917,0,0,0
19921,2.282191,1.58641,0.695781
19922,0,0,0
19928,0,0,0
19929,0,0,0
19936,0,0,0
19940,0,0,0
19944,0.510263,0,0.510263
19946,0,0,0
19955,0,0,0
19956,2.907726,2.030154,0.877572
19959,0,0,0
19962,0,0,0
19963,0,0,0
19967,0,0,0
19971,0,0,0
19974,0,0,0
19990,0,0,0
20001,0,0,0
20004,0,0,0
20007,0,0,0
20012,0.126728,0,0.126728
20027,0,0.321603,-0.321603
20033,0,0,0
20034,0,0,0
20042,0.893987,0.465366,0.428621
20049,0,0,0
20050,0,0,0
20059,0,0,0
20061,0,0,0
20066,8.148735,6.391245,1.75749
20067,1.227998,0,1.227998
20072,3.983148,2.432945,1.550203
20074,0,0,0
20083,0,0,0
20085,0,0,0
20086,0,0,0
20097,0,0,0
20107,0,0,0
20112,0,0,0
20118,0,0,0
20119,0,0,0
20120,0,0,0
20131,0,0,0
20132,0,0,0
20133,0,0,0
20134,6.790322,5.110171,1.680152
20138,0,0,0
20139,0,0,0
20144,0,0,0
20145,0,0,0
20146,0,0,0
20147,0,0,0
20152,0,0,0
20158,0,0,0
20160,0,0,0
20162,0.676685,0,0.676685
20175,0,0,0
20180,0,0,0
20185,0.300037,0.13942,0.160617
20189,0,0,0
20190,0,0,0
20192,0,0,0
20195,0,0,0
20196,0,0,0
20197,0,0,0
20202,0,0,0
20203,0,0,0
20207,0,0,0
20210,2.602553,1.670956,0.931597
