id,hse,pbe,diff
259,0,0,0
261,0,0,0
265,0,0,0
267,1.138822,0.285227,0.853595
282,3.015807,0.850107,2.1657
284,0,0,0
288,1.641737,0.369788,1.271949
291,0,0,0
292,0,0,0
303,0,0,0
304,0.848097,0.310165,0.537932
305,0,0,0
306,8.329462,6.407972,1.92149
313,0,0,0
315,5.605822,4.424405,1.181417
316,0,0,0
317,0,0,0
318,0,0,0
321,0,0,0
322,1.356125,0.699086,0.657039
328,0,0,0
331,0,0,0
333,0,0,0
341,3.40584,2.063693,1.342147
351,0,0,0
352,5.729341,4.129904,1.599437
353,1.014284,0,1.014284
358,1.056642,0.590972,0.46567
361,1.79744,0.356593,1.440847
362,0,0,0
363,0,0,0
364,0,0,0
371,0,0,0
372,0,0,0
374,0,0,0
377,0,0,0
379,0,0,0
380,2.037639,1.092739,0.9449
381,0,0,0
383,2.16087,1.393256,0.767614
384,1.364393,0.728208,0.636185
389,0,0,0
399,0,0,0
402,2.175579,1.485686,0.689893
404,0,0,0
406,1.256177,0.527381,0.728797
408,0.756499,0.164346,0.592153
409,1.951654,0.870317,1.081337
414,0,0,0
415,1.24504,0.504086,0.740954
416,0,0,0
417,0,0,0
422,4.277042,3.28051,0.996532
423,0,0,0
426,0,0,0
427,0,0,0
429,0,0,0
430,3.814424,2.339124,1.4753
432,0,0,0
437,0,0,0
441,2.519568,1.765658,0.75391
442,0,0,0
446,0,0,0
448,0,0,0
450,0,0,0
451,0,0,0
452,0.32526,0,0.32526
458,0,0,0
463,7.905351,5.831777,2.073574
468,9.733888,7.379365,2.354523
470,2.720783,1.194361,1.526422
475,0,0,0
476,2.860293,1.887047,0.973246
481,0,0,0
485,0,0,0
486,1.222287,0.410955,0.811332
487,1.394042,0.398753,0.995289
488,0,0,0
489,0,0,0
491,0,0,0
492,0,0,0
493,0,0,0
495,0,0,0
496,0,0,0
499,0,0,0
500,0,0,0
501,0,0,0
504,0,0,0
506,0,0,0
507,0,0,0
514,0,0,0
517,0,0,0
522,0,0,0
523,0,0,0
526,0,0,0
527,0,0,0
531,0,0,0
534,0,0,0
539,2.561738,1.558903,1.002835
540,0,0,0
541,0,0,0
542,0,0,0
544,0,0,0
545,0,0,0
548,0,0,0
549,0,0,0
550,0,0,0
551,0,0,0
555,0,0,0
557,3.022717,2.787947,0.23477
558,0,0,0
559,0,0,0
561,0,0,0
562,0.148995,0,0.148995
563,2.054746,1.050192,1.004554
564,0,0,0
565,0,0,0
568,0,0,0
571,0,0,0
574,0,0,0
578,0,0,0
583,0,0,0
585,0,0,0
588,6.696886,4.571795,2.125091
590,0,0,0
592,0,0,0
594,0,0,0
599,0,0,0
602,1.427416,0.958282,0.469134
603,0,0,0
610,0,0,0
611,0,0,0
612,3.538506,2.494907,1.043599
614,0,0,0
615,0,0,0
617,3.068738,1.458679,1.610059
623,0,0,0
624,3.452613,2.664542,0.788071
631,0,0,0
633,0,0,0
634,1.625295,1.720193,-0.094898
635,0,0,0
638,0,0,0
647,0,0,0
648,3.451699,2.499069,0.95263
649,0,0,0
650,0,0,0
656,0,0,0
661,5.585207,4.229169,1.356038
662,0,0,0
665,1.150305,0.669679,0.480626
667,0.95672,0.581986,0.374734
670,0,0,0
672,1.91815,1.095481,0.822669
675,0,0,0
676,4.605931,3.423291,1.18264
682,8.299371,6.126894,2.172477
691,1.02795,0.601118,0.426832
694,0,0,0
695,0,0,0
696,0,0,0
697,1.648286,0.506471,1.141815
700,1.338205,0.926786,0.411419
708,0,0,0
712,0,0,0
713,1.214108,0.673543,0.540565
715,0,0,0
717,10.236591,8.313052,1.923539
718,0,0,0
720,4.185872,3.238215,0.947657
725,0,0,0
728,0,0,0
729,0,0,0
730,1.682575,1.034459,0.648116
731,0,0,0
733,3.029273,3.233855,-0.204582
734,0,0,0
736,1.371439,0.745913,0.625526
738,0,0,0
739,0,0,0
741,5.011169,3.470314,1.540855
743,5.35569,4.158819,1.196871
747,0,0,0
753,0.695528,0,0.695528
754,0,0,0
755,0,0,0
757,1.218639,0.679534,0.539105
760,1.401028,0.273474,1.127554
762,2.241976,1.423295,0.818681
763,0,0,0
766,0.960224,0.448644,0.51158
771,0,0,0
774,0,0,0
776,0,0,0
782,0,0,0
786,0,0,0
788,0,0,0
790,0,0,0
796,0,0,0
799,0,0,0
801,0,0,0
804,2.931442,1.857124,1.074318
810,0,0,0
811,0,0,0
813,0,0,0
815,0,0,0
818,0,0,0
819,0,0,0
820,0,0,0
825,0,0,0
827,5.398727,4.176136,1.222591
828,0,0,0
829,0,0,0
830,2.75139,1.700118,1.051273
833,0,0,0
838,0,0,0
841,4.107256,2.048358,2.058898
842,0,0,0
850,0,0,0
856,1.960767,0.578978,1.381789
861,0,0,0
865,0.424801,0,0.424801
870,2.726622,2.163119,0.563503
871,1.204433,0.142039,1.062394
875,0,0,0
879,0,0,0
882,0,0,0
888,0,0,0
891,0,0,0
892,0,0,0
893,0,0,0
894,0,0,0
899,0,0,0
900,0,0,0
902,0,0,0
903,0,0,0
910,0,0,0
912,0,0,0
915,0,0,0
917,3.567609,2.39296,1.174649
921,0,0,0
925,0,0,0
927,1.665207,0.894007,0.7712
929,0,0,0
930,0,0,0
932,0,0,0
933,0,0,0
934,0,0,0
936,0,0,0
938,1.080095,0.7563,0.323795
943,0,0,0
944,0,0,0
945,0,0,0
947,3.003052,1.887706,1.115346
948,0,0,0
953,0,0,0
954,0.367861,0,0.367861
958,0,0,0
959,0,0,0
960,0,0,0
963,4.353631,2.898091,1.45554
971,2.972564,1.74489,1.227674
972,0.755139,0,0.755139
977,0,0,0
978,0.591246,0.152151,0.439095
981,8.516806,6.434819,2.081987
983,0,0,0
984,5.613981,4.498272,1.115709
987,0,0,0
988,2.99104,1.723802,1.267238
992,0,0,0
994,0,0,0
996,0,0,0
998,0,0,0
1001,0,0,0
1004,0,0,0
1005,0,0,0
1008,0,0,0
1010,0,0,0
1014,0,0,0
1017,0,0,0
1019,0,0,0
1020,0,0,0
1022,3.233856,2.329433,0.904423
1024,0,0,0
1027,0,0,0
1029,8.206362,6.207165,1.999197
1030,0,0,0
1032,0,0,0
1033,0,0,0
1038,0,0,0
1039,3.230841,2.298459,0.932381
1042,0,0,0
1043,0,0,0
1047,1.619835,0.786991,0.832844
1048,0,0,0
1049,0.592145,0,0.592145
1050,0,0,0
1052,0,0,0
1055,0,0,0
1057,0,0,0
1058,2.126872,0,2.126872
1065,0,0,0
1066,0,0,0
1068,0,0,0
1070,1.187253,0.515484,0.671769
1073,0,0,0
1076,0,0,0
1077,0,0,0
1078,0,0,0
1082,0,0,0
1084,0,0,0
1086,0,0,0
1087,3.497046,2.530072,0.966974
1089,0,0,0
1090,0.285645,0,0.285645
1099,0,0,0
1102,0.885792,0.172322,0.71347
1105,3.910855,2.38552,1.525335
1106,0.803384,0.351538,0.451846
1108,0,0,0
1111,0,0,0
1113,0,0,0
1114,0,0,0
1115,1.120346,0.622931,0.497415
1118,0,0,0
1120,0,0,0
1121,0,0,0
1123,0.221095,0,0.221095
1124,0,0,0
1125,4.974466,3.938318,1.036148
1128,0,0,0
1132,0.456701,0,0.456701
1136,0.583399,0.099907,0.483492
1138,11.192986,8.950538,2.242448
1139,0,0,0
1143,7.639919,5.87719,1.762729
1145,0,0,0
1152,0,0,0
1153,4.432593,3.504708,0.927885
1156,0.218423,0,0.218423
1158,0,0,0
1159,0,0,0
1161,0,0,0
1169,0,0,0
1170,2.25563,1.604181,0.651449
1172,0,0,0
1174,0,0,0
1175,2.095441,1.066125,1.029316
1180,0,0,0
1185,0,0,0
1186,1.97934,1.139735,0.839605
1190,2.15767,1.194323,0.963347
1194,0,0,0
1201,0.397778,0.015427,0.382351
1209,0,0,0
1211,0,0,0
1214,0,0,0
1215,0,0,0
1216,0,0,0
1219,0,0,0
1220,0,0,0
1221,0,0,0
1222,1.221346,0.343166,0.87818
1224,2.358773,1.200442,1.158331
1229,0,0,0
1231,0,0,0
1232,0,0,0
1234,0,0,0
1235,0,0,0
1239,0.669482,0.084748,0.584734
1243,3.70103,2.327009,1.374021
1247,0.972135,0.511859,0.460276
1249,8.985445,6.729031,2.256414
1250,0,0,0
1251,0,0,0
1252,0,0,0
1253,2.845146,2.052307,0.792839
1259,0,0,0
1260,0,0,0
1264,0,0,0
1265,6.300874,4.653687,1.647187
1266,2.843257,2.02379,0.819467
1272,0,0,0
1274,0,0,0
1275,0,0,0
1278,0,0,0
1279,0,0,0
1281,0,0,0
1282,0,0,0
1285,1.88733,0.580456,1.306874
1287,2.549397,1.473232,1.076165
1288,0.79904,0.124338,0.674702
1294,0,0,0
1298,0,0,0
1299,0,0,0
1307,0,0,0
1315,3.988181,2.924118,1.064063
1317,0.624143,0.155697,0.468446
1319,0,0,0
1326,0,0,0
1328,0,0,0
1329,0,0,0
1331,0,0,0
1334,0,0,0
1336,0.623518,0,0.623518
1339,0,0,0
1340,1.690813,0.908379,0.782434
1342,3.481336,2.232072,1.249264
1345,1.049883,0.33563,0.714253
1346,2.849441,1.913438,0.936003
1349,0,0,0
1352,0,0,0
1356,0,0,0
1357,0,0,0
1359,0,0,0
1364,0,0,0
1367,0.62787,0.209977,0.417893
1373,0,0,0
1384,0,0,0
1391,0,0,0
1393,0,0,0
1394,2.395705,1.278076,1.117629
1395,0,0,0
1397,2.500753,1.719467,0.781286
1399,0,0,0
1400,0,0,0
1401,0,0,0
1404,0,0,0
1406,0.219012,0,0.219012
1407,0,0,0
1408,0,0,0
1409,0,0,0
1412,0,0,0
1413,1.073571,0.47815,0.595421
1415,3.108331,2.143547,0.964784
1418,0,0,0
1424,0,0,0
1425,0,0,0
1431,0,0,0
1432,0,0,0
1434,1.794898,1.342422,0.452476
1437,0,0,0
1439,4.139536,2.642294,1.497242
1451,0,0,0
1455,1.126653,0,1.126653
1458,0,0,0
1459,0,0,0
1460,0,0,0
1463,0,0,0
1471,0,0,0
1472,0,0,0
1473,0,0,0
1476,0,0,0
1479,2.053402,1.271964,0.781438
1481,0,0,0
1483,0,0,0
1486,0,0,0
1487,0,0,0
1491,0,0,0
1492,0.690644,0.038744,0.6519
1497,0,0,0
1500,3.07451,2.186956,0.887554
1501,0,0,0
1502,0,0,0
1507,0,0,0
1519,2.535144,1.518853,1.016291
1522,2.023654,0.78658,1.237074
1523,0,0,0
1526,0,0,0
1529,0,0,0
1534,0,0,0
1536,1.333695,0.754136,0.579559
1539,0,0,0
1541,3.638103,2.795463,0.842641
1542,0,0,0
1543,0,0,0
1545,0,0,0
1547,0,0,0
1550,2.358316,1.625084,0.733232
1552,0,0,0
1554,0.985157,0,0.985157
1555,0,0,0
1558,0,0,0
1560,0,0,0
1564,0,0,0
1565,4.872715,3.289854,1.58286
1569,1.952241,1.184056,0.768185
1570,0,0,0
1572,1.775712,1.018957,0.756755
1575,3.350142,2.071716,1.278426
1578,0,0,0
1580,0,0,0
1581,4.782091,3.611666,1.170425
1582,5.350602,4.146083,1.204519
1585,0,0,0
1588,2.997387,2.213065,0.784322
1589,0,0,0
1591,2.163932,1.347671,0.816261
1594,0,0,0
1598,1.039783,0.425614,0.614169
1601,0,0,0
1604,0,0,0
1605,0,0,0
1606,0,0,0
1608,0,0,0
1609,0,0,0
1625,0,0,0
1627,0,0,0
1628,0,0,0
1630,0,0,0
1634,1.847266,1.424694,0.422572
1636,0,0,0
1637,0,0,0
1638,0,0,0
1639,6.095248,4.745849,1.349399
1641,0,0,0
1646,0,0,0
1648,0,0,0
1649,0,0,0
1652,0,0,0
1662,0,0,0
1664,0,0,0
1667,0,0,0
1670,0,0,0
1671,0,0,0
1672,3.455387,2.388672,1.066715
1677,0,0,0
1682,0,0,0
1683,1.11253,0.410867,0.701663
1684,0,0,0
1687,0,0,0
1689,0,0,0
1690,0,0,0
1691,0,0,0
1692,0,0,0
1696,0,0,0
1702,0,0,0
1703,0,0,0
1707,4.975617,3.816777,1.15884
1708,0,0,0
1718,0,0,0
1726,2.865785,0.686044,2.179741
1728,0,0,0
1731,0,0,0
1734,0,0,0
1739,0,0,0
1746,8.97804,6.752964,2.225076
1747,2.843472,2.05832,0.785151
1761,0,0,0
1768,0,0,0
1769,0,0,0
1771,4.293374,2.717803,1.575571
1773,0,0,0
1775,0,0,0
1780,0,0,0
1782,0,0,0
1784,6.9832,5.136439,1.846761
1786,0,0,0
1794,10.334251,8.477194,1.857057
1795,0,0,0
1796,0,0,0
1797,0,0,0
1799,0,0,0
1802,0,0,0
1804,0,0,0
1806,3.139243,0.974492,2.164751
1811,0,0,0
1814,0,0,0
1818,9.706711,7.351099,2.355612
1820,0,0,0
1821,1.917704,1.43913,0.478574
1822,0,0,0
1823,0,0,0
1825,0,0,0
1831,0,0,0
1832,0,0,0
1836,0.712735,0,0.712735
1848,0.727636,0.100964,0.626672
1851,0,0,0
1860,0,0,0
1861,0,0,0
1864,0.247807,0,0.247807
1867,0,0,0
1868,0,0,0
1869,0,0,0
1871,0,0,0
1873,5.686925,3.470427,2.216498
1874,0.314419,0,0.314419
1880,5.389639,4.280852,1.108787
1882,0,0,0
1883,0,0,0
1884,0,0,0
1885,0,0,0
1894,0,0,0
1895,0,0,0
1900,0,0,0
1902,0,0,0
1907,0,0,0
1909,0,0,0
1912,0,0,0
1914,0,0,0
1915,0,0,0
1916,0,0,0
1918,0,0,0
1919,0,0,0
1922,1.142039,0.282069,0.85997
1925,0,0,0
1932,0,0,0
1934,0,0,0
1935,0,0,0
1941,0,0,0
1943,1.776142,1.019784,0.756358
1948,0,0,0
1950,2.567921,1.52502,1.042901
1953,0,0,0
1958,2.692341,1.77494,0.917402
1960,6.583672,5.042909,1.540763
1961,0,0,0
1963,0,0,0
1967,0,0,0
1968,5.436831,4.049517,1.387314
1981,0.421631,0,0.421631
1984,0,0,0
1985,4.841273,3.242314,1.598959
1986,2.069484,0.605726,1.463758
1994,0,0,0
2000,0,0,0
2001,0,0,0
2006,0,0,0
2008,1.096374,0.238085,0.858289
2012,0,0,0
2017,0,0,0
2019,0,0,0
2025,0,0,0
2027,0,0,0
2028,0,0,0
2030,1.643238,0.633256,1.009982
2031,0,0,0
2033,0,0,0
2034,0,0,0
2039,0,0,0
2044,0,0,0
2049,0,0,0
2051,0,0,0
2052,0,0,0
2053,0,0,0
2056,0,0,0
2058,0,0,0
2064,7.982292,5.996616,1.985675
2068,2.786748,0.720575,2.066173
2070,0,0,0
2072,1.486535,0.670556,0.815979
2074,1.462309,0.680751,0.781558
2075,4.68398,3.380509,1.303471
2076,1.102907,0.429765,0.673142
2078,0,0,0
2082,0,0,0
2083,0,0,0
2089,0,0,0
2090,0,0,0
2091,0,0,0
2095,1.390319,0.66843,0.721889
2097,0.926793,0.411121,0.515672
2099,1.140849,0,1.140849
2103,0,0,0
2105,0,0,0
2108,0,0,0
2114,1.117179,0.223579,0.8936
2116,0,0,0
2118,0.704375,0,0.704375
2121,0,0,0
2126,0,0,0
2128,0,0,0
2130,0,0,0
2132,0.168784,0,0.168784
2133,2.196172,0.712548,1.483624
2142,0.345754,0,0.345754
2150,1.298869,0.537413,0.761456
2152,0,0,0
2156,0.702534,0,0.702534
2157,0,0,0
2164,0,0,0
2170,0,0,0
2172,2.244989,1.621645,0.623344
2175,3.384502,2.425305,0.959196
2176,1.967057,1.004581,0.962476
2179,0,0,0
2182,0,0,0
2184,5.246477,4.008693,1.237784
2187,0,0,0
2189,0,0,0
2192,0,0,0
2194,0,0,0
2195,0,0,0
2197,0,0,0
2199,0,0,0
2201,0.749575,0,0.749575
2203,0,0,0
2205,0,0,0
2206,0,0,0
2207,0,0,0
2210,0,0,0
2211,0,0,0
2212,0,0,0
2213,0,0,0
2222,0,0,0
2225,0,0,0
2229,2.678619,1.208952,1.469667
2231,1.359523,0.903548,0.455975
2232,4.469728,3.430473,1.039255
2237,0.608646,0.249847,0.358799
2242,1.806615,1.236106,0.570509
2243,0,0,0
2247,2.746204,1.595597,1.150607
2250,0,0,0
2251,1.948582,1.081603,0.866979
2252,0,0,0
2258,0,0,0
2260,0,0,0
2263,0,0,0
2271,0,0,0
2273,0,0,0
2278,1.30782,0,1.30782
2280,0,0,0
2282,0,0,0
2283,0,0,0
2284,0,0,0
2285,0,0,0
2286,3.90129,3.101749,0.799542
2287,0.103055,0,0.103055
2291,0,0,0
2293,1.600596,0.396652,1.203944
2294,0,0,0
2295,0,0,0
2301,0,0,0
2302,0,0,0
2305,0,0,0
2306,0,0,0
2310,2.746817,1.252593,1.494224
2311,0,0,0
2313,0,0,0
2317,0,0,0
2318,0,0,0
2319,1.4339,0.772022,0.661878
2322,0,0,0
2323,0,0,0
2330,0,0,0
2331,0,0,0
2337,0,0,0
2339,0,0,0
2340,3.685138,1.790124,1.895014
2341,2.284911,1.285045,0.999866
2343,0.377051,0,0.377051
2346,0,0,0
2347,0,0,0
2349,0,0,0
2350,0,0,0
2352,3.268466,1.939722,1.328744
2354,0,0,0
2355,0,0,0
2361,0,0,0
2363,0,0,0
2369,0,0,0
2371,1.552514,0.946484,0.60603
2377,0,0,0
2379,0,0,0
2384,0,0,0
2385,0,0,0
2388,0,0,0
2390,0,0,0
2393,0,0,0
2395,0.075117,0,0.075117
2399,0,0,0
2400,2.311316,1.236216,1.0751
2403,0,0,0
2404,0,0,0
2408,0,0,0
2410,0,0,0
2416,9.78737,7.548766,2.238604
2418,1.274697,0.488478,0.786219
2420,0,0,0
2424,0,0,0
2426,0,0,0
2432,0,0,0
2434,0,0,0
2439,0,0,0
2444,0,0,0
2449,0,0,0
2451,0,0,0
2455,1.300456,0.617447,0.683009
2461,0,0,0
2463,0,0,0
2469,1.827948,1.024241,0.803707
2472,4.868499,3.40403,1.464469
2474,0,0,0
2478,0,0,0
2480,0.407801,0,0.407801
2482,2.723399,1.468386,1.255013
2488,1.1516,0.498498,0.653102
2490,2.27877,1.475035,0.803734
2501,0,0,0
2507,2.693946,1.776794,0.917152
2510,0,0,0
2511,5.540461,4.365996,1.174465
2512,0,0,0
2513,0.43991,0,0.43991
2516,0,0,0
2517,0.697996,0.281452,0.416544
2530,3.447886,2.568872,0.879014
2533,0,0,0
2534,0.634454,0.119673,0.514781
2536,0,0,0
2538,0,0,0
2540,0,0,0
2542,9.309849,7.510761,1.799088
2552,2.257641,1.117542,1.140099
2553,0,0,0
2556,0,0,0
2557,0,0,0
2559,0,0,0
2560,0,0,0
2562,1.931139,0,1.931139
2564,0,0,0
2567,0,0,0
2568,0,0,0
2572,0,0,0
2574,5.585041,3.987481,1.59756
2576,0.788716,0.38683,0.401886
2577,0,0,0
2578,0,0,0
2582,0,0,0
2583,0,0,0
2585,0,0,0
2588,0,0,0
2589,6.04121,3.816003,2.225207
2591,0,0,0
2593,0,0,0
2597,0,0,0
2600,1.600026,0.792828,0.807198
2604,1.915904,1.118756,0.797148
2605,5.290963,3.6789,1.612063
2606,0,0,0
2612,0.586418,0.353608,0.23281
2613,0,0,0
2619,0,0,0
2624,2.041395,1.219471,0.821924
2626,0,0,0
2632,2.710605,1.19127,1.519335
2633,1.976237,0.724058,1.252179
2634,0,0,0
2637,0,0,0
2639,0,0,0
2642,0,0,0
2644,0,0,0
2646,0.936088,0.158538,0.77755
2647,0,0,0
2649,0,0,0
2653,6.831155,5.452249,1.378906
2657,3.333216,1.872616,1.4606
2658,0,0,0
2659,4.872435,3.656986,1.21545
2662,0,0,0
2663,0,0,0
2664,0,0,0
2666,0,0,0
2670,0,0,0
2672,3.792842,2.226051,1.566791
2673,0,0,0
2674,0,0,0
2676,0,0,0
2677,0,0,0
2678,0,0,0
2680,0,0,0
2682,0.337999,0,0.337999
2685,0,0,0
2691,1.213567,0.5408,0.672766
2692,0,0,0
2693,0,0,0
2694,0,0,0
2695,0.845467,0,0.845467
2696,0,0,0
2699,0,0,0
2700,0,0,0
2701,0,0,0
2715,0.457918,0.114026,0.343892
2723,0,0,0
2730,0,0,0
2732,0,0,0
2739,3.02341,2.787583,0.235827
2741,9.090944,6.974847,2.116097
2743,0,0,0
2744,0,0,0
2746,0,0,0
2749,0,0,0
2752,0,0,0
2755,0,0,0
2757,0,0,0
2758,3.097094,2.245998,0.851096
2760,0,0,0
2762,0,0,0
2767,0,0,0
2772,0,0,0
2776,0,0,0
2781,0,0,0
2783,0,0,0
2784,2.824015,1.991882,0.832133
2795,0,0,0
2797,0,0,0
2802,0,0,0
2807,0,0,0
2808,0,0,0
2811,0,0,0
2815,1.946031,1.445118,0.500913
2819,0,0,0
2824,0,0,0
2828,0,0,0
2841,0,0,0
2845,0,0,0
2850,0,0,0
2851,0,0,0
2852,4.449858,2.957943,1.491915
2857,0.936696,0,0.936696
2858,5.133455,3.619188,1.514267
2861,0,0,0
2874,4.135094,2.66684,1.468254
2878,7.636863,5.869438,1.767425
2885,1.017208,0.135319,0.881889
2889,0,0,0
2894,0.349677,0.195959,0.153718
2908,5.536893,3.859171,1.677722
2910,9.03008,6.810143,2.219937
2918,4.221937,2.738892,1.483045
2920,5.422833,3.966008,1.456825
2927,0,0,0
2928,2.344304,0.095132,2.249172
2930,0,0,0
2940,7.748624,5.945148,1.803476
2968,0.043133,0,0.043133
2977,0,0,0
2979,2.851124,1.738419,1.112705
2987,0,0,0
2988,0,0,0
2998,3.088472,1.723359,1.365113
3000,0,0,0
3006,2.817999,1.736991,1.081008
3020,0,0,0
3042,9.240453,6.956824,2.283629
3043,0,0,0
3054,7.09715,5.124908,1.972242
3056,1.357861,0.617608,0.740253
3070,5.540486,3.798918,1.741568
3076,0,0,0
3088,0,0,0
3098,3.528843,1.956839,1.572004
3104,2.013593,1.029459,0.984134
3107,4.615384,2.980603,1.634781
3123,1.83934,0.954907,0.884433
3136,2.742537,1.5405,1.202037
3143,6.672296,4.902064,1.770232
3158,0,0,0
3161,0.536987,0.102093,0.434894
3163,1.502682,0.300635,1.202047
3165,0.689808,0,0.689808
3173,0,0,0
3201,0,0,0
3205,6.189931,4.328948,1.860983
3208,0,0,0
3216,2.66763,1.659446,1.008184
3237,4.325043,1.171225,3.153818
3247,2.274413,1.293149,0.981264
3250,0,0,0
3255,0,0,0
3271,0,0,0
3274,0,0,0
3277,6.080689,4.242565,1.838124
3288,4.297089,2.438722,1.858367
3289,0,0,0
3291,0.070707,0,0.070707
3307,5.694153,4.107206,1.586947
3312,1.702219,1.087849,0.61437
3315,0.108029,0,0.108029
3319,2.863993,1.02131,1.842683
3323,4.778679,3.323161,1.455518
3336,4.674165,3.344848,1.329317
3338,4.039955,2.498141,1.541814
3340,0,0,0
3342,2.990689,1.908479,1.08221
3345,0.711805,0,0.711805
3348,0.416143,0,0.416143
3363,0,0,0
3380,0,0,0
3382,5.562392,3.79088,1.771512
3392,0,0,0
3395,4.995143,3.72894,1.266203
3400,0,0,0
3411,0,0,0
3427,5.722428,4.632895,1.089533
3432,0.429082,0.276272,0.15281
3433,0,0,0
3439,5.088551,3.889999,1.198552
3442,3.755631,2.340516,1.415115
3443,2.775223,1.500171,1.275052
3448,9.121781,6.941045,2.180736
3451,0.701334,0,0.701334
3464,0.576798,0,0.576798
3465,0,0,0
3468,4.893016,3.758245,1.134771
3469,0,0,0
3471,0,0,0
3474,0,0,0
3477,0,0,0
3481,0.637532,0.332611,0.304921
3486,0.705737,0.273922,0.431815
3487,7.197498,5.504281,1.693217
3498,0,0,0
3499,0,0,0
3504,0,0,0
3519,3.56332,2.46769,1.09563
3521,9.793979,7.428425,2.365554
3522,0,0,0
3525,0.411896,0.161083,0.250813
3536,6.781497,5.131046,1.650451
3539,0,0,0
3553,0,0,0
3555,0,0,0
3567,0,0,0
3574,0,0,0
3576,0,0,0
3589,9.176688,7.241615,1.935073
3608,0,0,0
3614,3.496373,2.150723,1.34565
3622,3.285708,1.100964,2.184744
3632,3.642874,2.604318,1.038556
3635,6.857411,5.179496,1.677915
3637,6.547062,4.990599,1.556463
3642,4.091891,2.594288,1.497603
3647,3.864662,2.783574,1.081088
3648,0,0,0
3654,8.291551,6.274468,2.017083
3657,0,0,0
3666,5.306679,3.860036,1.446643
3676,0,0,0
3677,5.288506,3.960499,1.328007
3679,0,0,0
3698,0,0,0
3699,0,0,0
3700,9.823554,7.659488,2.164066
3702,0,0,0
3717,0,0,0
3721,5.703886,4.15589,1.547996
3726,0,0,0
3731,4.7709,3.39452,1.37638
3732,0,0,0
3736,0,0,0
3744,2.157658,1.389972,0.767686
3747,0,0,0
3748,3.545129,1.998192,1.546937
3759,5.151464,3.629066,1.522398
3762,1.983551,0.98379,0.999761
3771,5.239655,3.636469,1.603186
3779,0.94245,0.507227,0.435223
3787,0,0,0
3791,0,0,0
3802,0,0,0
3803,0,0,0
3807,2.012173,1.214538,0.797635
3810,1.885176,0.619906,1.26527
3821,4.594893,2.442567,2.152326
3833,0,0,0
3834,4.561693,3.127823,1.43387
3835,0,0,0
3846,0,0,0
3857,6.802392,5.1881,1.614292
3861,0,0,0
3862,0.213991,0,0.213991
3871,0,0,0
3880,0,0,0
3886,0,0,0
3896,0,0,0
3904,4.665241,3.083803,1.581438
3909,0,0,0
3915,3.685675,2.283229,1.402446
3924,2.323219,1.593014,0.730205
3925,0,0,0
3927,0,0,0
3930,1.872017,0.696932,1.175085
3933,4.932976,3.642575,1.290401
3938,0,0,0
3941,9.342407,7.119862,2.222545
3944,0,0,0
3951,0,0,0
3953,6.955636,5.050248,1.905388
3970,7.047157,4.917662,2.129495
3988,0.557076,0,0.557076
4001,0,0,0
4002,8.759526,6.592794,2.166732
4009,1.393819,0.348335,1.045484
4026,2.290092,1.305168,0.984924
4043,2.193833,1.366926,0.826907
4077,7.67555,6.101317,1.574233
4079,0,0,0
4081,2.500168,1.617338,0.88283
4083,0.167272,0,0.167272
