material_id,spacegroup.number,delta_volume,density,full_formula,e_above_hull,structure.lattice.volume,band_gap.optimize_structure_gap,efermi,final_energy,encut,total_magnetization
mp-12957,12,29.05042432,1.974484792,O8,0,107.6437901,,-1.27352315,-39.48422335,520,0
mp-12958,166,28.41693351,5.765226972,Ba3Si3O9,0.294890394,184.4039102,,4.39080793,-107.0072835,520,2.78E-05
mp-12961,189,3.508817196,6.101195508,Y3Al3Pd3,0.013308564,181.5136544,,5.21793897,-54.06684431,520,3.87E-06
mp-12962,189,2.645617626,7.276886087,Zr6Fe1Sb2,0,193.2135989,,5.82717121,-72.69961836,520,0.0052103
mp-12972,189,5.607306436,8.18285662,Zr6Sb2Pt1,0,200.0774572,,6.01740857,-72.09820492,520,1.04E-05
mp-12978,60,7.497934056,6.741200909,Sn4O8,0.018099077,148.4945187,,5.46417717,-75.18456192,520,1.83E-06
mp-12979,225,2.994973889,7.335947839,Sn1O2,0.244548777,34.11390751,,7.37353102,-18.11679138,520,1.50E-06
mp-12981,221,-1.145886534,4.501242862,Sc1N1,1.032548585,21.75170772,,6.75080531,-16.42905656,520,9.00E-07
mp-12982,221,0.265672003,5.083932961,Sc1As1,0.48267062,39.15497908,,5.8316247,-12.77190253,520,1.64E-05
mp-12983,221,0.288744045,5.790948658,Sc1Sb1,0.323491825,47.80534189,,7.08123184,-11.68799149,520,0.0014364
mp-12990,194,11.17010056,3.993101559,Ti4Al2C2,0,112.0523361,,6.42438856,-63.1355162,520,0.00044495
mp-13005,194,-6.477704212,7.022435633,La2Cr2Ge6,0,193.3415165,,6.62500591,-61.46392917,520,0.00034565
mp-13024,63,14.66414349,3.369006979,Al2P2O8,0.106403194,120.2179478,,3.9353413,-88.55721605,520,0
mp-13031,216,-0.121286062,3.174660543,Mg1Se1,0.00506499,54.01382656,,0.89917129,-7.5924656,520,8.90E-06
mp-13032,216,-0.240728048,2.023763227,Mg1S1,0.01573831,46.25273572,,1.36673927,-8.55735981,520,1.51E-05
mp-13033,216,-0.139691523,3.652713552,Mg1Te1,0.000890352,69.0566559,,2.01006184,-6.49342819,520,1.91E-05
mp-13034,216,0.915420976,7.158452637,Mo1N1,0.329306363,25.50422513,,7.35200715,-19.26082095,520,0.0363207
mp-13035,221,-0.381032028,9.228859963,Mo1N1,0.746385913,19.78259378,,10.52896598,-18.42666185,520,0.0057972
mp-13036,187,0.764551892,8.863077902,Mo1N1,0.091556458,20.59902775,,10.35440459,-19.73632076,520,8.00E-07
mp-13051,194,18.19142631,3.523173644,Sr4Si2,0.078085968,191.6623844,,3.37081136,-19.32837295,520,1.50E-06
mp-13053,62,0.609608553,3.471198419,Sr4Si4,0.007421295,221.4030737,,4.22486067,-32.13262582,520,2.05E-05
mp-13055,12,4.492141925,6.912438717,Ba2La1Ta1O6,0,165.8761084,,2.83418664,-81.2710899,520,0.000355
mp-13056,148,4.324155948,6.91072408,Ba2La1Ta1O6,0.000414709,165.9172644,,2.77408192,-81.26694281,520,2.60E-06
mp-13060,164,0.065220358,4.061806112,Sc2O3,0.132097629,56.38008623,,3.69475752,-44.62997816,520,0.0001586
mp-13061,164,1.148002711,5.379087249,Y2O3,0.07125463,69.70813769,,2.53371424,-45.20995679,520,0.0001208
mp-13068,164,0.114962578,10.39274266,Lu2O3,0.092821871,63.58109453,,2.28110899,-41.97989397,520,7.00E-07
mp-13070,194,7.380892925,3.024334907,Sc4Al2C2,0.102679623,141.5519345,,4.43170527,-54.77515904,520,0.00055225
mp-13071,194,10.33707567,6.707251984,Sc4Tl2C2,0.013349812,151.6665186,,5.33224184,-52.54857754,520,6.67E-05
mp-13076,58,3.769827452,13.02912975,Ir2N4,0.214641222,56.13593293,,8.65949245,-48.2496952,520,8.20E-06
mp-13079,216,-2.426968665,6.868234423,Mn2Al1Co1,0.03248171,47.33651856,,6.90244245,-30.25351298,520,9.20E-06
mp-13082,216,-4.246009878,7.341946234,Mn2Co1Si1,0.02038616,44.53199013,,8.16708327,-32.28673736,520,3.0052836
mp-13085,216,2.312233028,8.973984431,Mn2Co1Sb1,0.135396413,53.76671258,,8.64833853,-29.35047492,520,3.9943932
mp-13090,189,-0.414978776,3.262014207,Y3Mg3Al3,0,214.0961869,,4.17857356,-38.4191781,520,0.0007133
mp-13092,189,2.447843175,5.959993996,Zr6Al2Ni1,0.015718174,183.8855139,,4.8389343,-67.67184523,520,1.90E-05
mp-13095,189,0.177278888,5.292877852,Y3Al3Ni3,0,164.3141349,,5.69333777,-53.36722642,520,3.33E-08
mp-13097,129,6.925912957,4.312805164,Na2Zn2As2,0,125.7649437,,2.82166875,-17.01219127,520,1.03E-05
mp-13098,221,2.00785025,6.275531385,Y1N1,0.935319095,27.23120904,,5.54244988,-16.3073846,520,8.80E-06
mp-13099,216,2.04962495,4.60189815,Y1N1,0.24831613,37.13474341,,2.13649137,-17.68139053,520,0
mp-13100,221,-0.292436552,17.94842343,Mo1Pt3,0.155119232,63.02202052,,8.08922257,-29.55397516,520,0.0245696
mp-13108,99,-0.096219927,7.345445703,Sr1Hf1O3,0.0294929,71.00847927,,2.32687324,-43.34647911,700,5.40E-05
mp-13109,74,8.348821149,7.493385412,Sr2Hf2O6,0.002705888,139.2131594,,2.1704842,-86.96082833,520,4.75E-06
mp-13116,216,-0.069552839,6.0102719,Ni1N1,0.286226524,20.08583909,,6.23593278,-13.24334368,520,0.0015762
mp-13117,216,0.432007497,5.9205391,Cu1N1,0.785405749,21.75127701,,4.72180008,-10.48095296,520,6.30E-06
mp-13119,186,5.526619087,6.228067683,Cd2O2,0.007251798,68.47404146,,0.04939684,-15.79654245,520,9.00E-07
mp-13126,186,19.47961211,5.639728508,Zr2N2,0.444414228,61.96741042,,5.53874425,-38.70328549,520,0.0004677
mp-13132,221,2.397586028,7.966616697,La1N1,0.59324591,31.87258,,10.02757014,-14.72651511,520,5.20E-06
mp-13133,63,8.109697961,2.923538281,K4Ti2O6,0,197.7305487,,0.54668432,-79.01089604,520,3.29E-05
mp-13136,225,4.551046042,15.42466757,W1C1,0.450730445,21.08426207,,9.3758272,-21.52827153,520,3.00E-06
mp-13137,194,1.529720362,11.15244138,Hf4C2S2,0,119.4301094,,7.51213727,-77.2582889,520,2.99E-05
mp-13138,194,3.801529912,8.884813369,Cu6Sn2,0.019454634,115.6320138,,8.53117817,-32.56445434,520,8.70E-06
mp-13141,221,19.3396569,9.847348271,Hg1Te1,0.410571505,55.34203651,,4.62149519,-2.96215945,520,5.00E-07
mp-13146,164,0.910484538,2.7598659,Ca3N2,0.092992462,89.19657844,,2.79450655,-26.16851958,520,1.34E-05
mp-13148,194,1.35776795,2.825339725,Ca6N4,0.194967187,174.2591116,,3.20909689,-51.31729191,520,5.05E-06
mp-13149,187,-0.408408296,3.806506186,Ba1Al1Si1,0,83.92940836,,4.19390823,-12.2464444,520,0.0003409
mp-13150,160,4.269291738,2.060323031,B1N1,0.003979163,20.00208662,,1.60287193,-17.56727521,520,0
mp-13152,129,18.24473539,4.031414883,Ti2Se2,0.297290218,104.4800354,,3.29163627,-26.09821422,520,5.59E-05
mp-13154,182,7.704383013,7.333629356,Fe6C2,0.053099992,81.30834812,,5.9573421,-68.78513245,520,5.9293878
mp-13156,129,-4.530595607,12.03517632,Hf2Ag2,0,79.01985942,,4.45226438,-26.04526991,520,8.00E-07
mp-13160,194,4.885182417,6.121818163,Y4Zn4Ge4,0,246.2453988,,3.79233644,-57.59217436,520,2.16E-05
mp-13161,221,1.766688785,6.930472017,Zn1O1,0.715684303,19.5054285,,3.08347824,-7.66923477,520,3.65E-05
mp-13166,166,6.277339249,7.866517667,Yb1Ag1O2,0.118421741,66.05137259,,-0.22138327,-20.56886228,520,0.0013521
mp-13171,189,1.164420959,4.563729442,Y3Mg3Cu3,0.002363086,192.9419702,,4.06101761,-38.46477121,520,4.40E-06
mp-13172,216,-0.275803641,6.473156783,Y1Mg1Cu4,0,94.24667314,,5.54608876,-25.86619707,520,0.0001539
mp-13173,194,0.58761711,15.12338502,Pt2N2,1.136778236,45.91607895,,7.30513896,-23.47148923,520,6.55E-06
mp-13174,216,0.659065153,12.70471509,Pt1N1,0.936383794,27.32869393,,5.96808798,-12.1365335,520,0.0002196
mp-13175,225,0.660348712,15.31363917,Pt1N1,1.192935054,22.67281254,,7.43410156,-11.62343098,520,2.70E-06
mp-13178,194,9.649604149,3.421649293,Al2N2,0.115330765,39.78348718,,7.95680894,-29.31835128,520,0
mp-13181,225,-0.173577892,6.455414031,La1F3,0.181105725,50.39192294,,4.18753486,-26.52732389,520,8.00E-07
mp-13190,225,-257.8575962,3.607251135,K1Rb2Ga1F6,0,181.2551361,,-2.69638095,-45.69619722,520,4.62E-05
mp-13200,186,2.163085591,9.527580099,Lu2Cu2Sn2,0,124.5190765,,6.41021234,-28.62921259,520,4.50E-07
mp-13202,186,0.538624878,6.897993506,Y2Cu2Sn2,0,130.55241,,6.3820986,-32.83849064,520,2.15E-06
mp-13203,186,2.202624409,6.499898188,Sc2Cu2Sn2,0,116.0923569,,7.0700861,-32.12557058,520,7.82E-05
mp-13208,140,3.207404865,6.979156209,Mg4Pt2,0,115.963417,,4.62489637,-22.70532299,520,3.35E-06
mp-13240,216,1.427534701,7.75251761,Sc1In1Cu4,0,88.66710252,,7.3183277,-27.03743327,520,3.00E-07
mp-13250,189,7.29353622,10.34038231,La3Sn3Pt3,0,218.0940087,,9.02275937,-54.76742184,520,2.92E-05
mp-13272,187,2.431439144,4.545635648,Ba1Al1Ge1,0,86.55825703,,3.48870722,-11.70512733,520,0.0002704
mp-13274,5,-25.06625904,2.324975781,Na4C1O4,0.131635811,119.9652871,,1.25041624,-47.14978156,520,0
mp-13275,189,5.671676692,3.048510131,Na3Sr3P3,0,231.3638181,,2.61447368,-32.44574576,520,8.25E-05
mp-13276,194,2.425447987,3.105522246,Sr2Li2P2,0,134.2481919,,2.68378373,-23.88952617,520,6.44E-05
mp-13277,194,4.737454211,3.738820055,Ba2Li2P2,0,155.6618307,,2.36910455,-23.94282751,520,3.14E-05
mp-13285,223,10.52049665,7.068818572,Na2Pd6O8,0,190.8634688,,3.17175357,-85.04052517,520,8.05E-06
mp-13286,186,3.446181347,4.254429551,Ca2Ge4,0.006907943,144.6935208,,3.76202562,-25.38532316,520,4.00E-07
mp-13287,129,4.678196998,6.120272303,Ba2Cu2Te2F2,0,188.5503787,,4.52675058,-37.43471335,520,0.00017645
mp-13288,194,11.77552888,3.480601648,Ba6Li2N2,0.02104022,413.0866331,,1.69128109,-34.39982767,520,0.0005549
mp-13302,186,5.826088703,11.69416957,Lu2Sn2Au2,0.062657835,139.3400012,,6.33844574,-28.12305307,520,4.15E-06
mp-13306,216,-2.003917808,8.549142214,Yb1Cu1Ge1,0.162609683,60.06238197,,2.7314377,-11.3993866,520,0.0001654
mp-13311,187,1.581766816,4.020471122,Sr1Al1Ge1,0,77.33468923,,3.84720542,-11.46614834,520,9.36E-05
mp-13313,166,2.638669094,6.354773057,Sc1Tl1Se2,0,106.4191931,,4.40573935,-20.69984129,520,1.30E-06
mp-13314,166,5.121454475,6.515129063,Sc1Tl1Te2,0,128.5940847,,5.53019673,-18.67965239,520,2.80E-06
mp-13322,225,2.181237773,9.086966518,Li1Ge1Rh2,0,52.15211884,,5.35567514,-23.85457122,520,0.0001074
mp-13334,161,5.638474963,6.556764238,Zn2Sn2O6,0.041167773,117.5700875,,4.11218728,-55.49040444,520,8.77E-05
mp-13356,148,6.435442449,5.905097528,Ba2Sr1Te1O6,0,164.7492979,,2.61124408,-61.53308495,520,7.23E-05
mp-13361,2,9.973472682,4.601962848,Cd2Cu1P2O8,0,172.5901874,,1.92034593,-78.69915703,520,0.9998939
mp-13363,12,5.26087531,16.71854082,Si2Pt6,0.023522132,121.8372912,,8.28017083,-51.33813966,520,5.50E-07
mp-13364,194,-3.399877784,4.651338121,Ca4Zn8,0.023795358,244.0411532,,2.92043596,-21.48766507,520,9.50E-07
mp-13365,194,3.70048325,5.240343306,Sr4Zn8,0.049860768,276.8710412,,2.5890228,-19.19385252,520,2.72E-05
mp-13369,164,7.553972677,7.452963958,Ba3Ca1Ir2O9,0.020979544,218.4550935,,3.8772779,-99.1249028,520,0.0011085
mp-13383,163,78.0967323,4.075886847,Sc2Ag2P4Se12,0,561.0232593,,1.68822125,-92.36602221,520,7.25E-05
mp-13396,225,2.99031603,8.080579281,Li1In2Rh1,0,69.76281341,,7.42024951,-16.42891234,520,8.90E-06
mp-13406,186,7.956678725,8.949578051,La2Ag2Pb2,0,168.4640321,,6.84147703,-25.9935649,520,6.75E-06
mp-13415,127,-2.030450367,14.70362478,Ta6B4,0,127.4947159,,6.56142626,-104.5849373,520,1.76E-05
mp-13416,127,1.167560131,6.207418645,Sc4In2Ni4,0,172.3380555,,6.56954072,-59.15641428,520,5.40E-06
mp-13427,127,15.90647303,5.878161872,Sr6Hg4,0,375.1731811,,2.35042758,-15.78869447,520,1.85E-05
mp-13429,127,4.030294109,8.303329627,La4Cd2Rh4,0,238.3949597,,6.78471091,-57.52877411,520,4.23E-05
mp-13434,216,-0.57728413,5.803054031,Ca1Mg1Ni4,0.006893941,85.60340998,,5.88368704,-27.91499846,520,0.1052055
mp-13445,63,16.60200169,5.320339149,Rb4As4Pt2,0,322.0134261,,2.42578659,-39.54592025,520,4.00E-06
mp-13446,189,-1.932306101,7.661609983,Co6P3,0.023904565,96.77661105,,8.36641588,-63.36406908,520,1.080483933
mp-13447,12,3.762003982,7.514886418,Zn13Rh1,0,210.6303525,,3.3709517,-25.60578658,520,0.0010687
mp-13459,62,18.93468736,5.110751575,Na4Cd4Sb4,0,334.2173774,,3.35698543,-29.44286756,520,0.0002703
mp-13463,123,1.416292185,15.17114901,Fe1Ni1Pt2,0,55.24200445,,6.77078863,-27.20529144,520,0.0048398
mp-13472,62,3.290621358,10.76733153,Hf4Si4Rh4,0,190.912774,,7.32753604,-103.7914891,520,1.23E-06
mp-13480,221,-12.90358104,7.997676986,Cu3N1,0.795171179,42.48990229,,6.48473003,-17.06966428,520,0.0016084
mp-13496,221,4.581089144,8.651609884,Zr1Pd1,0.058201375,37.93462516,,5.13421589,-14.91235511,520,7.30E-06
mp-13503,194,2.681382916,5.692297983,Sc4Zn8,0,205.1048234,,3.65159669,-39.58710856,520,0.00198545
mp-13520,63,2.948162075,3.207975619,Na4Zn2Ge2,0,190.5167676,,1.47483866,-18.22931756,520,3.20E-06
mp-13541,12,3.972223666,4.086794218,Sr2Mg1B2O6,0,128.8692749,,2.32956353,-78.96445537,520,0
mp-13545,148,8.449364606,5.96541277,Ba1Ir1F6,0,123.4627422,,0.70584767,-41.58654318,520,1.0120827
mp-13548,194,-21.92467401,6.316642246,Cs4Pt2,0.040540179,242.3230417,,1.83834911,-15.45197694,520,6.80E-06
mp-13554,167,8.091585514,9.218079553,Sn2Hg2O6,0.063697162,132.3297324,,3.99612235,-48.72435756,520,5.62E-05
mp-13560,225,12.93102455,9.327756797,Y1B2Pd7,0.138517516,152.2914666,,4.96512852,-59.7394747,520,7.10E-05
mp-13570,127,1.507493755,4.167054229,Mg2Sc4Ga4,0,202.1653663,,3.76795148,-45.74457799,520,6.46E-05
mp-13580,62,6.599796449,12.97718142,Lu4Ge4Pt4,0,226.584083,,5.26509578,-74.28598957,520,2.00E-06
mp-13589,215,-0.499668444,1.854939684,Cu1B1C4N4,0.354078129,159.7272071,,-0.28116683,-78.8930554,520,4.86E-05
mp-13590,215,6.362605247,1.182534513,Li1B1C4N4,0.336264449,171.064371,,-4.26296083,-78.96489124,520,0
mp-13610,148,9.779595594,5.320585266,Zn1Pb1F6,0,120.6565437,,-1.97115131,-32.83768123,520,3.41E-05
mp-13630,164,4.227523478,3.320568189,Rb3Na1Be2F8,0,224.7368837,,-2.49749499,-69.56574714,520,0.0001656
mp-13658,59,25.11745302,2.95058557,Rb2N2O6,0.000558861,165.9902212,,-0.57132535,-58.16687313,520,8.95E-05
mp-13675,223,10.28008455,8.247386496,Cd2Pd6O8,0.006233091,199.597063,,3.97407083,-81.80452318,520,1.77E-05
mp-13676,63,12.28676834,6.022790831,Tl2P2O8,0,165.0696885,,2.47302271,-74.3390047,520,0
mp-13682,61,37.05078404,4.276524589,Pd4S8,0,264.8926037,,3.34394638,-56.99442708,520,2.51E-05
mp-13687,225,15.02836012,4.202999869,Cs2K1Ag1F6,0,208.1176689,,-1.28998911,-38.4280166,520,1.9999658
mp-13688,62,5.176087799,8.300224904,Ge8Mo4,0,193.0334331,,6.19989787,-82.36073188,520,0
mp-13725,31,5.457833768,2.388292951,Li6P2O8,0,161.0196593,,0.55000622,-100.4067249,520,0
mp-13743,12,11.36831272,2.986213144,K6Ga2O6,0,261.3700966,,0.05706074,-64.82154457,520,2.49E-05
mp-13744,12,15.18325751,4.211804088,Rb6Ga2O6,0,295.0035145,,0.48838817,-63.11254682,520,1.29E-05
mp-13798,225,-263.3805727,3.964532777,K2Na1Tl1F6,0,175.7321596,,-2.15448846,-41.83367014,520,0.0003776
mp-13799,225,-261.8842021,2.849095978,K2Na1Y1F6,0.011066739,177.2285302,,-2.83787551,-54.51072498,520,7.29E-05
mp-13800,225,-40.25752499,5.210617979,Cs2Na1Tl1F6,0,193.4965846,,-1.54410571,-41.46243724,520,0.0003961
mp-13841,43,10.96397377,6.484657169,Ir2F8,0,137.3624486,,0.10545769,-46.31181516,520,1.0247223
mp-13852,176,5.859117996,5.122599738,Ge6N8,0.001753548,177.6048802,,3.31113747,-94.98091804,520,8.23E-05
mp-13853,204,6.625418671,7.171876376,P12Ir4,0,264.0777564,,8.69651433,-110.6702434,520,2.98E-06
mp-13854,194,1.494717594,8.188289604,B6Ru4,0,95.14016798,,8.38315392,-80.50638705,520,1.62E-05
mp-13861,176,8.161685668,14.95047079,Hf2B8Ir6,0,177.3522025,,9.18960466,-134.8994968,520,1.12E-05
mp-13868,43,9.695806418,4.473437929,Pd2F8,0,135.4237749,,,-36.84693104,520,0
mp-13870,160,13.3763022,7.827166673,Ta2Se4,0.010103792,143.782129,,3.64096504,-42.50480461,520,0.0006637
mp-13871,15,8.927285888,15.53597055,P4Pt10,0,221.7549611,,7.80297542,-87.65201148,520,4.70E-06
mp-13898,225,-1.206412419,4.585405214,Cs2Na1In1F6,0,187.4447437,,-1.50220601,-44.59261952,520,0.0004721
mp-13900,141,2.76628555,5.451742771,Sr2Cu4O4,0,150.2906253,,3.53728514,-53.41821989,520,3.00E-07
mp-13903,148,7.241142804,4.280992398,Zn1Sn1F6,0,115.632611,,-1.89562042,-35.95719012,520,8.00E-07
mp-13907,148,10.87807958,4.363477908,Cd1Sn1F6,0,131.3335364,,-2.7264945,-35.36110689,520,1.34E-05
mp-13914,225,-1.48801237,7.425340972,Li1Co2Ge1,0,44.15542676,,4.677858,-21.62350395,520,0.0027126
mp-13915,225,0.801238461,7.500201779,Li1Ni2Sn1,0,53.80838636,,7.60406783,-18.5553507,520,0.0002993
mp-13920,129,15.62734789,6.339679809,Ba2Zn4Sn4,0,264.8431609,,4.71094659,-29.04461467,520,4.00E-06
mp-13922,62,19.52155061,4.799969282,Ba8Ge4,0,480.5824466,,2.34827193,-39.7506704,520,1.95E-06
mp-13925,225,7.917041472,4.192217314,Cs2Na1Y1F6,0,194.7613655,,-2.13665858,-54.11146968,520,1.11E-05
mp-13926,225,-255.2268471,3.583406208,Rb2Na1Y1F6,0,183.8858852,,-2.68028709,-54.41157917,520,3.59E-05
mp-13946,164,9.274596334,3.725272981,Rb2Zr1F6,0,167.6687306,,-3.19098465,-52.15384296,520,7.94E-05
mp-13947,164,8.320590505,4.657619568,Rb2Hf1F6,0,165.217528,,-3.11407532,-54.4000709,520,9.10E-06
mp-13948,164,10.23471762,4.956427387,Cs2Hf1F6,0,187.0428971,,-2.7268688,-54.34208282,520,8.72E-05
mp-13962,129,1.045539988,8.56801963,Hf2Si2Se2,0,110.677348,,7.02317171,-43.74606741,520,1.55E-06
mp-13963,129,7.359408274,8.018267847,Hf2Si2Te2,0,138.4118053,,6.44470829,-41.36432533,520,1.65E-06
mp-13964,129,2.491755089,9.69057341,Hf2Ge2Te2,0,129.7954051,,7.00806638,-39.44438675,520,3.50E-07
mp-13982,31,7.623608008,4.497221492,Cd2Cu4Ge2S8,0,325.2258649,,3.85780299,-67.03418259,520,2.04E-05
mp-13983,148,7.423643022,4.552366699,Zn1Pd1F6,0,104.2566066,,-1.99652884,-30.94123252,520,0.000182
mp-13984,148,9.730539983,4.726392973,Cd1Pd1F6,0,116.9312334,,-2.2571581,-30.37640659,520,6.10E-06
mp-13993,148,0.03267577,3.866460786,Ti3Ni1S6,0,169.5061429,,6.14359265,-66.19919883,520,1.41E-05
mp-13995,70,20.24661322,8.077131149,Hg4Ge2O8,0,221.1347333,,,-62.36875417,520,0
mp-14017,194,15.52163292,2.244518499,K6Sb2,0,353.7150568,,0.71050402,-18.15741532,520,0
mp-14018,194,11.30460052,2.06544996,K6As2,0,309.0687343,,0.52302225,-18.56237321,520,2.40E-06
mp-14024,167,36.92681199,6.592173721,Zr6O2,0.000328744,145.933857,,5.00049536,-72.16521668,520,5.50E-06
mp-14025,227,5.698523812,4.359102223,Zr4Cu2S8,0,285.1336565,,5.0492228,-93.77091265,520,1.32E-05
mp-14036,225,-0.623448678,3.781187871,K1Rb2Rh1F6,0,187.489661,,-0.10010758,-45.39722321,520,1.27E-05
mp-14037,225,8.120346044,6.605426466,Na1Tl2Rh1F6,0,163.0647853,,1.68853544,-44.24554933,520,1.47E-05
mp-14038,225,-276.4559277,4.194013214,Rb2Na1Rh1F6,0,162.6568046,,0.1835533,-45.95277227,520,9.10E-06
mp-14039,225,-284.5111843,3.416447408,K2Na1Rh1F6,0,154.601548,,0.086649,-46.22234014,520,2.30E-06
mp-14069,227,5.424295924,4.611660934,Cs2Al2O4,0,138.186155,,2.45905592,-49.12345462,520,4.00E-07
mp-14070,227,9.847824212,3.591383762,Rb2Al2O4,0,133.5762421,,1.57535252,-49.38488983,520,0
mp-14088,225,12.04331761,3.83618134,Rb2Pd1F6,0,169.3990157,,-2.61525351,-37.41524346,520,8.34E-05
mp-14099,221,8.708395783,5.658776233,Zn1Ag1F3,0.035611661,67.57226478,,-0.91837479,-18.44725331,520,7.72E-05
mp-14100,227,-2.094938764,7.137701742,Cd2Rh4O8,0,177.8417173,,3.45095638,-82.32762722,520,0.00010575
mp-14105,227,4.960483127,6.618873568,Al2Tl2O4,0.027324217,132.1450241,,3.34410606,-48.71362532,520,0
mp-14115,166,1.662391383,5.99156146,Li1Rh1O2,0,39.31189888,,4.05798385,-24.00490278,520,2.00E-06
mp-14116,166,1.851180097,6.765950589,Cu1Rh1O2,0,48.70482962,,4.2479309,-23.81293611,520,2.70E-06
mp-14142,148,3.291943508,5.007409958,Ti2Zn2O6,0.028041437,106.9623248,,2.27041912,-71.79534678,520,7.28E-05
mp-14172,213,3.72462101,3.377118727,Sr4Si8,0.003015256,282.8098014,,5.3874623,-54.49207323,520,4.00E-07
mp-14175,121,11.31106527,2.910369559,K3Nb1O8,0,192.9612191,,0.37039797,-69.48296056,520,4.00E-07
mp-14205,166,6.585491192,3.788904476,K3Cu3As2,0,200.6266166,,2.03744318,-27.41286876,520,6.60E-05
mp-14206,166,10.11380817,4.241941592,K3Ag3As2,0,231.2505476,,1.12969251,-24.06058336,520,2.64E-05
mp-14208,189,1.118127564,3.410358219,Li3Y3Si3,0,181.0318673,,3.64415703,-46.9244784,520,5.67E-07
mp-14209,189,2.556930512,4.523831016,Li3Y3Ge3,0,185.536766,,2.79345965,-45.60086659,520,8.67E-07
mp-14222,227,6.635233114,6.862619972,Tl2Ga2O4,0.118084055,148.135689,,1.71942796,-40.67149052,520,4.08E-05
mp-14226,225,56.69188745,4.694802361,Ba2Y1Sb1O6,2.083966985,205.6100031,,1.97224192,-49.95682821,520,0.0107097
mp-14285,14,-0.078545412,5.113649859,Co4P8,0,157.0128254,,8.17552977,-78.07140376,520,3.75E-07
mp-14305,227,-0.464650794,5.445111651,Lu4Mn2S8,0,325.1674643,,2.84803885,-92.53546815,520,5.0000139
mp-14307,227,6.36086509,2.628247702,Mg2Sc4S8,0,306.3959552,,2.90288502,-86.56919714,520,6.40E-06
mp-14395,15,10.55993089,3.72226696,Na2Al2As2O8F2,0,185.4824797,,1.96209328,-98.17447091,520,1.58E-05
mp-14398,148,4.63551844,4.01964795,Ca1Sn1B2O6,0,114.1850291,,2.54112202,-73.30121171,520,1.92E-05
mp-14433,36,4.793743845,4.627618072,Na2Ge4N6,0,150.9176134,,2.80574053,-73.63385224,520,3.90E-06
mp-14434,12,16.4450027,2.309119912,K6Ge2S6,0,411.5246393,,0.69426409,-55.20759046,520,1.47E-05
mp-14435,12,20.20676415,3.069629088,K6Ge2Se6,0,461.7774877,,0.28313247,-50.79086315,520,2.31E-05
mp-14437,166,2.642127732,4.863329457,Rb1Y1O2,0,70.46397186,,1.342774,-28.05955623,520,4.61E-05
mp-14445,70,3.546042904,9.914499,Ca2B4Ir4,0,149.4423317,,6.10985633,-72.87206829,520,4.90E-06
mp-14447,11,25.58281994,4.618978533,Ba4Si2Se8,0,444.7630149,,1.889917,-66.85333385,520,0.0001773
mp-14448,11,23.23714752,4.9728885,Ba4Si2Te8,0,543.0445041,,3.30836444,-58.54963004,520,1.55E-06
mp-14476,227,10.70155256,5.905075372,Li4Rh4O8,0.009875041,159.5506533,,3.98612502,-95.86161046,520,1.51E-05
mp-14549,225,-0.16011521,6.965343559,Cu1O1,0.16905844,18.96363633,,5.76796624,-9.9011945,520,0.0016571
mp-14622,70,4.218917779,11.08964507,Y2B4Ir4,0,148.2289956,,6.69717552,-82.43488059,520,1.20E-06
mp-14623,194,79.61312436,2.470690716,K10Cu2As4,0,549.6134022,,1.09487277,-43.4511255,520,0.0001691
mp-14624,194,18.2352995,2.830878929,K10P4Au2,0,533.0911326,,1.40432893,-45.29642315,520,0.0011145
mp-14628,148,5.842263579,6.456457825,Zn2Sn2O6,0.054529699,119.396636,,3.82016182,-55.35678518,520,3.05E-06
mp-14651,12,13.93520462,4.128301919,Zr2Ag1Pd1F11,0,243.6399907,,-0.62132465,-87.99045759,520,1.9999269
mp-14653,2,21.74566533,3.983889366,Ag1Sb2F12,0,241.4888614,,-2.50438354,-64.27981805,520,0.9990131
mp-14659,9,56.21036588,3.291437767,K4As4Se8,0,548.777589,,0.44062673,-60.91177227,520,3.35E-06
mp-14696,69,3.733027577,8.69580776,La2B4Rh5,0,159.5616303,,8.37157861,-80.94600125,520,0.0003386
mp-14763,63,0,3.322379706,Ca12Mn4N12,0,434.214109,,4.69227031,-184.9735643,520,0.9944353
mp-14791,164,9.076899616,6.081725558,Ge2Te5As2,0.014632804,254.7776101,,5.24477677,-34.58134657,520,0.0001582
mp-14793,194,3.857113088,6.553517807,Mg4Si2Pt2,0,137.7277009,,6.67713377,-34.31702872,520,8.80E-06
mp-14796,166,21.10469179,6.848219085,K2Pt4Se6,0,323.0509783,,2.25243376,-55.15907538,520,1.25E-05
mp-14797,166,26.7652078,6.94688595,Rb2Pt4Se6,0,340.6304094,,2.10113038,-54.95583457,520,2.75E-05
mp-14928,227,4.152805469,4.414078158,Sc4Mn2Se8,0,346.6153001,,3.16258266,-90.40753889,520,1.16E-05
mp-14951,12,12.80365863,3.851181311,Rb6Al2O6,0,285.7692715,,1.03598655,-69.6388885,520,1.30E-06
mp-14983,1,3.078815304,3.657795924,Si4P4Ru1,0,153.1281497,,6.86830154,-55.84810328,520,0.0001207
mp-15056,12,8.034199447,3.373468064,Na1Zr2Ti1F11,0.005830685,227.5539404,,2.88278892,-98.30842208,520,2.0061211
mp-15065,227,3.861742157,7.841957091,Cu2Ir4S8,0,244.0383199,,5.89372498,-81.78093456,520,0.0001447
