material_id,spacegroup.number,delta_volume,density,full_formula,e_above_hull,structure.lattice.volume,band_gap.optimize_structure_gap,efermi,final_energy,encut,total_magnetization
mp-31927,63,2.555671921,3.682500671,Mn2P2O8,0.012166555,135.1964032,,2.74159384,-88.98100997,520,4.00011925
mp-31928,5,-0.714416081,3.218948709,Li1Mn1P2O7,0.014451431,121.652218,,2.00250345,-78.18648571,520,4.0000078
mp-31931,161,3.374008988,3.105044051,Li2Mn8P6O24,0.039463684,547.2024387,,1.74701721,-299.8766547,520,20.0015168
mp-31935,5,-0.151886751,3.4198034,Mn1P2O7,0.050869889,111.1369293,,1.83750653,-71.38988944,520,3.0000048
mp-31939,63,0.65361179,3.432325242,Li2Mn2P2O8,0.021294594,151.7666339,,3.22336786,-100.2533169,520,4.9998318
mp-31942,43,0.253749162,3.425568466,Mn2P2O8,0.04887545,145.3367085,,1.65570327,-88.54050322,520,3.9998673
mp-31962,2,7.927820053,3.240922164,Li6Mn9P8O32,0.043952252,663.9545323,,2.49992487,-399.6888302,520,45.0079693
mp-31999,186,-52.09388619,2.723657543,Na4Mn2O8,0.078823769,201.0884968,,0.58693764,-76.03958554,520,1.0001323
mp-32010,9,-4.534453621,3.597772049,Mn8P6O24,0.021292366,465.8538815,,2.91600406,-289.2216595,520,19.0027885
mp-32011,227,3.543905721,5.003012216,Mn4Ni2O8,0.169540191,154.3816868,,,-92.64938581,520,5.9999995
mp-32012,15,-3.207602542,3.147168991,Li2Mn4P6O24,0.084712679,423.930398,,1.3790284,-251.2347309,520,6.0030994
mp-32047,2,8.400489317,3.251110726,Li2Mo4P6O24,0.00102003,494.1455786,,1.76155782,-259.4327364,520,3.9998534
mp-32056,19,1.311319722,2.859432037,Mo4P8O32,0.003504094,664.0751282,,-0.00902905,-312.5071341,520,0.00033875
mp-32057,5,0.470800231,3.535593118,Li1Mo1P2O7,0.024404511,130.014281,,3.32939792,-78.32871707,520,2.9999736
mp-32059,5,0.612198973,3.56187845,Mo1P2O7,0.037555336,125.818947,,2.90180935,-72.99607165,520,1.9999757
mp-32098,148,7.296914474,3.266221294,Li6Mo4P6O24,0,505.9746563,,2.29302037,-279.5076361,520,5.9989508
mp-32306,225,5.821718383,7.529547616,Ba2Re1Ni1O6,0.064348707,135.7513342,,4.86818821,-69.27106874,520,3.0292748
mp-32310,164,7.608446535,7.702196388,Ba3Ta2Ni1O9,0,210.540452,,2.65949011,-118.203657,520,1.9997405
mp-32311,147,5.000770789,4.875782851,Re2Ni1O8,0,190.4128471,,-1.90590678,-84.20994189,520,2.0001067
mp-32322,146,10.96812916,2.456851207,Li1Ni1P3O9,0.028544181,204.4879886,,-0.30622722,-94.04426088,520,1.9997075
mp-32324,63,1.036268982,3.860351458,Li2Ni2P2O8,0.009477334,138.1698743,,3.28043365,-87.69017614,520,1.99970725
mp-32328,146,8.936366499,2.353385606,Ni1P3O9,0.035664036,208.5806758,,-0.6811535,-87.19771637,520,0.9996708
mp-32331,5,-1.217986001,3.115103304,Ni1P2O7,0.154779293,124.0094869,,2.11088033,-63.48369033,520,0.0001343
mp-32338,5,0.801858924,3.288245233,Li1Ni1P2O7,0.05641899,120.9849435,,,-70.7297261,520,0.9999999
mp-32384,8,1.919509293,3.710739146,Li4Ni7P6O24,0.043310141,451.2750264,,6.08022927,-255.2359874,520,14.000188
mp-32385,12,17.30717412,3.421116977,Ni7P6O24,0.056016972,476.0026363,,,-230.0289791,520,10.0000006
mp-32403,164,0.549774957,3.864830079,Ni1H2O2,0.015380697,39.83238151,,,-24.5231566,520,2.0000004
mp-32405,5,-0.878604383,3.172419771,Li1V1P2O7,0.021754616,121.3445442,,3.19904159,-79.71074293,520,1.9999926
mp-32425,63,0.766449958,3.415607881,Li2V2P2O8,0.009589513,148.6235037,,5.05611109,-100.284362,520,3.00000685
mp-32432,227,1.801062708,3.59023965,Mg4V2O8,0.098634937,151.2877646,,4.52552592,-93.79091586,520,1.00001175
mp-32436,2,7.286752115,2.870546847,Li2V4P6O24,0.008859125,455.5351284,,2.4510595,-263.2517601,520,1.99930135
mp-32449,15,1.41486292,3.193381487,V2H4O6,0.02072276,104.9925808,,,-76.16989413,520,1.00000005
mp-32450,71,10.7479006,3.889864818,V1Br2O1,0.01078966,96.79652594,,,-20.25922335,520,1.0000005
mp-32453,62,0.830753508,3.288427953,V4P4O16,0.023932942,294.7232017,,3.03598862,-183.3554761,520,1.9999831
mp-32455,5,-2.648367443,3.21014255,V1P2O7,0.033341124,116.3281767,,2.20178199,-73.93485173,520,1.0000026
mp-32469,2,-6.835284511,2.888926307,V4P6O24,0.014149434,444.6576988,,,-251.2311285,520,1
mp-32472,26,-1.354593308,2.976295204,Li2V2P4O16,0.11929661,276.534034,,1.5074378,-167.5346788,520,0.0004817
mp-32493,58,4.134887748,3.184979093,V2H4O4,0.1118549,88.58648641,,3.02754077,-60.82225603,520,3.00000285
mp-32497,59,13.62600823,4.026288553,V2Br2O2,0,121.1247957,,,-37.34673442,520,2.00000015
mp-32542,15,0.264946786,8.823690853,Hg4W2O8,0,244.278518,,0.65885906,-72.63718484,520,0.0001131
mp-32548,225,-0.632081014,9.561025985,Bi1O2,0.100522712,41.85276455,,5.43944051,-16.48386016,520,9.75E-05
mp-32554,1,-28.1350349,4.57419583,Ta2I5,0.437844257,361.7228543,,1.92272221,-31.57596062,520,1.0277732
mp-32640,82,1.903682671,4.718586875,La5S8,0.095044047,334.6873323,,5.43985769,-84.05007474,520,0.3650097
mp-32641,225,-19.26531171,2.043970044,Li1S1,0.430005913,31.68881363,,1.8514239,-7.05612047,520,0.0004089
mp-32669,36,13.34106759,6.422797289,Ag4S2,0.004921542,128.1323013,,2.02872083,-19.8956167,520,0.00067835
mp-32684,19,26.45124999,2.435928939,H4Br4,0.023831857,220.6261981,,-2.92584414,-21.9245191,520,0
mp-32686,164,0.393114103,4.509753578,Co1O2,0.020683719,33.48212382,,0.97065949,-17.05370729,520,0.9997688
mp-32761,181,-86.45484506,2.598175425,Si6O6,0.410262337,169.0525516,,4.93532261,-82.59089457,520,3.83E-07
mp-32811,64,-4.120349814,7.746410049,Ag4Te2,0.036781379,147.1968286,,4.00940668,-17.77417978,520,2.60E-06
mp-32868,1,20.43607194,6.338405108,Ag6S3,0.051863168,194.7574627,,2.14280206,-29.42095041,520,0.000811333
mp-32880,119,-2.309111117,5.134750184,Cu1Br1,0.005467515,46.39063572,,3.05778491,-6.22545472,520,0.0002624
mp-32884,12,12.87758846,6.375056243,Ag4S2,0.00577798,129.091849,,1.96753742,-19.89047807,520,0.0007058
mp-32887,164,24.24427086,6.750963327,Hf1Te2,0,106.6750242,,5.08534292,-18.66854017,520,1.40E-05
mp-32905,5,21.63810105,5.955172027,Cu8O7,0.06733473,172.9821245,,4.42087196,-74.80541566,520,0.0152693
mp-32959,102,3.468431453,1.518322457,H4O2,0.068575559,39.40543145,,-2.07563277,-29.35897009,520,0
mp-33018,225,7.795011039,3.479037914,Rb3Sb1,0.034187027,180.4967651,,1.43178099,-8.3301102,520,1.50E-06
mp-33056,189,133.0014957,2.254861063,Rb6C5,2.161427184,421.869404,,0.11958654,-28.61704176,520,11.4297118
mp-33107,121,10.23972461,2.050622958,S1F4,0.434181768,87.50294365,,-1.96065796,-17.71385211,520,0.0001261
mp-33137,14,3.857491797,6.580346857,Tc4O8,0,131.2198808,,5.46552159,-98.09901184,520,0.00082345
mp-33154,115,-16.39849539,5.14541341,Ag1I2,0.1371805,116.7212356,,,-6.02570865,520,0.0001219
mp-33297,74,-3.329876731,3.446057133,Mg4Ti2O8,0.020676106,154.6546258,,2.62936413,-101.9309573,520,1.00E-07
mp-33300,216,6.932156134,5.017585723,Fe5Cu1O8,0.067067429,155.7971696,,4.19043514,-90.31741277,520,25.1316492
mp-33332,166,3.369811513,5.684992606,Co5Sb1O8,0.011747847,159.0208955,,3.81862164,-85.49191287,520,16.0368021
mp-33333,141,-7.802326943,4.910392043,Na2Sb2Se4,0.017317474,204.7066563,,3.75213413,-29.78095027,520,2.00E-07
mp-33339,12,-24.26698426,5.613469586,Ba3Ti3O8,0.045899406,202.2112368,,5.24320822,-109.9512702,520,0.0661872
mp-33363,141,0.340307963,3.213006886,Li2Y2S4,0.008375715,165.3577563,,2.49046035,-48.01295272,520,2.51E-05
mp-33406,122,7.943334681,6.899776517,La4Pb2Se8,0.017098654,385.4745869,,5.40678454,-77.46116492,520,1.45E-06
mp-33432,74,-29.82947192,4.303383329,Mg2Fe4O8,0.039512191,154.3415934,,2.8645136,-90.94962425,520,10.00000195
mp-33461,166,4.247202883,3.644040914,Li3Mn3O8,0.044601648,142.9179169,,1.19611004,-89.59125042,520,7.9953334
mp-33500,10,2.931471066,3.952928687,Cr2H1O4,0.084858991,70.99226097,,1.94253886,-49.07704442,520,5.0000161
mp-33526,141,1.733549666,5.300323298,Li2Bi2S4,0.016023669,175.4746859,,4.15006158,-33.90114941,520,5.71E-05
mp-33537,74,9.232811179,5.364199205,Fe4Mo2O8,0.024157198,168.16983,,,-97.42836148,520,3.99999895
mp-33546,74,8.455230278,5.124263516,Fe4Cu2O8,0.089115893,155.0492988,,4.0454773,-86.39940253,520,8.99978315
mp-33551,166,5.141406816,4.501184626,Li1Fe5O8,0.052650233,152.7888542,,3.51347029,-90.8399995,520,25.0000341
mp-33569,122,6.303018724,5.8603614,Sr2La4Se8,0,386.0775524,,4.79715652,-79.7715678,520,7.70E-06
mp-33588,141,27.51521105,2.986219424,Ca4N2F2,0,125.8503834,,3.57251787,-44.74290555,520,1.06E-05
mp-33615,122,5.944044102,5.006673921,Ba2La4S8,0.013420162,360.4522715,,5.06987348,-86.72423356,520,2.49E-05
mp-33618,141,5.840681789,7.721566171,Ag2Bi2Se4,0.042760494,204.1999713,,4.09012893,-29.20579005,520,1.32E-05
mp-33631,74,5.335721947,5.126398582,Ti2Zn4O8,0.046376741,157.2191179,,2.35236637,-89.62769353,520,5.50E-07
mp-33683,141,0.155311746,6.639285886,Ag2Sb2Se4,0.020680096,193.8578718,,4.66197867,-29.21567967,520,1.02E-05
mp-33723,156,48.1727351,6.081527111,Bi1Te1Br1,0.098723811,113.7195631,,2.46268154,-10.17876557,520,0
mp-33737,166,8.055148398,5.334609571,Mn3Cu3O8,0.018905449,150.4858346,,3.87064366,-89.65966394,520,10.6045806
mp-33738,146,1.604323347,3.263239314,Ti1Ni1O6,0.552787979,103.0734929,,-0.22050027,-44.96636129,520,3.9999143
mp-33746,12,-1.816411699,3.481019799,Sr2C2O6,0.036040149,140.8458245,,1.09652178,-74.01408814,520,2.40E-06
mp-33775,82,5.603730243,6.362955867,La5Ag1Se8,0.017757755,374.2503464,,5.43110273,-80.8463033,520,3.02E-05
mp-33797,44,-7.213473136,5.540267442,Sr1Ru2O6,0.145775312,115.6196102,,3.14277209,-61.49106757,520,0.019097
mp-33816,8,5.1236462,3.749655614,Rb6Fe2O5,0,311.9858405,,0.93777172,-57.98189751,520,8.00044
mp-33857,65,1.261899268,5.831544735,Cr1Sb1O4,0,67.70063828,,5.40902436,-41.42902217,520,3.0002813
mp-33880,97,10.90646247,5.136808153,Sr1Ga2Te4,0.012762216,238.3953317,,3.23532194,-25.45304132,520,5.21E-05
mp-33940,74,6.213413163,6.351524484,Mg4Pt2O8,0,160.8854427,,4.0034322,-83.20879688,520,2.90E-06
mp-33985,97,17.52507703,5.317796343,Ba1In2Te4,0.014544667,273.9660227,,3.30730418,-25.34150157,520,1.80E-05
mp-33997,131,4.934144611,6.252118285,Ta2O4F2,0.085569629,123.2074789,,-0.22585029,-70.31587567,520,1.25E-06
mp-34022,74,6.738744057,4.580883153,Mg4Sn2O8,0,167.7021188,,3.63981081,-85.89771885,520,0
mp-34036,1,1.854554603,8.305470846,Nb1Bi3O7,0.129514805,166.3130764,,4.7354758,-73.48110795,520,0.0004041
mp-34042,160,45.45506133,3.562178997,K1Y3F10,0.16873652,231.1211932,,-1.92283513,-92.35812073,520,0.001085
mp-34078,160,4.172352341,1.419397794,H3Cl1O1,0,63.7311756,,-2.21525077,-21.37406509,520,0.0001943
mp-34126,160,3.879502909,4.13030273,Cu4Sn1P10,0,274.4439159,,6.05317497,-76.38498116,520,3.64E-05
mp-34127,194,135.1835774,2.190057579,K4Na2As2,0,267.0561368,,0.80081226,-19.36890063,520,3.38E-05
mp-34139,15,13.13963046,4.622553339,Mn4Cr2O8,0.009434044,162.276377,,3.66469698,-109.6745812,520,11.99995485
mp-34141,122,2.511369725,4.792890932,Sr2La4S8,0,342.0870999,,5.36606854,-86.75095398,520,1.90E-06
mp-34146,227,8.023241442,5.713241783,Co4Cu2O8,0.085743822,142.6555657,,,-79.11638222,520,3.0002998
mp-34169,121,47.04167257,5.093865906,Zn1In2Se4,0.000762661,199.1411651,,2.31583509,-24.88727114,520,0.0001272
mp-34195,11,61.97926962,4.330838959,Ba2C2O6,0.048643492,151.3258604,,1.03022995,-74.17898166,520,6.45E-06
mp-34202,166,9.100331773,7.468815035,Bi2Te3,0.23230256,178.0328692,,4.6634589,-18.37790996,520,0
mp-34210,74,3.971422235,4.444218417,Al4Zn2O8,0.127208687,137.0285972,,4.81636698,-92.09840305,520,0
mp-34232,139,50.63783919,6.015622237,K1As2Rh2,0,108.9666059,,4.33119287,-28.19560925,520,0.0003313
mp-34240,216,12.49909466,4.227076965,Na1Zn1As1,0.130271602,64.15777415,,2.0372579,-8.11528083,520,0.0001708
mp-34260,123,31.33123566,0.791962488,Zr1F4,0.133609431,350.6117755,,-8.64238415,-33.68203488,520,7.80E-06
mp-34263,74,10.42445422,5.188250548,Mn4Tc2O8,0.023934328,174.0304837,,4.32242308,-111.5645733,520,10.5612765
mp-34293,122,6.889436761,6.449453651,Cs2Ta2N4,0,176.040665,,2.27394736,-66.13378212,520,1.32E-05
mp-34296,74,8.456371652,5.165672141,Zn2Fe4O8,0.048856341,155.0041527,,2.67632051,-85.12910626,520,10.00001085
mp-34326,12,31.38419645,2.562170022,Li6Br3N1,0.026933253,191.4254757,,0.69694996,-35.38086153,520,0
mp-34330,160,1.985217768,3.48205485,Mg2Al4O8,0.051075028,135.6886788,,4.69486213,-98.79549169,520,0
mp-34371,141,-8.25032942,5.65892216,Ag2Sb2S4,0.062095741,172.3992469,,5.63157804,-31.48288768,520,9.84E-05
mp-34375,1,14.24897279,4.339489736,Li7Os1O6,0.012119885,128.1189162,,,-78.12572244,520,3.0000029
mp-34381,44,1.838998863,2.467163611,H4I1N1,0.00208011,97.55469511,,-0.5801263,-26.11930439,520,6.60E-06
mp-34418,225,33.2466115,2.980258408,Ag1P1F6,0,140.8730325,,-2.32303468,-37.1986126,520,6.95E-05
mp-34421,8,11.29697033,8.487167235,Cd1Bi3O7,0.20947519,166.5687209,,3.80870635,-56.07169672,520,0.8184688
mp-34433,74,19.80822037,4.338239115,Mg4Tc2O8,0.05459717,161.2276929,,4.70326137,-96.15731166,520,0.13380545
mp-34460,166,40.07229099,6.072212374,Ag3Au1S2,0,159.895448,,0.61639952,-20.42279217,520,0.0001196
mp-34465,44,0.460052046,1.446424255,Li2H1N1,0.064281111,33.17422165,,0.68001011,-17.25704999,520,0
mp-34467,121,30.01325518,3.705610645,Zn1Ga2S4,0.008489377,149.2737676,,2.23816261,-28.91174393,520,0.0002589
mp-34489,141,8.38206861,5.152709209,Li2In2Se4,0.114699987,180.2616369,,3.27789949,-29.34330758,520,0.0001865
mp-34563,74,12.21130247,5.031401031,Mn4Cu2O8,0.078885575,156.7136715,,,-94.96747647,520,6.99997765
mp-34579,8,34.31214468,4.047250145,Na3Hf1F7,0.011730547,156.0933845,,-2.14460524,-63.34934766,520,7.82E-05
mp-34586,74,16.30685569,6.014624809,Co4Ru2O8,0.028995804,156.2268474,,4.90186578,-92.41444026,520,6.38697915
mp-34611,216,9.101038138,6.783174992,Zn1Ag1As1,0.130423009,60.75971762,,3.34922811,-8.67363964,520,4.00E-07
mp-34656,102,20.20817179,2.020821056,Cd2C4N4,0.276069664,270.2551718,,-4.66043137,-68.52724374,520,0.0001282
mp-34663,141,-18.54999512,4.619624478,Na2As2Se4,0.115892586,183.9188351,,2.7303934,-29.38633972,520,8.65E-05
mp-34688,15,9.390274156,3.774913466,Ti2O4,0.007828999,70.26401005,,1.99635125,-53.79321827,520,3.95E-06
mp-34730,160,-22.90368509,5.112123677,Zn2Fe4O8,0.060598554,156.6277899,,2.36752649,-84.96471529,520,9.99998545
mp-34783,74,8.426118543,5.95258539,Ga4Cu2O8,0.063193197,148.9593597,,4.2161781,-79.95090782,520,0.00108115
mp-34903,122,-0.219569356,2.926203458,Mg2Ge2P4,0.013006604,180.3341723,,3.10581241,-36.54575699,520,0.00020965
mp-34932,107,1.794561249,2.55517501,Ca1H1N1,0,35.80321472,,2.62513142,-15.93789706,520,2.68E-05
mp-35035,44,9.079116781,1.611817061,K1C1N1,0.170712814,67.08401628,,-2.65684919,-19.33874291,520,0
mp-35143,194,-36.49248241,4.504907804,Ba2Nb2S6,0.003641106,240.6473528,,4.61426189,-63.29928843,520,5.65E-06
mp-35152,107,2.617226509,4.18507355,Sr2H5Rh1,0,112.3612463,,2.31292876,-32.13277864,520,8.30E-06
mp-35162,227,10.55153631,5.991050886,Mn2In4O8,0,193.2271435,,,-88.05853463,520,5.00000055
mp-35171,15,25.21089984,4.035135414,Nb2O4F2,0.111828771,118.4384133,,-0.08705047,-64.59452371,520,1.06E-05
mp-35185,8,20.39708641,8.341497536,Nb1Bi3O7,0.128825947,165.594775,,,-73.48868538,520,0.0008554
mp-35200,167,5.685180746,2.454862743,Al2O6,0.545851315,101.4368591,,0.25853988,-45.73939086,520,2.99970355
mp-35216,160,-35.12188176,7.343799736,Bi1Te3,0.344845314,133.8100837,,5.96516326,-13.10395282,520,0.0021087
mp-35220,24,-9.347953861,2.446490642,P2H2N4,0.001966764,81.44254252,,3.14637416,-53.90512339,520,0.0003397
mp-35236,74,5.342360392,5.957551743,Ga4Ni2O8,0,146.1300686,,3.61047853,-80.35914789,520,1.99953335
mp-35248,20,0.931643829,2.089378102,Na4S2O6,0.603886741,200.345632,,1.82915369,-56.66581967,520,3.35E-05
mp-35267,216,7.687507811,3.014918841,Al5Cu1S8,0,250.5877004,,5.70743242,-69.79727344,520,0
mp-35308,160,3.699776177,2.819589949,Cu1C1N1,0.23890471,52.74650745,,-0.28356756,-20.56052391,520,8.47E-05
mp-35311,148,0.982999753,3.651986929,Zn1Cr1F6,0,105.2143123,,-2.41394838,-38.66980826,520,2.0000505
mp-35320,146,-18.64821951,4.694873651,Ag3As2O8,0.029828539,212.7255505,,0.01138566,-65.19562794,520,0.4565171
mp-35397,1,28.62413747,7.555666382,Bi2W1O8,0.176519908,160.3901877,,2.01140072,-65.99723327,520,3.05E-05
mp-35421,122,0.779345891,4.50970406,Ca2La4S8,0.012979294,328.5571393,,5.65793859,-87.18304558,520,1.07E-05
mp-35432,74,7.336133077,4.726770241,Cr4Fe2O8,0.216295708,157.2686655,,3.99944523,-103.9836486,520,9.99948645
mp-35482,12,4.939608787,4.388663362,Ti1Fe4O8,0.141606396,151.0613152,,3.28369173,-92.24761526,520,20.0000264
mp-35493,74,10.15391459,6.13494558,Zn4Sn2O8,0.016629521,169.7232655,,3.31531434,-73.87047562,520,5.85E-06
mp-35530,216,10.22881099,4.036454609,Li1Mn4O8,0.037661191,145.9136691,,,-90.63842274,520,13.0000007
mp-35555,216,0.281786654,6.021367383,La1O1F1,0.062519623,47.95807264,,4.63056974,-23.23124996,520,3.90E-06
mp-35596,74,11.37864496,5.183417176,Fe4Ni2O8,0,150.1707416,,3.64136068,-87.22623359,520,12.0001083
mp-35647,74,7.909343782,7.890306968,Zn4Pt2O8,0,164.1111075,,3.04734773,-71.19204355,520,6.50E-07
mp-35659,148,17.57637293,5.973277296,Hg1Pb1F6,0,145.052157,,-2.43350772,-29.1962447,520,0
mp-35663,87,34.56376141,4.882913114,Sr1In2Te4,0.072028487,281.4621247,,3.09603329,-24.3524446,520,4.75E-05
mp-35683,1,-2.0674601,1.704289787,Na1P1F3,0.448136827,108.110324,,,-22.09947153,520,1
mp-35687,102,2.464716303,1.310950728,Be2C4N4,0.22876433,154.6524895,,-3.27396489,-78.51659963,520,0
mp-35695,160,1.378540988,1.407456257,Li2H1N1,0.085561656,34.09271059,,0.72313404,-17.17192781,520,6.28E-05
mp-35714,82,3.198975965,5.578488965,La5Tl1S8,0.011248626,343.9350179,,6.66915056,-87.89843547,520,0.0001674
mp-35746,122,4.002899326,4.197382488,Sr2Y4S8,0.072223272,311.4991019,,3.90190323,-91.1172277,520,0.00015815
mp-35751,102,4.925991005,1.846741981,Zn2C4N4,0.258016809,211.2043987,,-4.09922774,-70.7466312,520,6.05E-06
mp-35759,74,4.897760422,3.316445205,Li4Ni2F8,0,148.7765548,,-0.95091703,-64.58097691,520,2.0000666
mp-35777,121,65.69397104,4.965293886,Mg1In2Te4,0,255.617915,,3.6026189,-23.03008081,520,0.0001581
mp-35785,227,9.325548962,3.838575135,Y4Cd2S8,0,362.0650041,,1.8482545,-84.14201403,520,0.0001054
mp-35795,1,9.145335675,7.6112595,Bi1Pb1F5,0.055001809,111.5218517,,1.67034897,-33.62469956,520,0.0002525
mp-35835,7,-14.20018962,8.073053886,Ag2Au4S4,0.052479615,232.8117944,,2.0125486,-34.92257766,520,1.65E-05
mp-35841,216,-0.277892423,4.713980985,Li2Cu1Ge1,0,52.86270213,,3.30162873,-13.80575248,520,0.0002175
mp-35907,82,8.768485743,6.860082658,La5Tl1Te8,0,464.6816429,,6.74620646,-72.87668966,520,1.63E-05
mp-35915,123,9.255067875,6.313896466,Ba1Bi2O5,0.112065101,167.0783196,,1.57074671,-45.64783845,520,3.90E-06
mp-35975,12,12.21803576,4.397684912,Li4Mo2O6,0,119.1838927,,,-74.26126463,520,2
mp-36028,74,6.990887729,5.921746185,Co4Sn2O8,0,168.5701579,,,-86.41735127,520,5.9952855
mp-36066,9,5.302756365,2.614350067,P2N2O2,0.00129914,77.46433255,,2.28717035,-44.16548506,520,1.96E-05
mp-36069,74,6.273950147,5.873098544,Co4Tc2O8,0.045176223,158.2555027,,4.21763843,-96.93455262,520,3.7640754
mp-36111,216,-0.179913626,1.897717812,Li1Mg1P1,0,54.44347057,,2.73676376,-11.20964342,520,0.0002702
mp-36194,123,13.26190308,4.605829751,Ba2Ti1O4,0.160427247,139.3514871,,1.36320355,-51.44314877,520,0.0001011
mp-36216,63,9.582167079,6.468289173,Ag4S2,0.007359087,127.2311388,,2.22923864,-19.88099143,520,0.0006691
mp-36225,8,36.40253414,3.077688444,Na3Zr1F7,0.014360772,158.1837739,,-2.10654223,-61.19754569,520,1.30E-05
mp-36248,215,0.079102975,2.427330808,H4Br1N1,0.011541814,67.00251898,,-0.54914726,-26.74930363,520,0
mp-36254,164,-61.97215322,3.927351715,Cs2Ta1S6,0.402945473,270.2410135,,2.21012227,-42.90691402,520,0.0018011
mp-36262,9,13.10927879,2.931426798,Br2O4F2,0,148.3008605,,-2.25975519,-28.27033345,520,1.83E-05
mp-36381,146,24.25750312,2.740362679,Sn1P2S6,0,226.0503626,,2.5459011,-42.02203861,520,2.10E-05
mp-36383,146,-19.2332306,4.221770636,Ag3P2O8,0,201.992352,,0.09778686,-74.29929258,520,0.2514243
mp-36395,122,0.987110257,5.178477333,La4Cd2S8,0.0906171,332.5145395,,5.19326795,-77.86635283,520,2.13E-05
mp-36447,227,1.223396604,4.290327687,Al4Co2O8,0,136.9308837,,5.10913377,-99.81029095,520,2.9988763
mp-36480,64,52.70388554,6.919929212,La4Cu2O8,0.057020173,194.5415966,,7.56208489,-103.796519,520,2.21E-05
mp-36508,148,16.9706016,5.146962159,Sn1Hg1F6,0,139.7903529,,-2.44929317,-32.2757615,520,0.0001884
mp-36538,122,5.333043259,5.950970933,La4Pb2S8,0.019925485,342.2501469,,6.10024823,-84.03845524,520,9.10E-06
mp-36539,141,37.73257544,5.494118564,K2Bi2Se4,0.054002911,245.4175984,,1.78311216,-29.39810398,520,0.0002687
mp-36577,1,-4.476065112,3.094975602,Sr1As2S4,0.03763285,196.2204972,,1.96047913,-32.19340539,520,0.0003251
mp-36582,160,0.124099325,1.770069251,Na1H1S1,0.00190435,52.59360185,,0.50979004,-10.86875462,520,1.00E-06
mp-36733,122,17.91882027,6.250076395,La4Cd2Se8,0.092293424,375.1773072,,4.62121659,-71.06463195,520,6.05E-06
mp-36751,216,17.15355229,4.689856094,In5Ag1S8,0,332.287315,,4.22419811,-56.80542758,520,0
mp-36765,74,4.589848134,4.920602886,Ti2Co4O8,0.002947822,155.0530642,,3.4946273,-102.4756705,520,5.99970065
mp-36843,74,7.104086694,4.969322691,Mn4Ni2O8,0.028048333,155.4283174,,3.68312915,-94.63027183,520,10.0006669
mp-36866,227,-17.60706191,5.023274022,Al4Cd2O8,0.024173335,152.3075038,,3.66822747,-90.47280413,520,0
mp-36875,1,50.8151136,4.578806719,Na1Co3O6,0.531410457,107.2689508,,,-54.31751256,520,7.9962992
mp-36884,74,9.266699329,5.273366048,Mn4Sn2O8,0,184.2643334,,4.64600511,-100.945347,520,9.99998945
mp-36890,1,-1.089478323,9.216288809,Ta1Bi3O7,0.159956799,165.7396797,,4.82917437,-76.1551029,520,0.001508
mp-36891,225,-95.47142011,5.070188178,Br3N1,1.864457279,83.09549699,,2.64121876,-5.38168741,520,0.0001912
mp-36903,11,17.62216824,1.944216902,K2N2O6,0.008168243,172.7027581,,-1.17032501,-58.57870544,520,0.0002435
mp-36915,8,4.582544925,2.570160663,K6Fe2O5,0.001171148,275.4105136,,0.78434637,-59.50944611,520,7.9999221
mp-36921,160,11.32748941,5.059937397,Mn4Cu2O8,0.053904055,155.8298584,,3.79073273,-95.31721775,520,7.9167927
mp-36940,102,13.11870169,1.045208635,Mg2C4N4,0.403803023,242.5644295,,-4.5831288,-74.33268535,520,1.46E-05
mp-36988,66,159.3542702,3.756147698,Ca2Al4Se8,0,362.4050943,,2.44767719,-63.76378757,520,0.00034575
mp-37030,8,16.6483916,9.240162224,Ta1Bi3O7,0.159745366,165.3114652,,,-76.15742866,520,0.0003114
mp-37036,6,6.623873388,8.415391432,Bi2O3,0.091270351,91.9438052,,4.18644766,-28.30803118,520,1.66E-05
mp-37091,97,11.56916314,4.521575513,Sr1Al2Te4,0,239.4394056,,3.5086862,-27.59196326,520,3.02E-05
mp-37153,225,34.39573991,3.264039384,Ag1As1F6,0,150.9832089,,-2.41652978,-33.7925388,520,0.0601478
mp-37214,221,2.650897155,8.584767075,Mn1Pb1O3,0.127519386,59.98920391,,5.27926336,-31.90763664,520,2.9998374
mp-37216,148,16.27569803,5.091125672,Cd1Pb1F6,0,141.4249285,,-2.93307568,-32.21504531,520,2.40E-06
mp-37399,146,18.7797384,2.940141886,Li7Nb1O6,0.035931814,134.1299388,,0.39531059,-82.76390471,520,5.00E-07
mp-37436,1,16.13718659,3.35909092,Li7Sb1O6,0.009166468,131.6646748,,1.53658669,-73.28211221,520,1.60E-06
mp-37458,10,0.665663557,2.112850142,Na2H1F4,0,96.65375663,,,-27.8474008,520,1.0277516
mp-37473,131,4.356256444,2.960624827,Ti2O2F4,0.077483591,114.2649548,,-0.65206603,-58.42252412,520,1.68E-05
mp-37478,82,3.26915326,5.289809849,La5Ag1S8,0.02373078,332.407149,,6.21791327,-87.78515157,520,3.40E-06
mp-37514,123,13.79783084,5.599886547,Sr1Cu1O2,0.009754766,54.31401129,,,-22.56992228,520,2.00E-07
mp-37614,74,7.093757018,4.40082929,Al4Ni2O8,0,133.3116885,,6.03672608,-94.33803488,520,1.999929
mp-37620,141,2.037373448,4.156936927,Li2Mn2O4,0,75.00129512,,3.67355599,-52.97273408,520,4.0000006
