,Unnamed: 0,e_above_hull,final_energy,total_magnetization,spacenumber,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,gaps
237,237,0.00802335,-14.04119349,7.4e-06,152,16,80,64,48.0,32.0,16,71,88,17,79.5,8.5,71,32.065,200.59,168.525,116.3275,84.2625,32.065,234.32,388.36,154.04,311.34,77.02,234.32,12,16,4,14.0,2.0,12,3,6,3,4.5,1.5,3,105,132,27,118.5,13.5,105,2.0,2.58,0.58,2.29,0.29,2.0,2,2,0,2.0,0.0,2,0,4,4,2.0,2.0,0,0,10,10,5.0,5.0,0,0,14,14,7.0,7.0,0,6,26,20,16.0,10.0,6,0,0,0,0.0,0.0,0,0,2,2,1.0,1.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,1.0,1.0,0,25.23758621,25.786875,0.549288793,25.512230600000002,0.274644397,25.23758621,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,166,96,118.0,48.0,70,-2,2,4,2.828427125,1.6252950000000002
238,238,0.0,-30.83748963,0.0001391,221,21,45,24,39.0,9.0,45,11,59,48,47.0,18.0,59,44.955912,102.9055,57.949588,88.418103,21.7310955,102.9055,1814.0,2237.0,423.0,2131.25,158.625,2237.0,3,9,6,7.5,2.25,9,4,5,1,4.75,0.375,5,142,170,28,149.0,10.5,142,1.36,2.28,0.92,2.05,0.345,2.28,1,2,1,1.25,0.375,1,0,0,0,0.0,0.0,0,1,8,7,6.25,2.625,8,0,0,0,0.0,0.0,0,3,9,6,7.5,2.25,9,0,1,1,0.75,0.375,1,0,0,0,0.0,0.0,0,2,9,7,3.75,2.625,2,0,0,0,0,0,0,3,9,6,4.5,2.25,3,13.64,22.235,8.595,15.78875,3.223125,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.59e-06,2.38e-06,0.0,194,225,31,217.25,11.625,225,0,0,0,0.0,0.0
239,239,0.018502695,-9.26358231,1.27e-05,191,30,38,8,31.33333333,2.222222222,30,8,69,61,58.83333333,16.94444444,69,65.38,87.62,22.24,69.08666667,6.177777777999999,65.38,692.68,1050.0,357.32,752.2333332999999,99.25555556,692.68,2,12,10,10.33333333,2.777777778,12,4,5,1,4.166666667,0.27777777800000003,4,122,195,73,134.1666667,20.27777778,122,0.95,1.65,0.7,1.533333333,0.194444444,1.65,2,2,0,2.0,0.0,2,0,0,0,0.0,0.0,0,0,10,10,8.333333332999999,2.777777778,10,0,0,0,0.0,0.0,0,2,12,10,10.33333333,2.777777778,12,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,13.96,54.23,40.27,20.67166667,11.18611111,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,225,31,199.16666669999998,8.611111111,194,0,0,0,0.0,0.0
240,240,0.07421417799999999,-32.07422196,5.05e-06,194,16,41,25,28.5,12.5,16,47,88,41,67.5,20.5,47,32.065,92.90638,60.84138000000001,62.485690000000005,30.420690000000004,32.065,388.36,2750.0,2361.64,1569.18,1180.82,388.36,5,16,11,10.5,5.5,5,3,5,2,4.0,1.0,3,105,164,59,134.5,29.5,105,1.6,2.58,0.98,2.09,0.49,1.6,1,2,1,1.5,0.5,1,0,4,4,2.0,2.0,0,0,4,4,2.0,2.0,0,0,0,0,0.0,0.0,0,5,6,1,5.5,0.5,5,0,1,1,0.5,0.5,0,0,2,2,1.0,1.0,0,0,6,6,3.0,3.0,0,0,0,0,0,0,0,2,7,5,4.5,2.5,2,18.18,25.786875,7.606875,21.9834375,3.8034375,18.18,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,229,159,149.5,79.5,70,-2,2,4,2.828427125,0.0
241,241,0.0,-9.97271553,1.7100000000000002e-05,225,11,16,5,12.66666667,2.222222222,11,2,88,86,30.66666667,38.22222222,2,22.98976928,32.065,9.07523072,26.01484619,4.033435876,22.98976928,370.87,388.36,17.49,376.7,7.773333332999999,370.87,1,16,15,6.0,6.666666667,1,3,3,0,3.0,0.0,3,105,166,61,145.66666669999998,27.11111111,166,0.93,2.58,1.65,1.48,0.7333333329999999,0.93,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.7777777780000001,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,6,5,2.666666667,2.222222222,1,0,1,1,0.666666667,0.444444444,1,0,2,2,0.666666667,0.8888888890000001,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,25.786875,29.24333333,3.456458333,28.09118056,1.536203704,29.24333333,0.0,2.202,2.202,0.7340000000000001,0.978666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,229,159,176.0,70.66666667,229,-2,1,3,2.121320344,3.4516989999999996
242,242,0.20097119300000002,-26.30554644,0.0014655999999999998,221,26,78,52,65.0,19.5,78,55,63,8,61.0,3.0,63,55.845,195.084,139.239,160.27425,52.214625,195.084,1811.0,2041.4,230.4,1983.8,86.4,2041.4,8,10,2,9.5,0.75,10,4,6,2,5.5,0.75,6,132,136,4,135.0,1.5,136,1.83,2.28,0.45,2.1675,0.16875,2.28,1,2,1,1.25,0.375,1,0,0,0,0.0,0.0,0,6,9,3,8.25,1.125,9,0,14,14,10.5,5.25,14,8,24,16,20.0,6.0,24,0,1,1,0.75,0.375,1,0,0,0,0.0,0.0,0,1,4,3,1.75,1.125,1,0,0,0,0,0,0,2,4,2,2.5,0.75,2,10.73,15.02,4.29,13.9475,1.60875,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106627999999996,2.1106627999999996,0.5276656999999999,0.79149855,0.0,225,229,4,226.0,1.5,225,-2,2,4,2.529822128,0.0
243,243,0.0,-25.7658621,5.4e-06,216,4,46,42,11.0,11.66666667,4,62,67,5,66.16666667,1.388888889,67,9.012182000000001,106.42,97.407818,25.24681833,27.05772722,9.012182000000001,1560.0,1828.05,268.05,1604.675,74.45833333,1560.0,2,10,8,3.333333333,2.222222222,2,2,5,3,2.5,0.833333333,2,96,139,43,103.16666670000001,11.94444444,96,1.57,2.2,0.63,1.675,0.175,1.57,0,2,2,1.6666666669999999,0.5555555560000001,2,0,0,0,0.0,0.0,0,0,10,10,1.6666666669999999,2.777777778,0,0,0,0,0.0,0.0,0,2,10,8,3.333333333,2.222222222,2,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7.89,14.41,6.52,8.976666667,1.811111111,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,225,31,199.16666669999998,8.611111111,194,0,0,0,0.0,0.0
244,244,0.0,-12.39952543,9.04e-05,225,16,71,55,43.5,27.5,16,41,88,47,64.5,23.5,41,32.065,174.9668,142.9018,103.5159,71.4509,32.065,388.36,1936.0,1547.64,1162.18,773.82,388.36,3,16,13,9.5,6.5,3,3,6,3,4.5,1.5,3,105,187,82,146.0,41.0,105,1.27,2.58,1.31,1.925,0.655,1.27,2,2,0,2.0,0.0,2,0,4,4,2.0,2.0,0,0,1,1,0.5,0.5,0,0,14,14,7.0,7.0,0,6,17,11,11.5,5.5,6,0,0,0,0.0,0.0,0,0,2,2,1.0,1.0,0,0,9,9,4.5,4.5,0,0,0,0,0,0,0,2,9,7,5.5,3.5,2,25.786875,28.865,3.078125,27.3259375,1.5390625,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0022471,0.0022471,0.00112355,0.00112355,0.0,70,194,124,132.0,62.0,70,0,0,0,0.0,0.0
245,245,0.0,-29.77967434,0.0,186,7,13,6,10.0,3.0,7,73,82,9,77.5,4.5,73,14.0067,26.9815386,12.9748386,20.4941193,6.4874193,14.0067,63.05,933.47,870.42,498.26,435.21,63.05,13,15,2,14.0,1.0,13,2,3,1,2.5,0.5,2,71,121,50,96.0,25.0,71,1.61,3.04,1.43,2.325,0.715,1.61,2,2,0,2.0,0.0,2,1,3,2,2.0,1.0,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,5,2,4.0,1.0,3,0,0,0,0.0,0.0,0,3,5,2,4.0,1.0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3,5,2,4.0,1.0,3,14.76875,16.48,1.71125,15.624375,0.855625,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,225,31,209.5,15.5,194,-3,3,6,4.242640687,5.585207
246,246,0.048170359,-19.48530761,4e-06,194,28,34,6,31.0,3.0,28,61,89,28,75.0,14.0,61,58.6934,78.96,20.2666,68.8267,10.1333,58.6934,494.0,1728.0,1234.0,1111.0,617.0,494.0,10,16,6,13.0,3.0,10,4,4,0,4.0,0.0,4,120,124,4,122.0,2.0,120,1.91,2.55,0.64,2.23,0.32,1.91,2,2,0,2.0,0.0,2,0,4,4,2.0,2.0,0,8,10,2,9.0,1.0,8,0,0,0,0.0,0.0,0,10,16,6,13.0,3.0,10,0,0,0,0.0,0.0,0,0,2,2,1.0,1.0,0,0,2,2,1.0,1.0,0,0,0,0,0,0,0,2,2,0,2.0,0.0,2,10.32,25.92,15.6,18.12,7.8,10.32,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.5953946999999999,0.5953946999999999,0.29769735,0.29769735,0.0,14,225,211,119.5,105.5,14,-2,2,4,2.828427125,0.0
247,247,0.0,-12.01978309,8.44e-05,164,34,50,16,39.33333333,7.1111111110000005,34,80,89,9,86.0,4.0,89,78.96,118.71,39.75,92.21,17.66666667,78.96,494.0,505.08,11.08,497.69333330000006,4.924444444,494.0,14,16,2,15.33333333,0.8888888890000001,16,4,5,1,4.333333333,0.444444444,4,120,139,19,126.33333329999999,8.444444444,120,1.96,2.55,0.59,2.353333333,0.262222222,2.55,2,2,0,2.0,0.0,2,2,4,2,3.333333333,0.8888888890000001,4,10,10,0,10.0,0.0,10,0,0,0,0.0,0.0,0,14,16,2,15.33333333,0.8888888890000001,16,0,0,0,0.0,0.0,0,2,4,2,2.666666667,0.8888888890000001,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,4,2,2.666666667,0.8888888890000001,2,25.92,33.285,7.365,28.375,3.273333333,25.92,0.0,0.799,0.799,0.532666667,0.35511111100000003,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14,141,127,56.33333333,56.44444444,14,-2,4,6,4.242640687,1.150305
248,248,0.0,-89.04600585,3.3e-06,146,16,81,65,59.33333333,28.88888889,81,76,88,12,80.0,5.333333333,76,32.065,204.3833,172.3183,146.9438667,76.58591111,204.3833,388.36,577.0,188.64,514.12,83.84,577.0,13,16,3,14.0,1.333333333,13,3,6,3,5.0,1.333333333,6,105,145,40,131.6666667,17.77777778,145,1.62,2.58,0.96,1.94,0.42666666700000005,1.62,2,2,0,2.0,0.0,2,1,4,3,2.0,1.333333333,1,0,10,10,6.666666667,4.444444444,10,0,14,14,9.333333332999999,6.222222222,14,6,27,21,20.0,9.333333332999999,27,0,0,0,0.0,0.0,0,2,5,3,4.0,1.333333333,5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,5,3,4.0,1.333333333,5,25.786875,26.91,1.123125,26.535625,0.499166667,26.91,0.0,2.202,2.202,0.7340000000000001,0.978666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,194,124,152.66666669999998,55.11111111,194,-2,1,3,2.121320344,0.9567200000000001
249,249,0.015849841,-49.49092289,0.00033285,227,27,41,14,31.66666667,6.222222222,27,47,58,11,54.33333333,4.8888888889999995,58,58.933195,92.90638,33.973185,70.25759000000001,15.09919333,58.933195,1768.0,2750.0,982.0,2095.333333,436.4444444,1768.0,5,9,4,7.666666667,1.7777777780000001,9,4,5,1,4.333333333,0.444444444,4,126,164,38,138.66666669999998,16.88888889,126,1.6,1.88,0.28,1.786666667,0.124444444,1.88,1,2,1,1.6666666669999999,0.444444444,2,0,0,0,0.0,0.0,0,4,7,3,6.0,1.333333333,7,0,0,0,0.0,0.0,0,5,9,4,7.666666667,1.7777777780000001,9,0,1,1,0.333333333,0.444444444,0,0,0,0,0.0,0.0,0,3,6,3,4.0,1.333333333,3,0,0,0,0,0,0,3,7,4,4.333333333,1.7777777780000001,3,10.245,18.18,7.935,12.89,3.5266666669999998,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,229,35,205.66666669999998,15.55555556,194,0,0,0,0.0,0.0
250,250,0.0,-12.647859500000001,5.47e-05,186,16,48,32,32.0,16.0,16,70,88,18,79.0,9.0,70,32.065,112.411,80.346,72.238,40.173,32.065,388.36,594.22,205.86,491.29,102.93,388.36,12,16,4,14.0,2.0,12,3,5,2,4.0,1.0,3,105,144,39,124.5,19.5,105,1.69,2.58,0.89,2.135,0.445,1.69,2,2,0,2.0,0.0,2,0,4,4,2.0,2.0,0,0,10,10,5.0,5.0,0,0,0,0,0.0,0.0,0,6,12,6,9.0,3.0,6,0,0,0,0.0,0.0,0,0,2,2,1.0,1.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,1.0,1.0,0,19.495,25.786875,6.291875,22.6409375,3.1459375,19.495,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,194,124,132.0,62.0,70,-2,2,4,2.828427125,1.91815
251,251,0.0,-69.80059027,5e-08,227,40,74,34,62.66666667,15.11111111,74,44,51,7,48.66666667,3.111111111,51,91.22399999999999,183.84,92.616,152.968,41.16266667,183.84,2128.0,3695.0,1567.0,3172.666667,696.4444444000001,3695.0,4,6,2,5.333333333,0.8888888890000001,6,5,6,1,5.666666667,0.444444444,6,162,175,13,166.33333330000002,5.777777778,162,1.33,2.36,1.03,2.016666667,0.45777777799999997,2.36,2,2,0,2.0,0.0,2,0,0,0,0.0,0.0,0,2,4,2,3.333333333,0.8888888890000001,4,0,14,14,9.333333332999999,6.222222222,14,4,20,16,14.66666667,7.1111111110000005,20,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,6,8,2,6.666666667,0.8888888890000001,6,0,0,0,0,0,0,6,8,2,6.666666667,0.8888888890000001,6,16.05,23.195,7.145,18.43166667,3.1755555560000004,16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,229,35,217.33333330000002,15.55555556,229,0,0,0,0.0,0.0
252,252,0.0,-106.15761950000001,0.0,70,7,20,13,8.857142857000001,3.183673469,7,7,82,75,71.28571429,18.36734694,82,14.0067,40.078,26.0713,17.73117143,6.384808163,14.0067,63.05,1115.0,1051.95,213.32857140000002,257.6204082,63.05,2,15,13,13.14285714,3.183673469,15,2,4,2,2.285714286,0.489795918,2,71,176,105,86.0,25.71428571,71,1.0,3.04,2.04,2.7485714289999996,0.49959183700000004,3.04,2,2,0,2.0,0.0,2,0,3,3,2.5714285709999998,0.734693878,3,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,5,3,4.571428571,0.734693878,5,0,0,0,0.0,0.0,0,0,3,3,2.5714285709999998,0.734693878,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,3,2.5714285709999998,0.734693878,3,14.76875,37.77,23.00125,18.05464286,5.632959184,14.76875,0.0,6.437,6.437,5.517428571,1.5764081630000002,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194,225,31,198.4285714,7.591836735,194,-3,5,8,4.74341649,4.605931
253,253,0.0,-8.64893631,0.0,225,9,11,2,10.0,1.0,9,2,93,91,47.5,45.5,2,18.998403200000002,22.98976928,3.99136608,20.99408624,1.99568304,18.998403200000002,53.5,370.87,317.37,212.185,158.685,53.5,1,17,16,9.0,8.0,1,2,3,1,2.5,0.5,2,57,166,109,111.5,54.5,57,0.93,3.98,3.05,2.455,1.525,0.93,1,2,1,1.5,0.5,1,0,5,5,2.5,2.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,7,6,4.0,3.0,1,0,1,1,0.5,0.5,0,0,1,1,0.5,0.5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,1,9.7075,29.24333333,19.53583333,19.47541667,9.767916667,9.7075,0.0,1.97,1.97,0.985,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,229,214,122.0,107.0,15,-1,1,2,1.4142135619999998,8.299371
254,254,0.0,-33.45868978,0.00012875,62,34,50,16,42.0,8.0,34,80,89,9,84.5,4.5,80,78.96,118.71,39.75,98.835,19.875,78.96,494.0,505.08,11.08,499.54,5.54,494.0,14,16,2,15.0,1.0,14,4,5,1,4.5,0.5,4,120,139,19,129.5,9.5,120,1.96,2.55,0.59,2.255,0.295,1.96,2,2,0,2.0,0.0,2,2,4,2,3.0,1.0,2,10,10,0,10.0,0.0,10,0,0,0,0.0,0.0,0,14,16,2,15.0,1.0,14,0,0,0,0.0,0.0,0,2,4,2,3.0,1.0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,4,2,3.0,1.0,2,25.92,33.285,7.365,29.6025,3.6825,25.92,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,141,127,77.5,63.5,14,-2,2,4,2.828427125,1.02795
255,255,0.0,-18.14349346,0.6456229,164,23,34,11,30.33333333,4.8888888889999995,34,46,89,43,74.66666667,19.11111111,89,50.9415,78.96,28.0185,69.6205,12.45266667,78.96,494.0,2183.0,1689.0,1057.0,750.6666667000001,494.0,5,16,11,12.33333333,4.8888888889999995,16,4,4,0,4.0,0.0,4,120,153,33,131.0,14.66666667,120,1.63,2.55,0.92,2.2433333330000003,0.408888889,2.55,2,2,0,2.0,0.0,2,0,4,4,2.666666667,1.7777777780000001,4,3,10,7,7.666666667,3.111111111,10,0,0,0,0.0,0.0,0,5,16,11,12.33333333,4.8888888889999995,16,0,0,0,0.0,0.0,0,0,2,2,1.333333333,0.8888888890000001,2,0,7,7,2.333333333,3.111111111,0,0,0,0,0,0,0,2,7,5,3.666666667,2.222222222,2,13.01,25.92,12.91,21.61666667,5.737777778,25.92,0.0,0.799,0.799,0.532666667,0.35511111100000003,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14,229,215,85.66666667,95.55555556,14,-2,4,6,4.242640687,0.0
256,256,0.00257498,-46.03057185,0.005146199999999999,227,22,27,5,25.33333333,2.222222222,27,43,58,15,53.0,6.666666667,58,47.867,58.933195,11.066195,55.24446333,4.9183088889999995,58.933195,1768.0,1941.0,173.0,1825.6666670000002,76.88888889,1768.0,4,9,5,7.333333333,2.222222222,9,4,4,0,4.0,0.0,4,126,160,34,137.33333330000002,15.11111111,126,1.54,1.88,0.34,1.766666667,0.151111111,1.88,2,2,0,2.0,0.0,2,0,0,0,0.0,0.0,0,2,7,5,5.333333333,2.222222222,7,0,0,0,0.0,0.0,0,4,9,5,7.333333333,2.222222222,9,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,8,5,4.666666667,2.222222222,3,0,0,0,0,0,0,3,8,5,4.666666667,2.222222222,3,10.245,16.69,6.445,12.39333333,2.8644444439999996,10.245,0.0,0.0,0.0,0.0,0.0,0.0,2.25e-05,1.5484712,1.548448667,1.032321644,0.688199407,1.5484712,194,194,0,194.0,0.0,194,0,0,0,0.0,0.0
257,257,0.0,-51.30708838,9.18e-06,62,14,78,64,46.0,32.0,14,63,78,15,70.5,7.5,63,28.0855,195.084,166.9985,111.58475,83.49925,28.0855,1687.0,2041.4,354.4,1864.2,177.2,1687.0,10,14,4,12.0,2.0,10,3,6,3,4.5,1.5,3,111,136,25,123.5,12.5,111,1.9,2.28,0.38,2.09,0.19,1.9,1,2,1,1.5,0.5,1,0,2,2,1.0,1.0,0,0,9,9,4.5,4.5,0,0,14,14,7.0,7.0,0,4,24,20,14.0,10.0,4,0,1,1,0.5,0.5,0,0,4,4,2.0,2.0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,2,4,2,3.0,1.0,2,15.02,20.44,5.42,17.73,2.71,15.02,0.0,0.773,0.773,0.3865,0.3865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,227,2,226.0,1.0,225,-4,4,8,4.103913408,0.0
258,258,0.100405643,-74.19688313,1.5e-07,205,8,50,42,22.0,18.66666667,8,80,87,7,84.66666667,3.111111111,87,15.9994,118.71,102.7106,50.23626667,45.64915556,15.9994,54.8,505.08,450.28,204.89333330000002,200.12444440000002,54.8,14,16,2,15.33333333,0.8888888890000001,16,2,5,3,3.0,1.333333333,2,66,139,73,90.33333333,32.44444444,66,1.96,3.44,1.48,2.9466666669999997,0.6577777779999999,3.44,2,2,0,2.0,0.0,2,2,4,2,3.333333333,0.8888888890000001,4,0,10,10,3.333333333,4.444444444,0,0,0,0,0.0,0.0,0,6,14,8,8.666666667000001,3.5555555560000003,6,0,0,0,0.0,0.0,0,2,4,2,2.666666667,0.8888888890000001,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,4,2,2.666666667,0.8888888890000001,2,9.105,33.285,24.18,17.165,10.74666667,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,141,129,55.0,57.33333333,12,-2,4,6,4.242640687,1.6482860000000001
259,259,0.0,-34.21485555,3.4899999999999995e-05,62,32,34,2,33.0,1.0,32,79,89,10,84.0,5.0,79,72.64,78.96,6.32,75.8,3.16,72.64,494.0,1211.4,717.4,852.7,358.7,494.0,14,16,2,15.0,1.0,14,4,4,0,4.0,0.0,4,120,120,0,120.0,0.0,120,2.01,2.55,0.54,2.28,0.27,2.01,2,2,0,2.0,0.0,2,2,4,2,3.0,1.0,2,10,10,0,10.0,0.0,10,0,0,0,0.0,0.0,0,14,16,2,15.0,1.0,14,0,0,0,0.0,0.0,0,2,4,2,3.0,1.0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,4,2,3.0,1.0,2,23.005,25.92,2.915,24.4625,1.4575,23.005,0.38299999999999995,0.799,0.41600000000000004,0.591,0.20800000000000002,0.38299999999999995,0.0,0.0,0.0,0.0,0.0,0.0,14,225,211,119.5,105.5,14,-2,2,4,2.828427125,1.3382049999999999
260,260,0.0,-12.7282936,1.5e-06,225,33,57,24,45.0,12.0,33,13,84,71,48.5,35.5,13,74.9216,138.90547,63.983869999999996,106.91353500000001,31.991934999999998,74.9216,1090.0,1193.0,103.0,1141.5,51.5,1090.0,3,15,12,9.0,6.0,3,4,6,2,5.0,1.0,4,119,207,88,163.0,44.0,119,1.1,2.18,1.08,1.64,0.54,1.1,2,2,0,2.0,0.0,2,0,3,3,1.5,1.5,0,1,10,9,5.5,4.5,1,0,0,0,0.0,0.0,0,3,15,12,9.0,6.0,3,0,0,0,0.0,0.0,0,0,3,3,1.5,1.5,0,0,9,9,4.5,4.5,0,0,0,0,0,0,0,3,9,6,6.0,3.0,3,22.175,36.8975,14.7225,29.53625,7.36125,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,194,28,180.0,14.0,166,-3,3,6,4.242640687,0.0
261,261,0.020762994,-11.03770678,2.5e-06,221,29,39,10,34.0,5.0,29,12,64,52,38.0,26.0,12,63.54600000000001,88.90585,25.35985,76.225925,12.679925,63.54600000000001,1357.77,1799.0,441.23,1578.385,220.615,1357.77,3,11,8,7.0,4.0,3,4,5,1,4.5,0.5,4,132,190,58,161.0,29.0,132,1.22,1.9,0.68,1.56,0.34,1.22,1,2,1,1.5,0.5,1,0,0,0,0.0,0.0,0,1,10,9,5.5,4.5,1,0,0,0,0.0,0.0,0,3,11,8,7.0,4.0,3,0,1,1,0.5,0.5,0,0,0,0,0.0,0.0,0,0,9,9,4.5,4.5,0,0,0,0,0,0,0,1,9,8,5.0,4.0,1,11.07,32.365,21.295,21.7175,10.6475,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,225,31,209.5,15.5,194,0,0,0,0.0,0.0
262,262,0.0,-53.3971781,3.4200000000000005e-05,19,19,33,14,26.0,7.0,19,3,84,81,43.5,40.5,3,39.0983,74.9216,35.8233,57.00995,17.91165,39.0983,336.53,1090.0,753.47,713.265,376.735,336.53,1,15,14,8.0,7.0,1,4,4,0,4.0,0.0,4,119,203,84,161.0,42.0,119,0.82,2.18,1.36,1.5,0.68,0.82,1,2,1,1.5,0.5,1,0,3,3,1.5,1.5,0,0,10,10,5.0,5.0,0,0,0,0,0.0,0.0,0,1,15,14,8.0,7.0,1,0,1,1,0.5,0.5,0,0,3,3,1.5,1.5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,3,2,2.0,1.0,1,22.175,73.10666667,50.93166667,47.64083333,25.46583333,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,229,63,197.5,31.5,166,-3,5,8,3.433580301,1.214108
