,Unnamed: 0,e_above_hull,final_energy,total_magnetization,spacenumber,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,gaps
469,469,0.0,-72.93514338,1.88e-05,14,51,77,26,59.66666667,11.55555556,51,60,85,25,76.66666667,11.11111111,85,121.76,192.217,70.457,145.2456667,31.31422222,121.76,903.78,2739.0,1835.22,1515.52,815.6533333,903.78,9,15,6,13.0,2.666666667,15,5,6,1,5.333333333,0.444444444,5,139,141,2,139.66666669999998,0.8888888890000001,139,2.05,2.2,0.15,2.1,0.066666667,2.05,2,2,0,2.0,0.0,2,0,3,3,2.0,1.333333333,3,7,10,3,9.0,1.333333333,10,0,14,14,4.666666667,6.222222222,0,15,23,8,17.66666667,3.5555555560000003,15,0,0,0,0.0,0.0,0,0,3,3,2.0,1.333333333,3,0,3,3,1.0,1.333333333,0,0,0,0,0,0,0,3,3,0,3.0,0.0,3,14.21,31.56,17.35,25.77666667,7.711111111,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,225,59,185.66666669999998,26.22222222,166,-3,3,6,3.837612894,0.9721350000000001
470,470,0.0,-31.97427302,2.5e-07,136,9,12,3,10.0,1.333333333,9,68,93,25,84.66666667,11.11111111,93,18.998403200000002,24.305,5.3065968,20.7672688,2.358487467,18.998403200000002,53.5,923.0,869.5,343.3333333,386.44444439999995,53.5,2,17,15,12.0,6.666666667,17,2,3,1,2.333333333,0.444444444,2,57,141,84,85.0,37.33333333,57,1.31,3.98,2.67,3.09,1.1866666670000001,3.98,2,2,0,2.0,0.0,2,0,5,5,3.333333333,2.222222222,5,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,7,5,5.333333333,2.222222222,7,0,0,0,0.0,0.0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,9.7075,22.89,13.1825,14.10166667,5.858888889,9.7075,0.0,1.97,1.97,1.3133333329999999,0.8755555559999999,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15,194,179,74.66666667,79.55555556,15,-1,2,3,2.121320344,8.985445
471,471,0.0,-25.55991713,0.00276825,194,49,71,22,63.66666667,9.777777777999999,71,41,75,34,52.33333333,15.11111111,41,114.818,174.9668,60.1488,154.9172,26.7328,174.9668,429.75,1936.0,1506.25,1433.916667,669.4444444000001,1936.0,3,13,10,6.333333333,4.444444444,3,5,6,1,5.666666667,0.444444444,6,142,187,45,172.0,20.0,187,1.27,1.78,0.51,1.44,0.226666667,1.27,2,2,0,2.0,0.0,2,0,1,1,0.333333333,0.444444444,0,1,10,9,4.0,4.0,1,0,14,14,9.333333332999999,6.222222222,14,13,17,4,15.66666667,1.7777777780000001,17,0,0,0,0.0,0.0,0,0,5,5,1.6666666669999999,2.222222222,0,0,9,9,6.0,4.0,9,0,0,0,0,0,0,5,9,4,7.666666667,1.7777777780000001,9,24.26,28.865,4.605,27.33,2.0466666669999998,28.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.001498067,0.000998711,0.0022471,139,194,55,175.66666669999998,24.44444444,194,0,0,0,0.0,0.0
472,472,0.02192611,-34.34444842,4.5e-07,123,23,45,22,34.0,11.0,23,46,59,13,52.5,6.5,46,50.9415,102.9055,51.964,76.9235,25.982,50.9415,2183.0,2237.0,54.0,2210.0,27.0,2183.0,5,9,4,7.0,2.0,5,4,5,1,4.5,0.5,4,142,153,11,147.5,5.5,142,1.63,2.28,0.65,1.955,0.325,1.63,1,2,1,1.5,0.5,1,0,0,0,0.0,0.0,0,3,8,5,5.5,2.5,3,0,0,0,0.0,0.0,0,5,9,4,7.0,2.0,5,0,1,1,0.5,0.5,0,0,0,0,0.0,0.0,0,2,7,5,4.5,2.5,2,0,0,0,0,0,0,3,7,4,5.0,2.0,3,13.01,13.64,0.63,13.325,0.315,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,229,4,227.0,2.0,225,0,0,0,0.0,0.0
473,473,0.033676871000000004,-16.51821344,8.740000000000001e-05,191,4,40,36,16.0,16.0,4,44,67,23,59.33333333,10.22222222,67,9.012182000000001,91.22399999999999,82.21181800000001,36.41612133,36.53858578,9.012182000000001,1560.0,2128.0,568.0,1749.3333329999998,252.4444444,1560.0,2,4,2,2.666666667,0.8888888890000001,2,2,5,3,3.0,1.333333333,2,96,175,79,122.33333329999999,35.11111111,96,1.33,1.57,0.24,1.49,0.10666666699999999,1.57,2,2,0,2.0,0.0,2,0,0,0,0.0,0.0,0,0,2,2,0.666666667,0.8888888890000001,0,0,0,0,0.0,0.0,0,2,4,2,2.666666667,0.8888888890000001,2,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,8,8,2.666666667,3.5555555560000003,0,0,0,0,0,0,0,0,8,8,2.666666667,3.5555555560000003,0,7.89,23.195,15.305,12.99166667,6.802222222,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,194,0,194.0,0.0,194,0,0,0,0.0,0.0
474,474,0.0,-9.51033231,0.0,225,34,56,22,45.0,11.0,34,9,89,80,49.0,40.0,9,78.96,137.327,58.367,108.1435,29.1835,78.96,494.0,1000.0,506.0,747.0,253.0,494.0,2,16,14,9.0,7.0,2,4,6,2,5.0,1.0,4,120,215,95,167.5,47.5,120,0.89,2.55,1.66,1.72,0.83,0.89,2,2,0,2.0,0.0,2,0,4,4,2.0,2.0,0,0,10,10,5.0,5.0,0,0,0,0,0.0,0.0,0,2,16,14,9.0,7.0,2,0,0,0,0.0,0.0,0,0,2,2,1.0,1.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,1.0,1.0,0,25.92,63.59,37.67,44.755,18.835,25.92,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,229,215,121.5,107.5,14,-2,2,4,2.828427125,2.8451459999999997
475,475,0.087687998,-13.45897302,4.4e-05,221,13,70,57,27.25,21.375,13,39,73,34,64.5,12.75,73,26.9815386,173.054,146.0724614,63.49965395,54.77717302,26.9815386,933.47,1092.0,158.53,973.1025,59.44875,933.47,3,13,10,10.5,3.75,13,3,6,3,3.75,1.125,3,121,187,66,137.5,24.75,121,1.26,1.61,0.35,1.5225,0.13125,1.61,2,2,0,2.0,0.0,2,0,1,1,0.75,0.375,1,0,0,0,0.0,0.0,0,0,14,14,3.5,5.25,0,3,16,13,6.25,4.875,3,0,0,0,0.0,0.0,0,0,5,5,3.75,1.875,5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,5,3.75,1.875,5,16.48,34.12,17.64,20.89,6.615,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,225,0,225.0,0.0,225,0,0,0,0.0,0.0
476,476,0.0,-29.84060843,4.8e-06,191,38,46,8,44.66666667,2.222222222,46,8,62,54,53.0,15.0,62,87.62,106.42,18.8,103.2866667,5.222222222,106.42,1050.0,1828.05,778.05,1698.375,216.125,1828.05,2,10,8,8.666666667000001,2.222222222,10,5,5,0,5.0,0.0,5,139,195,56,148.33333330000002,15.55555556,139,0.95,2.2,1.25,1.9916666669999998,0.347222222,2.2,0,2,2,0.333333333,0.5555555560000001,0,0,0,0,0.0,0.0,0,0,10,10,8.333333332999999,2.777777778,10,0,0,0,0.0,0.0,0,2,10,8,8.666666667000001,2.222222222,10,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,14.41,54.23,39.82,21.04666667,11.06111111,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,225,0,225.0,0.0,225,0,0,0,0.0,0.0
477,477,0.0039572109999999995,-11.23340111,1.4999999999999999e-05,221,48,79,31,71.25,11.625,79,66,70,4,67.0,1.5,66,112.411,196.966569,84.55556899999999,175.8276768,31.70833837,196.966569,594.22,1337.33,743.11,1151.5525,278.66625,1337.33,11,12,1,11.25,0.375,11,5,6,1,5.75,0.375,6,136,144,8,138.0,3.0,136,1.69,2.54,0.85,2.3275,0.31875,2.54,1,2,1,1.25,0.375,1,0,0,0,0.0,0.0,0,10,10,0,10.0,0.0,10,0,14,14,10.5,5.25,14,12,25,13,21.75,4.875,25,0,1,1,0.75,0.375,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0.75,0.375,1,16.7,19.495,2.795,17.39875,1.048125,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,225,31,217.25,11.625,225,0,0,0,0.0,0.0
478,478,0.0,-11.96804153,0.0,225,8,12,4,10.0,2.0,8,68,87,19,77.5,9.5,68,15.9994,24.305,8.3056,20.1522,4.1528,15.9994,54.8,923.0,868.2,488.9,434.1,54.8,2,16,14,9.0,7.0,2,2,3,1,2.5,0.5,2,66,141,75,103.5,37.5,66,1.31,3.44,2.13,2.375,1.065,1.31,2,2,0,2.0,0.0,2,0,4,4,2.0,2.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,6,4,4.0,2.0,2,0,0,0,0.0,0.0,0,0,2,2,1.0,1.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,1.0,1.0,0,9.105,22.89,13.785,15.9975,6.8925,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,194,182,103.0,91.0,12,-2,2,4,2.828427125,6.300873999999999
479,479,0.0,-9.32670073,6.68e-05,225,11,34,23,18.66666667,10.22222222,11,2,89,87,31.0,38.66666667,2,22.98976928,78.96,55.97023072,41.64651285,24.8756581,22.98976928,370.87,494.0,123.13,411.91333330000003,54.72444444,370.87,1,16,15,6.0,6.666666667,1,3,4,1,3.333333333,0.444444444,3,120,166,46,150.66666669999998,20.44444444,166,0.93,2.55,1.62,1.47,0.72,0.93,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.7777777780000001,0,0,10,10,3.333333333,4.444444444,0,0,0,0,0.0,0.0,0,1,16,15,6.0,6.666666667,1,0,1,1,0.666666667,0.444444444,1,0,2,2,0.666666667,0.8888888890000001,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,25.92,29.24333333,3.3233333330000003,28.13555556,1.4770370369999999,29.24333333,0.0,0.799,0.799,0.266333333,0.35511111100000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,229,215,157.33333330000002,95.55555556,229,-2,1,3,2.121320344,2.843257
480,480,0.071134411,-75.80385304,0.00402235,223,24,44,20,29.0,7.5,24,49,56,7,50.75,2.625,49,51.9961,101.07,49.0739,64.264575,18.4027125,51.9961,2180.0,2607.0,427.0,2286.75,160.125,2180.0,6,8,2,6.5,0.75,6,4,5,1,4.25,0.375,4,139,146,7,140.75,2.625,139,1.66,2.2,0.54,1.795,0.2025,1.66,1,1,0,1.0,0.0,1,0,0,0,0.0,0.0,0,5,7,2,5.5,0.75,5,0,0,0,0.0,0.0,0,6,8,2,6.5,0.75,6,1,1,0,1.0,0.0,1,0,0,0,0.0,0.0,0,3,5,2,4.5,0.75,5,0,0,0,0,0,0,4,6,2,5.5,0.75,6,11.19,13.51,2.32,11.77,0.87,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,229,35,220.25,13.125,229,0,0,0,0.0,0.0
481,481,0.193845568,-23.56031494,5.04e-05,194,16,27,11,21.5,5.5,16,58,88,30,73.0,15.0,58,32.065,58.933195,26.868195,45.4990975,13.4340975,32.065,388.36,1768.0,1379.64,1078.18,689.82,388.36,9,16,7,12.5,3.5,9,3,4,1,3.5,0.5,3,105,126,21,115.5,10.5,105,1.88,2.58,0.7,2.23,0.35,1.88,2,2,0,2.0,0.0,2,0,4,4,2.0,2.0,0,0,7,7,3.5,3.5,0,0,0,0,0.0,0.0,0,6,9,3,7.5,1.5,6,0,0,0,0.0,0.0,0,0,2,2,1.0,1.0,0,0,3,3,1.5,1.5,0,0,0,0,0,0,0,2,3,1,2.5,0.5,2,10.245,25.786875,15.541875,18.0159375,7.7709375,10.245,0.0,2.202,2.202,1.101,1.101,0.0,0.0,1.5484712,1.5484712,0.7742356,0.7742356,0.0,70,194,124,132.0,62.0,70,-2,2,4,2.828427125,0.0
482,482,0.0,-78.40131858,1.1e-06,223,14,42,28,35.0,10.5,42,50,78,28,57.0,10.5,50,28.0855,95.96,67.8745,78.991375,25.4529375,95.96,1687.0,2896.0,1209.0,2593.75,453.375,2896.0,6,14,8,8.0,3.0,6,3,5,2,4.5,0.75,5,111,154,43,143.25,16.125,154,1.9,2.16,0.26,2.095,0.0975,2.16,1,2,1,1.25,0.375,1,0,2,2,0.5,0.75,0,0,5,5,3.75,1.875,5,0,0,0,0.0,0.0,0,4,6,2,5.5,0.75,6,0,1,1,0.75,0.375,1,0,4,4,1.0,1.5,0,0,5,5,3.75,1.875,5,0,0,0,0,0,0,4,6,2,5.5,0.75,6,15.69,20.44,4.75,16.8775,1.78125,15.69,0.0,0.773,0.773,0.19325,0.289875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,229,2,228.5,0.75,229,0,0,0,0.0,0.0
483,483,0.0,-49.71767543,2.05e-06,140,14,40,26,31.33333333,11.55555556,40,44,78,34,55.33333333,15.11111111,44,28.0855,91.22399999999999,63.1385,70.17783333,28.06155556,91.22399999999999,1687.0,2128.0,441.0,1981.0,196.0,2128.0,4,14,10,7.333333333,4.444444444,4,3,5,2,4.333333333,0.8888888890000001,5,111,175,64,153.66666669999998,28.44444444,175,1.33,1.9,0.57,1.52,0.253333333,1.33,2,2,0,2.0,0.0,2,0,2,2,0.666666667,0.8888888890000001,0,0,2,2,1.333333333,0.8888888890000001,2,0,0,0,0.0,0.0,0,4,4,0,4.0,0.0,4,0,0,0,0.0,0.0,0,0,4,4,1.333333333,1.7777777780000001,0,0,8,8,5.333333333,3.5555555560000003,8,0,0,0,0,0,0,4,8,4,6.666666667,1.7777777780000001,8,20.44,23.195,2.755,22.27666667,1.224444444,23.195,0.0,0.773,0.773,0.257666667,0.34355555600000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,227,33,205.0,14.66666667,194,-4,2,6,4.242640687,0.0
484,484,0.0,-67.61202893,7.33e-07,189,7,73,66,40.0,33.0,7,48,82,34,65.0,17.0,48,14.0067,180.94788,166.94118,97.47729,83.47059,14.0067,63.05,3290.0,3226.95,1676.525,1613.475,63.05,5,15,10,10.0,5.0,5,2,6,4,4.0,2.0,2,71,170,99,120.5,49.5,71,1.5,3.04,1.54,2.27,0.77,1.5,2,2,0,2.0,0.0,2,0,3,3,1.5,1.5,0,0,3,3,1.5,1.5,0,0,14,14,7.0,7.0,0,5,19,14,12.0,7.0,5,0,0,0,0.0,0.0,0,0,3,3,1.5,1.5,0,0,7,7,3.5,3.5,0,0,0,0,0,0,0,3,7,4,5.0,2.0,3,14.76875,18.12,3.35125,16.444375,1.675625,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,229,35,211.5,17.5,194,-3,3,6,4.242640687,0.0
485,485,0.024040165,-37.87560822,9.95e-06,123,23,77,54,50.0,27.0,23,46,60,14,53.0,7.0,46,50.9415,192.217,141.2755,121.57925,70.63775,50.9415,2183.0,2739.0,556.0,2461.0,278.0,2183.0,5,9,4,7.0,2.0,5,4,6,2,5.0,1.0,4,141,153,12,147.0,6.0,141,1.63,2.2,0.57,1.915,0.285,1.63,2,2,0,2.0,0.0,2,0,0,0,0.0,0.0,0,3,7,4,5.0,2.0,3,0,14,14,7.0,7.0,0,5,23,18,14.0,9.0,5,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,7,4,5.0,2.0,3,0,0,0,0,0,0,3,7,4,5.0,2.0,3,13.01,14.21,1.2,13.61,0.6,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,229,4,227.0,2.0,225,0,0,0,0.0,0.0
486,486,0.08848735699999999,-19.13098636,0.0005945,225,6,23,17,14.5,8.5,6,46,77,31,61.5,15.5,46,12.0107,50.9415,38.9308,31.4761,19.4654,12.0107,2183.0,3823.0,1640.0,3003.0,820.0,2183.0,5,14,9,9.5,4.5,5,2,4,2,3.0,1.0,2,76,153,77,114.5,38.5,76,1.63,2.55,0.92,2.09,0.46,1.63,2,2,0,2.0,0.0,2,0,2,2,1.0,1.0,0,0,3,3,1.5,1.5,0,0,0,0,0.0,0.0,0,4,5,1,4.5,0.5,4,0,0,0,0.0,0.0,0,0,4,4,2.0,2.0,0,0,7,7,3.5,3.5,0,0,0,0,0,0,0,4,7,3,5.5,1.5,4,5.64,13.01,7.37,9.325,3.685,5.64,0.0,4.496,4.496,2.248,2.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,229,35,211.5,17.5,194,-4,4,8,5.656854248999999,0.0
487,487,0.0,-34.68791146,0.0,58,8,78,70,31.33333333,31.11111111,8,63,87,24,79.0,10.66666667,87,15.9994,195.084,179.0846,75.69426667,79.59315556,15.9994,54.8,2041.4,1986.6,717.0,882.9333332999998,54.8,10,16,6,14.0,2.666666667,16,2,6,4,3.333333333,1.7777777780000001,2,66,136,70,89.33333333,31.11111111,66,2.28,3.44,1.16,3.0533333330000003,0.515555556,3.44,1,2,1,1.6666666669999999,0.444444444,2,0,4,4,2.666666667,1.7777777780000001,4,0,9,9,3.0,4.0,0,0,14,14,4.666666667,6.222222222,0,6,24,18,12.0,8.0,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.8888888890000001,2,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,2,2,0,2.0,0.0,2,9.105,15.02,5.915,11.07666667,2.628888889,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,225,213,83.0,94.66666667,12,-2,6,8,4.320493798999999,1.88733
488,488,0.0,-42.62495123,7.52e-06,189,16,19,3,17.5,1.5,16,3,88,85,45.5,42.5,3,32.065,39.0983,7.0333,35.58165,3.51665,32.065,336.53,388.36,51.83,362.445,25.915,336.53,1,16,15,8.5,7.5,1,3,4,1,3.5,0.5,3,105,203,98,154.0,49.0,105,0.82,2.58,1.76,1.7,0.88,0.82,1,2,1,1.5,0.5,1,0,4,4,2.0,2.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,6,5,3.5,2.5,1,0,1,1,0.5,0.5,0,0,2,2,1.0,1.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,1,1.5,0.5,1,25.786875,73.10666667,47.31979167,49.44677083,23.65989583,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,229,159,149.5,79.5,70,-2,4,6,2.479181612,2.549397
489,489,0.046960817,-63.11222984,6.88e-07,88,8,47,39,27.5,19.5,8,65,87,22,76.0,11.0,65,15.9994,107.8682,91.8688,61.9338,45.9344,15.9994,54.8,1234.93,1180.13,644.865,590.065,54.8,11,16,5,13.5,2.5,11,2,5,3,3.5,1.5,2,66,145,79,105.5,39.5,66,1.93,3.44,1.51,2.685,0.755,1.93,1,2,1,1.5,0.5,1,0,4,4,2.0,2.0,0,0,10,10,5.0,5.0,0,0,0,0,0.0,0.0,0,6,11,5,8.5,2.5,6,0,1,1,0.5,0.5,0,0,2,2,1.0,1.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,1,1.5,0.5,1,9.105,16.33,7.225,12.7175,3.6125,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,225,213,118.5,106.5,12,-2,3,5,2.683281573,0.79904
490,490,0.0,-42.44263889,0.00058385,227,27,39,12,31.0,5.333333333,27,12,58,46,42.66666667,20.44444444,58,58.933195,88.90585,29.972655,68.92408,13.321179999999998,58.933195,1768.0,1799.0,31.0,1778.3333329999998,13.77777778,1768.0,3,9,6,7.0,2.666666667,9,4,5,1,4.333333333,0.444444444,4,126,190,64,147.33333330000002,28.44444444,126,1.22,1.88,0.66,1.66,0.29333333300000003,1.88,2,2,0,2.0,0.0,2,0,0,0,0.0,0.0,0,1,7,6,5.0,2.666666667,7,0,0,0,0.0,0.0,0,3,9,6,7.0,2.666666667,9,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,9,6,5.0,2.666666667,3,0,0,0,0,0,0,3,9,6,5.0,2.666666667,3,10.245,32.365,22.12,17.61833333,9.831111111,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,194,0,194.0,0.0,194,0,0,0,0.0,0.0
491,491,0.0,-18.82577117,1.3000000000000001e-05,191,19,79,60,69.0,16.66666667,79,3,66,63,55.5,17.5,66,39.0983,196.966569,157.868269,170.6551908,43.85229694,196.966569,336.53,1337.33,1000.8,1170.53,278.0,1337.33,1,11,10,9.333333332999999,2.777777778,11,4,6,2,5.666666667,0.5555555560000001,6,136,203,67,147.16666669999998,18.61111111,136,0.82,2.54,1.72,2.253333333,0.477777778,2.54,1,1,0,1.0,0.0,1,0,0,0,0.0,0.0,0,0,10,10,8.333333332999999,2.777777778,10,0,14,14,11.66666667,3.888888889,14,1,25,24,21.0,6.666666667,25,1,1,0,1.0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,1,16.7,73.10666667,56.40666667,26.10111111,15.66851852,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,229,4,225.66666669999998,1.111111111,225,-1,3,4,2.160246899,0.0
492,492,0.0,-19.70632946,2.6e-06,139,14,78,64,56.66666667,28.44444444,78,63,78,15,68.0,6.666666667,63,28.0855,195.084,166.9985,139.4178333,74.22155556,195.084,1687.0,2041.4,354.4,1923.266667,157.5111111,2041.4,10,14,4,11.33333333,1.7777777780000001,10,3,6,3,5.0,1.333333333,6,111,136,25,127.66666670000001,11.11111111,136,1.9,2.28,0.38,2.153333333,0.168888889,2.28,1,2,1,1.333333333,0.444444444,1,0,2,2,0.666666667,0.8888888890000001,0,0,9,9,6.0,4.0,9,0,14,14,9.333333332999999,6.222222222,14,4,24,20,17.33333333,8.888888889,24,0,1,1,0.666666667,0.444444444,1,0,4,4,1.333333333,1.7777777780000001,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,2,4,2,2.666666667,0.8888888890000001,2,15.02,20.44,5.42,16.82666667,2.408888889,15.02,0.0,0.773,0.773,0.257666667,0.34355555600000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,227,2,225.66666669999998,0.8888888890000001,225,-2,4,6,4.242640687,0.0
493,493,0.0,-11.17408333,4e-07,227,3,31,28,17.0,14.0,3,1,74,73,37.5,36.5,1,6.941,69.723,62.782,38.332,31.391,6.941,302.91,453.69,150.78,378.3,75.39,302.91,1,13,12,7.0,6.0,1,2,4,2,3.0,1.0,2,122,128,6,125.0,3.0,122,0.98,1.81,0.83,1.395,0.415,0.98,1,2,1,1.5,0.5,1,0,1,1,0.5,0.5,0,0,10,10,5.0,5.0,0,0,0,0,0.0,0.0,0,1,13,12,7.0,6.0,1,0,1,1,0.5,0.5,0,0,5,5,2.5,2.5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,5,4,3.0,2.0,1,16.59333333,18.8575,2.264166667,17.72541667,1.132083333,16.59333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,229,165,146.5,82.5,64,0,0,0,0.0,0.0
494,494,0.0,-8.58883643,6.8e-05,225,12,16,4,14.0,2.0,12,68,88,20,78.0,10.0,68,24.305,32.065,7.76,28.185,3.88,24.305,388.36,923.0,534.64,655.68,267.32,388.36,2,16,14,9.0,7.0,2,3,3,0,3.0,0.0,3,105,141,36,123.0,18.0,105,1.31,2.58,1.27,1.945,0.635,1.31,2,2,0,2.0,0.0,2,0,4,4,2.0,2.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,6,4,4.0,2.0,2,0,0,0,0.0,0.0,0,0,2,2,1.0,1.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,1.0,1.0,0,22.89,25.786875,2.896875,24.3384375,1.4484375,22.89,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,194,124,132.0,62.0,70,-2,2,4,2.828427125,3.988181
